"inst_2200" "inst_3635" "inst_3738" "inst_4294" "inst_4760" "inst_6056"
"1007_s_at" 155 5483 6865 17188 4505 15532
"1053_at" 17225 3504 10114 7114 18653 14923
"117_at" 6631 18271 17220 12316 13265 9438
"121_at" 9597 14206 9120 14115 18356 19526
"1255_g_at" 14645 16456 15605 11317 10400 8150
"1294_at" 4225 2203 18432 2496 910 13689
"1316_at" 5804 4617 22196 4627 6315 5361
"1320_at" 10931 1251 1158 5189 425 20097
"1405_i_at" 19178 18761 16573 8233 3801 9710
"1431_at" 19392 10249 442 4033 3583 21916
"1438_at" 15292 14191 3848 21697 21200 21797
"1487_at" 7723 13035 6498 15537 2736 20668
"1494_f_at" 17976 20275 21752 3094 21159 2448
"1598_g_at" 22209 4859 4574 13864 1620 20068
"160020_at" 20236 1987 21532 13956 17605 14480
"1729_at" 20318 12048 7368 17521 2354 21557
"1773_at" 17968 13027 10878 19681 8473 3011
"177_at" 1849 19725 86 1411 16449 6116
"179_at" 943 14140 1409 3581 19697 18520
"1861_at" 3245 13883 2301 17876 2547 16924
"200000_s_at" 6683 10529 6411 21169 16444 15126
"200001_at" 16909 12654 9405 15054 7732 15315
"200002_at" 7543 20112 12229 4897 6772 13132
"200003_s_at" 11871 16103 14212 9284 10806 8903
"200004_at" 18121 13507 9395 15098 17473 14100
"200005_at" 17892 8065 7726 14476 7352 14471
"200006_at" 8660 13110 12015 6985 17180 6446
"200007_at" 17156 12493 10559 6239 15528 14303
"200008_s_at" 8283 7958 18068 5971 20423 5366
"200009_at" 7017 13509 11727 14991 16182 14438
"200010_at" 11978 19882 9832 13241 8494 13118
"200011_s_at" 7544 10816 9287 20372 7089 13931
"200012_x_at" 16890 20412 11969 13758 17468 6239
"200013_at" 9197 20122 12449 6246 15268 13482
"200014_s_at" 4749 14290 12290 5568 8610 12983
"200015_s_at" 8604 12113 9161 14116 17565 16578
"200016_x_at" 12084 14186 12550 5418 8780 12874
"200017_at" 11924 16191 14300 9368 10954 8992
"200018_at" 11953 16183 14293 9363 16497 8985
"200019_s_at" 18780 12957 18051 12804 6579 15252
"200020_at" 3375 13528 19173 16350 16466 15804
"200021_at" 18099 16284 14377 9462 11094 9080
"200022_at" 11715 16118 12137 6133 8443 8919
"200023_s_at" 9628 8509 11993 13946 15262 16636
"200024_at" 9122 19698 18700 5477 8612 6159
"200025_s_at" 11995 16181 18571 6520 17648 13622
"200026_at" 11857 16287 18598 5770 15581 9083
"200027_at" 18106 7265 18057 13567 6551 5918
"200028_s_at" 17523 12287 10178 19784 17816 17340
"200029_at" 12067 19895 19022 16015 5784 7025
"200030_s_at" 16807 19751 18455 7356 15385 7328
"200031_s_at" 11920 16178 14282 9351 10924 8977
"200032_s_at" 12092 16194 12231 6108 7202 8994
"200033_at" 7464 14054 18630 7043 18692 7332
"200034_s_at" 17197 16106 18381 13165 16524 4186
"200035_at" 17452 8821 18150 20638 3167 12865
"200036_s_at" 9042 14535 11724 13197 15311 14489
"200037_s_at" 7546 14034 17941 5234 7913 13183
"200038_s_at" 12014 16261 11760 6997 16579 9058
"200039_s_at" 7661 9356 12379 14127 15132 18474
"200040_at" 17368 12122 6449 13842 8706 15918
"200041_s_at" 9353 10867 11493 17113 4390 12891
"200042_at" 6087 6916 9965 17275 4161 5146
"200043_at" 3833 20284 12242 16968 8214 17503
"200044_at" 7926 11202 17953 6235 15273 13290
"200045_at" 16585 7050 18227 19634 7104 17487
"200046_at" 7531 9501 12573 15742 16660 14129
"200047_s_at" 5344 11757 11330 13676 7037 5474
"200048_s_at" 7995 12788 11803 16378 7009 14514
"200049_at" 3626 11619 3616 5279 19591 20513
"200050_at" 19333 9257 12478 4716 3941 2436
"200051_at" 3173 6109 8082 17690 7754 14446
"200052_s_at" 18410 10411 10912 16233 17353 15819
"200053_at" 9169 3590 8840 6683 3704 15202
"200054_at" 18271 20382 10712 15181 20514 19385
"200055_at" 8756 5997 9977 18382 7715 14048
"200056_s_at" 8600 12760 8458 5647 18949 15727
"200057_s_at" 7112 12487 11031 17687 15271 14399
"200058_s_at" 4796 8121 7248 17183 5219 18081
"200059_s_at" 16537 11788 12514 5977 6935 12944
"200060_s_at" 17816 12071 9073 20829 15893 15718
"200061_s_at" 11839 16176 14281 9350 10922 8975
"200062_s_at" 11904 16088 14200 9267 10792 8890
"200063_s_at" 12082 16221 14324 9401 11000 9016
"200064_at" 8582 13887 18776 19039 19464 16849
"200065_s_at" 18713 10832 9268 15380 16575 16156
"200066_at" 9725 8261 2939 15354 6421 20100
"200067_x_at" 17202 11256 11079 13819 7399 15392
"200068_s_at" 7868 11680 11132 15996 8758 7216
"200069_at" 16936 12965 18812 16761 4826 20558
"200070_at" 4455 5964 2127 6582 4110 19144
"200071_at" 4036 10355 18434 15638 15467 15948
"200072_s_at" 17161 11217 6523 19704 15648 15194
"200073_s_at" 8673 14165 10970 7176 17445 15884
"200074_s_at" 7923 14105 11843 5366 16088 7256
"200075_s_at" 17653 8489 12142 16626 6690 18289
"200076_s_at" 2238 11173 9047 19351 16230 13981
"200077_s_at" 9082 20179 19370 5936 4764 6254
"200078_s_at" 9481 11445 18191 17045 6298 15239
"200079_s_at" 9669 11863 11458 15943 15226 15023
"200080_s_at" 17021 20443 19470 4562 8844 4404
"200081_s_at" 17629 19839 11273 4486 15904 6453
"200082_s_at" 11918 16212 12330 5552 15395 9009
"200083_at" 9435 6992 8550 15177 3909 5341
"200084_at" 17042 10938 6910 6753 7080 16466
"200085_s_at" 6916 13289 7796 15262 7473 17025
"200086_s_at" 8171 14527 19329 5833 15440 13606
"200087_s_at" 6059 12877 11396 13687 18563 6399
"200088_x_at" 11739 16098 14210 7141 10801 8900
"200089_s_at" 16801 14526 9789 6672 15652 13334
"200090_at" 6769 3017 6570 13042 15728 14073
"200091_s_at" 17258 16129 18414 6589 17306 6432
"200092_s_at" 11742 16227 18041 4604 8325 7087
"200093_s_at" 6940 11648 10420 15208 17601 15559
"200094_s_at" 6603 14086 18838 4777 6657 15090
"200095_x_at" 11860 16270 14371 9454 11082 9067
"200096_s_at" 20310 19761 11784 14705 20445 17346
"200097_s_at" 8019 11359 10833 6139 15878 7277
"200098_s_at" 5955 13214 19444 17624 8143 16403
"200099_s_at" 11801 16230 12424 13733 11013 9023
"200593_s_at" 19788 9275 19533 15687 7974 13967
"200594_x_at" 18398 14311 12210 15431 6627 13485
"200595_s_at" 4730 7916 9912 17390 17172 16201
"200596_s_at" 8578 7654 4620 20150 4858 15772
"200597_at" 17431 10931 20311 13501 5760 17807
"200598_s_at" 9341 5447 19465 2173 18664 15109
"200599_s_at" 18848 13077 9044 14592 15638 14169
"200600_at" 6904 17648 9106 17364 4528 8259
"200601_at" 6520 9224 11345 19192 18346 20359
"200602_at" 20201 4176 11032 17162 19752 3332
"200603_at" 8421 13282 6971 6751 16170 6875
"200604_s_at" 7389 7549 6637 5765 17583 4959
"200605_s_at" 5026 7590 7946 3684 16347 13203
"200606_at" 21826 11769 10687 13963 7018 3450
"200607_s_at" 8307 4538 11223 1373 8457 6183
"200608_s_at" 7352 13795 12545 6287 17749 12941
"200609_s_at" 9258 5817 18914 17558 6852 17084
"200610_s_at" 7236 13964 11128 18772 8747 15204
"200611_s_at" 18409 9315 8235 18585 6912 18487
"200612_s_at" 1888 2095 21792 13040 1972 993
"200613_at" 7334 11065 6409 16627 7490 14179
"200614_at" 19217 20470 10041 14492 15009 13514
"200615_s_at" 3821 5246 8547 15006 5639 18355
"200616_s_at" 5582 10362 19009 2152 7620 5067
"200617_at" 4712 8341 11129 20410 18155 18303
"200618_at" 4546 11302 8201 17262 19196 14980
"200619_at" 3511 10184 5824 21623 16269 16930
"200620_at" 8295 11305 3540 4472 7285 4333
"200621_at" 16766 9809 10497 17281 15727 18326
"200622_x_at" 17448 5745 9231 16552 15025 14668
"200623_s_at" 2308 6907 3564 18865 3047 16920
"200624_s_at" 18532 9874 5741 16323 20330 13212
"200625_s_at" 19019 13108 5698 15779 6229 14361
"200626_s_at" 17634 11306 11381 15803 17475 6824
"200627_at" 17603 14501 18081 6191 16814 3820
"200628_s_at" 18889 2635 21202 5558 15167 2304
"200629_at" 18936 5059 3228 18643 4583 4652
"200630_x_at" 7698 13618 12480 2385 7556 13180
"200631_s_at" 7098 12746 10147 13078 15426 17567
"200632_s_at" 6580 6377 2282 5430 1400 4206
"200633_at" 16804 16175 14280 9349 16183 8974
"200634_at" 9647 12132 11632 15514 8604 15247
"200635_s_at" 3335 10167 8915 5375 3593 16585
"200636_s_at" 14566 14089 9435 21137 15599 14679
"200637_s_at" 12029 6605 6551 6522 15175 21316
"200638_s_at" 9643 12755 9083 14317 18034 5457
"200639_s_at" 5952 14484 8306 14531 17714 18611
"200640_at" 7778 12684 10809 15689 16767 7063
"200641_s_at" 19274 11372 11110 6581 20347 4392
"200642_at" 8649 13215 10222 13536 16891 13475
"200643_at" 1377 14341 10252 19868 8587 17884
"200644_at" 6477 12252 18718 18560 8212 16346
"200645_at" 9525 8790 9649 13258 4976 6186
"200646_s_at" 22000 1623 2356 18590 19197 20137
"200647_x_at" 7606 11013 5604 19266 6507 16950
"200648_s_at" 16457 2965 8898 20723 19619 4067
"200649_at" 3368 3225 9833 16558 16971 19636
"200650_s_at" 11726 14258 14166 9236 16164 14633
"200651_at" 11873 16259 12216 14057 16355 7052
"200652_at" 16463 13088 12312 17386 17101 14916
"200653_s_at" 17455 20651 18114 6963 19802 5121
"200654_at" 18300 12792 7478 19007 6689 17073
"200655_s_at" 6290 20094 9318 5954 18252 13626
"200656_s_at" 9636 11642 9189 13602 17614 15293
"200657_at" 9396 20565 18744 4947 7533 7254
"200658_s_at" 7138 12728 9624 6702 15755 6528
"200659_s_at" 1512 12166 18011 17760 18760 18602
"200660_at" 18450 11060 10751 18457 7222 7242
"200661_at" 5321 8010 5657 17979 5526 17966
"200662_s_at" 19198 9812 19773 17780 15019 14832
"200663_at" 16558 20663 10511 5467 18383 16820
"200664_s_at" 6190 20647 21342 21418 20824 20987
"200665_s_at" 12055 15463 13589 1028 9923 7392
"200666_s_at" 18205 20879 21252 21699 19430 20087
"200667_at" 5111 10681 10440 12706 6146 16704
"200668_s_at" 8791 10900 9107 15579 17926 13676
"200669_s_at" 7143 8043 19004 4212 16581 6502
"200670_at" 9464 11239 18074 17970 15091 6120
"200671_s_at" 6536 1294 20688 14866 18626 19957
"200672_x_at" 2601 2702 19467 2741 19874 2736
"200673_at" 3117 12099 11653 5448 6937 4840
"200674_s_at" 11950 20497 17981 6675 7865 9026
"200675_at" 7774 7932 8363 18593 8139 14476
"200676_s_at" 1649 3300 11188 7003 5702 14192
"200677_at" 4963 8962 9878 15666 5812 4676
"200678_x_at" 9712 3154 5961 14274 3834 17568
"200679_x_at" 17912 13228 10542 5866 17002 5564
"200680_x_at" 19199 16274 18437 4902 15231 9074
"200681_at" 19481 11925 12370 15284 17559 7057
"200682_s_at" 17568 11030 11135 16080 15297 14606
"200683_s_at" 8783 4876 3376 19052 8562 5886
"200684_s_at" 18317 4165 7955 7105 20582 14334
"200685_at" 3182 4645 5465 2170 2071 18876
"200686_s_at" 16599 9741 8275 17355 16075 20800
"200687_s_at" 4606 13365 8907 19106 16823 17989
"200688_at" 7711 3775 5318 17893 18790 4113
"200689_x_at" 16737 20270 18371 5227 6387 13059
"200690_at" 18222 1889 10603 17554 20901 16314
"200691_s_at" 18319 11798 12458 14809 18049 15521
"200692_s_at" 20437 10069 8989 18006 19010 6089
"200693_at" 3685 10957 11362 6905 6072 6763
"200694_s_at" 9135 13039 18665 16202 15717 16436
"200695_at" 19380 5555 4049 20600 2362 5926
"200696_s_at" 19487 4263 9580 18282 16241 18760
"200697_at" 8503 9036 10992 19996 2582 17539
"200698_at" 6305 6674 9156 7400 19475 17165
"200699_at" 19433 5435 5184 14176 3246 15222
"200700_s_at" 18307 12081 12243 15138 17049 15671
"200701_at" 18339 11166 5956 12763 8432 4794
"200702_s_at" 3697 12377 19720 2441 18792 4379
"200703_at" 17067 20688 19772 14442 20368 17801
"200704_at" 4918 6479 9020 6241 8761 14175
"200705_s_at" 12102 20272 20190 5271 8065 5635
"200706_s_at" 17879 12126 4084 19120 16836 17837
"200707_at" 6482 9592 2584 20165 6740 14756
"200708_at" 6076 11693 10920 15385 15034 14604
"200709_at" 17721 11160 6822 18818 4385 5025
"200710_at" 2614 727 4245 17917 2935 13634
"200711_s_at" 21584 8998 10028 4144 16969 12917
"200712_s_at" 21337 6522 11524 16011 20327 15185
"200713_s_at" 18192 13254 18701 14532 16805 14979
"200714_x_at" 9509 10961 9859 21093 8163 15183
"200715_x_at" 6946 12768 10139 4194 5581 5506
"200716_x_at" 11969 16262 14368 7315 8098 9059
"200717_x_at" 11745 16173 14278 9347 10918 8972
"200718_s_at" 6153 20407 10655 7247 7257 12963
"200719_at" 19861 8536 10385 13912 15279 5903
"200720_s_at" 16780 4766 5926 14516 5154 7107
"200721_s_at" 3880 10385 8621 14765 15236 19411
"200722_s_at" 18986 4430 20359 17349 22024 3964
"200723_s_at" 6681 10236 12641 18616 19558 6806
"200724_at" 1568 2455 18770 1323 18171 16861
"200725_x_at" 17580 14453 20332 7185 5686 6880
"200726_at" 9008 13527 9741 18278 18276 16941
"200727_s_at" 17899 2498 18263 2153 20036 17745
