"inst_1773" "inst_7139"
"1007_s_at" 18705 18107
"1053_at" 19454 13822
"117_at" 7 2
"121_at" 15631 17082
"1255_g_at" 6142 6841
"1294_at" 15404 11106
"1316_at" 16043 15880
"1320_at" 4979 11090
"1405_i_at" 14604 11291
"1431_at" 5428 5173
"1438_at" 12852 18645
"1487_at" 19366 21408
"1494_f_at" 15937 5093
"1598_g_at" 15501 17152
"160020_at" 973 16304
"1729_at" 21011 14940
"1773_at" 7085 21938
"177_at" 20707 4760
"179_at" 16036 5912
"1861_at" 13665 12715
"200000_s_at" 19380 2587
"200001_at" 17400 13909
"200002_at" 3567 3328
"200003_s_at" 4103 3487
"200004_at" 18186 16064
"200005_at" 18166 14049
"200006_at" 20960 13675
"200007_at" 17860 2718
"200008_s_at" 18085 15869
"200009_at" 18388 16867
"200010_at" 15607 13308
"200011_s_at" 17273 20416
"200012_x_at" 2506 13000
"200013_at" 15396 12677
"200014_s_at" 17582 13373
"200015_s_at" 17800 15673
"200016_x_at" 16587 3343
"200017_at" 3459 2903
"200018_at" 14310 12385
"200019_s_at" 15297 2847
"200020_at" 20018 20062
"200021_at" 2240 3419
"200022_at" 2617 2609
"200023_s_at" 15572 12513
"200024_at" 3697 12468
"200025_s_at" 3446 12697
"200026_at" 18211 12436
"200027_at" 20348 14641
"200028_s_at" 16598 18283
"200029_at" 2825 2897
"200030_s_at" 17564 13750
"200031_s_at" 2947 2822
"200032_s_at" 14866 3547
"200033_at" 3999 12647
"200034_s_at" 17465 2973
"200035_at" 19186 14235
"200036_s_at" 14242 3433
"200037_s_at" 18401 17795
"200038_s_at" 3526 2259
"200039_s_at" 2033 14356
"200040_at" 21520 13613
"200041_s_at" 21605 13679
"200042_at" 16413 17301
"200043_at" 17583 14444
"200044_at" 20247 17021
"200045_at" 18270 16102
"200046_at" 18621 12500
"200047_s_at" 15641 15131
"200048_s_at" 14747 16542
"200049_at" 18377 17814
"200050_at" 18844 19429
"200051_at" 17215 15558
"200052_s_at" 20956 14792
"200053_at" 3225 20322
"200054_at" 3785 14589
"200055_at" 17144 12348
"200056_s_at" 19638 17442
"200057_s_at" 16455 12313
"200058_s_at" 16047 16741
"200059_s_at" 14379 13813
"200060_s_at" 16604 18588
"200061_s_at" 3993 3121
"200062_s_at" 15904 3483
"200063_s_at" 1576 3307
"200064_at" 950 770
"200065_s_at" 19969 15853
"200066_at" 17339 17558
"200067_x_at" 14397 1332
"200068_s_at" 20204 13947
"200069_at" 17741 20462
"200070_at" 445 18818
"200071_at" 20869 18836
"200072_s_at" 18649 2499
"200073_s_at" 21207 15174
"200074_s_at" 15951 3138
"200075_s_at" 3656 13906
"200076_s_at" 17326 13067
"200077_s_at" 2588 12954
"200078_s_at" 20635 1505
"200079_s_at" 20652 15149
"200080_s_at" 18395 13720
"200081_s_at" 15617 3251
"200082_s_at" 19120 12413
"200083_at" 16071 2743
"200084_at" 16365 13718
"200085_s_at" 16757 3535
"200086_s_at" 16732 13787
"200087_s_at" 20420 3521
"200088_x_at" 2490 2926
"200089_s_at" 3814 3303
"200090_at" 20957 16433
"200091_s_at" 3284 2408
"200092_s_at" 4109 3286
"200093_s_at" 2616 12619
"200094_s_at" 15568 14983
"200095_x_at" 3462 3493
"200096_s_at" 2156 13549
"200097_s_at" 18648 15368
"200098_s_at" 15651 14173
"200099_s_at" 16428 12601
"200593_s_at" 17656 14042
"200594_x_at" 21571 15352
"200595_s_at" 21708 18047
"200596_s_at" 19560 16614
"200597_at" 21341 13706
"200598_s_at" 19142 1947
"200599_s_at" 21914 2449
"200600_at" 18301 16467
"200601_at" 20454 21567
"200602_at" 3066 14422
"200603_at" 2468 18259
"200604_s_at" 15504 18485
"200605_s_at" 21522 19174
"200606_at" 5154 12548
"200607_s_at" 19396 16913
"200608_s_at" 16095 18631
"200609_s_at" 17875 18463
"200610_s_at" 21940 16791
"200611_s_at" 2785 15345
"200612_s_at" 3143 19711
"200613_at" 16891 14426
"200614_at" 2639 14341
"200615_s_at" 15273 18236
"200616_s_at" 21055 12813
"200617_at" 21148 18295
"200618_at" 3698 17591
"200619_at" 15751 16338
"200620_at" 2281 14115
"200621_at" 3794 2400
"200622_x_at" 19485 1800
"200623_s_at" 2333 19413
"200624_s_at" 17435 14468
"200625_s_at" 21206 16896
"200626_s_at" 19620 16788
"200627_at" 14837 2088
"200628_s_at" 17750 17701
"200629_at" 20172 17726
"200630_x_at" 21810 14554
"200631_s_at" 21336 15141
"200632_s_at" 19809 18584
"200633_at" 971 796
"200634_at" 19782 13601
"200635_s_at" 12902 20101
"200636_s_at" 1227 16112
"200637_s_at" 4531 13220
"200638_s_at" 16227 15213
"200639_s_at" 3636 16165
"200640_at" 14901 3364
"200641_s_at" 14655 13141
"200642_at" 969 919
"200643_at" 1028 13567
"200644_at" 2583 16490
"200645_at" 19737 14632
"200646_s_at" 7233 13780
"200647_x_at" 17081 14682
"200648_s_at" 16572 18393
"200649_at" 1379 13403
"200650_s_at" 16577 13370
"200651_at" 16266 3376
"200652_at" 16899 12591
"200653_s_at" 21644 15103
"200654_at" 19971 12499
"200655_s_at" 17978 16060
"200656_s_at" 2739 12760
"200657_at" 15957 12855
"200658_s_at" 22011 3444
"200659_s_at" 488 15487
"200660_at" 16173 13212
"200661_at" 2175 14074
"200662_s_at" 19071 17721
"200663_at" 18956 13057
"200664_s_at" 3 6
"200665_s_at" 5363 569
"200666_s_at" 4 13
"200667_at" 15233 3165
"200668_s_at" 18607 12738
"200669_s_at" 21306 2522
"200670_at" 20173 1059
"200671_s_at" 7985 13276
"200672_x_at" 2022 20120
"200673_at" 753 13436
"200674_s_at" 3004 3192
"200675_at" 21209 13075
"200676_s_at" 20484 14041
"200677_at" 2331 14241
"200678_x_at" 17608 12735
"200679_x_at" 20886 14687
"200680_x_at" 17689 15922
"200681_at" 2631 13400
"200682_s_at" 15576 13703
"200683_s_at" 1999 18963
"200684_s_at" 20611 21129
"200685_at" 19734 20398
"200686_s_at" 951 19157
"200687_s_at" 20022 20744
"200688_at" 22129 18604
"200689_x_at" 18575 3283
"200690_at" 3615 3276
"200691_s_at" 17313 15202
"200692_s_at" 17653 12767
"200693_at" 19495 14623
"200694_s_at" 19707 13859
"200695_at" 1542 19942
"200696_s_at" 16610 17382
"200697_at" 16803 18375
"200698_at" 20292 17004
"200699_at" 15109 14895
"200700_s_at" 17494 13620
"200701_at" 16158 2617
"200702_s_at" 21853 15937
"200703_at" 1186 2166
"200704_at" 3788 16607
"200705_s_at" 3229 2929
"200706_s_at" 2166 1291
"200707_at" 19321 18874
"200708_at" 21715 15160
"200709_at" 19954 14271
"200710_at" 14952 2380
"200711_s_at" 3457 15042
"200712_s_at" 792 13557
"200713_s_at" 14568 12646
"200714_x_at" 3828 3499
"200715_x_at" 17602 13890
"200716_x_at" 14743 3304
"200717_x_at" 1758 3166
"200718_s_at" 1640 12564
"200719_at" 16833 13292
"200720_s_at" 21326 17767
"200721_s_at" 14624 14804
"200722_s_at" 19409 18878
"200723_s_at" 16864 17289
"200724_at" 7121 13101
"200725_x_at" 3600 12566
"200726_at" 16487 18867
"200727_s_at" 19837 12902
"200728_at" 17077 18134
"200729_s_at" 18107 16960
"200730_s_at" 18891 671
"200731_s_at" 18602 12893
"200732_s_at" 19458 3184
"200733_s_at" 16044 1674
"200734_s_at" 15764 15402
"200735_x_at" 4026 3187
"200736_s_at" 19265 15140
"200737_at" 16814 13371
"200738_s_at" 17870 13014
"200739_s_at" 20907 15189
"200740_s_at" 20458 15442
"200741_s_at" 3335 3481
"200742_s_at" 16950 15112
"200743_s_at" 15756 12743
"200744_s_at" 18584 15284
"200745_s_at" 19530 16885
"200746_s_at" 19201 16938
"200747_s_at" 2113 21912
"200748_s_at" 90 2255
"200749_at" 21473 13293
"200750_s_at" 17138 13183
"200751_s_at" 16955 15187
"200752_s_at" 3291 16597
"200753_x_at" 20897 19147
"200754_x_at" 17455 17162
"200755_s_at" 22064 14905
"200756_x_at" 17568 16512
"200757_s_at" 15372 17895
"200758_s_at" 3716 16829
"200759_x_at" 21793 17545
"200760_s_at" 17573 15512
"200761_s_at" 14464 13929
"200762_at" 21602 18557
"200763_s_at" 2940 2904
"200764_s_at" 8780 10771
"200765_x_at" 10639 6277
"200766_at" 17271 13931
"200767_s_at" 20766 17166
"200768_s_at" 21920 15073
"200769_s_at" 20549 12740
"200770_s_at" 159 14825
"200771_at" 1837 18658
"200772_x_at" 18099 12345
"200773_x_at" 15989 12703
"200774_at" 20238 16706
"200775_s_at" 18841 17383
"200776_s_at" 21255 15178
"200777_s_at" 2390 16225
"200778_s_at" 20422 16430
"200779_at" 17655 398
"200780_x_at" 19360 12480
"200781_s_at" 2771 12324
"200782_at" 3548 14165
"200783_s_at" 20265 19433
"200784_s_at" 6266 8946
"200785_s_at" 13026 11134
"200786_at" 3664 12537
"200787_s_at" 16267 2785
"200788_s_at" 17220 2471
"200789_at" 21252 19432
"200790_at" 3436 15642
"200791_s_at" 3966 18999
"200792_at" 19271 15114
"200793_s_at" 20532 20903
"200794_x_at" 15016 2514
"200795_at" 11813 2685
"200796_s_at" 15965 460
"200797_s_at" 15379 1591
"200798_x_at" 15003 1322
"200799_at" 6114 25
"200800_s_at" 1 10
"200801_x_at" 20503 3342
"200802_at" 16385 1867
"200803_s_at" 17374 13114
"200804_at" 18990 15349
"200805_at" 1098 2845
"200806_s_at" 481 937
"200807_s_at" 829 1486
"200808_s_at" 17070 13230
"200809_x_at" 1678 3207
"200810_s_at" 20364 13159
"200811_at" 21406 15300
"200812_at" 19880 2742
"200813_s_at" 16341 20957
"200814_at" 18421 14143
"200815_s_at" 3963 16407
"200816_s_at" 3873 20884
"200817_x_at" 17726 3387
"200818_at" 19302 13884
"200819_s_at" 15048 12663
"200820_at" 18720 14431
"200821_at" 14483 15363
"200822_x_at" 21330 15092
"200823_x_at" 15189 12623
"200824_at" 3527 2236
"200825_s_at" 16787 13431
"200826_at" 17223 13758
"200827_at" 17572 14305
"200828_s_at" 14752 19405
"200829_x_at" 20642 18606
"200830_at" 1903 15380
"200831_s_at" 16539 14891
"200832_s_at" 17969 18137
"200833_s_at" 18657 15936
"200834_s_at" 2355 12633
"200835_s_at" 11782 15898
"200836_s_at" 16092 19126
"200837_at" 18207 13109
"200838_at" 16926 16488
"200839_s_at" 14615 13052
"200840_at" 18682 12941
"200841_s_at" 17281 2603
"200842_s_at" 15397 3115
"200843_s_at" 18417 3501
"200844_s_at" 4126 2383
"200845_s_at" 16925 12583
"200846_s_at" 18645 14990
"200847_s_at" 16037 12474
"200848_at" 15022 13163
"200849_s_at" 15241 15229
"200850_s_at" 18500 15068
