"inst_2938" "inst_4099" "inst_4179" "inst_6555" "inst_6571" "inst_6576" "inst_7358"
"200016_x_at" 5858 13041 16502 5984 17145 19376 9457
"200017_at" 7173 13146 16658 10478 17628 7866 11841
"200018_at" 9703 13144 16651 5778 6881 7942 20237
"200019_s_at" 5768 10968 20358 6421 17178 10536 20305
"200020_at" 16963 8893 11217 4593 16921 8158 8709
"200021_at" 15955 13199 16762 10878 17012 19764 21517
"200022_at" 14469 6424 20506 14976 2357 8399 20603
"200023_s_at" 5487 18195 19704 18026 5302 5423 6665
"200024_at" 6665 17595 20165 4814 6534 5619 12050
"200025_s_at" 5856 17531 16650 5790 19366 9291 9251
"200026_at" 9866 11445 16765 6501 17650 10591 20801
"200027_at" 19329 17398 12404 16241 16800 4443 6228
"200028_s_at" 19578 9918 8764 6483 18778 9293 9582
"200029_at" 6703 17015 19536 5921 16752 10236 20492
"200030_s_at" 4681 17064 14603 5946 4801 4603 11534
"200031_s_at" 9687 13137 16646 10397 12909 8810 20854
"200032_s_at" 9720 16674 16660 5667 9348 19419 21348
"200033_at" 6009 18206 20391 15406 3957 4284 9315
"200034_s_at" 14361 5782 20124 2760 6071 19328 20265
"200035_at" 20334 5103 3688 14752 18460 9744 1843
"200036_s_at" 4487 9508 20443 16202 5938 7705 20799
"200037_s_at" 17641 18764 12978 16522 16927 5132 8952
"200038_s_at" 9838 7916 16742 14286 4884 6928 12156
"200039_s_at" 17688 9103 12411 16033 7798 4423 11516
"200040_at" 15243 9767 9943 14546 9245 8505 10300
"200041_s_at" 19761 7994 10321 17017 6714 5879 12333
"200042_at" 7015 17022 11860 15251 7856 3110 3918
"200043_at" 19187 8030 13289 18609 21034 3305 9077
"200044_at" 17637 6786 12644 15590 7484 5320 4982
"200045_at" 20522 9052 4316 2849 5786 8578 5546
"200046_at" 16960 11382 19558 15618 8877 5842 7499
"200047_s_at" 15442 9126 19602 7091 18119 9381 6989
"200048_s_at" 16250 18118 20057 17429 7112 7105 10116
"200049_at" 14767 9015 7270 16431 5247 2460 2703
"200050_at" 21092 18259 13812 5290 3729 20289 8658
"200051_at" 17403 10280 10918 17557 18761 20007 21811
"200052_s_at" 16704 6477 13660 17734 2466 4915 6310
"200053_at" 7023 2961 20980 17120 1988 21405 21869
"200054_at" 20645 3282 2292 2311 17717 10432 861
"200055_at" 6164 17192 10174 15262 19913 8600 5293
"200056_s_at" 6905 17308 13185 18604 7118 1978 6484
"200057_s_at" 6171 18022 12285 16343 17839 8593 9738
"200058_s_at" 5923 9673 7323 13728 5081 4289 6694
"200059_s_at" 5415 9808 14465 18780 1400 3212 8590
"200060_s_at" 17595 7985 10126 6902 6547 9282 9960
"200061_s_at" 9686 13136 16644 10393 12905 20373 20759
"200062_s_at" 6942 13077 16559 10021 12541 14651 21184
"200063_s_at" 6363 13157 16692 10609 17862 19834 11835
"200064_at" 17808 6675 20074 7008 2208 8164 10275
"200065_s_at" 16318 7857 14100 5830 1152 4466 10554
"200066_at" 14342 4586 14306 6267 6837 9555 7834
"200067_x_at" 7018 17519 12352 15773 5417 6247 9071
"200068_s_at" 14382 11609 14508 6605 18224 8303 8509
"200069_at" 18791 8481 5758 4868 8516 3786 5462
"200070_at" 15590 11691 8888 2647 21306 6512 1451
"200071_at" 6589 8961 6534 20744 17836 4056 5695
"200072_s_at" 16722 11110 11788 6382 7153 8506 10108
"200073_s_at" 18265 19375 13246 14539 8293 3384 8781
"200074_s_at" 5680 10079 20574 14890 4638 8933 20235
"200075_s_at" 2637 6350 9334 14501 2701 5241 9593
"200076_s_at" 18670 4672 5979 5085 17268 20010 10118
"200077_s_at" 5866 17402 20068 6991 18429 10631 12172
"200078_s_at" 7157 9371 14506 6302 7333 6871 7334
"200079_s_at" 19614 8116 10936 14929 4480 10021 21058
"200080_s_at" 4511 18888 16687 6349 17034 7244 10650
"200081_s_at" 4897 2995 19612 6164 5125 8934 20623
"200082_s_at" 6889 9214 16678 13809 4749 8259 20503
"200083_at" 14795 18382 11592 6224 8285 4493 5909
"200084_at" 6648 10096 13011 16805 7597 5298 5744
"200085_s_at" 6946 3350 13666 6530 8480 8788 20502
"200086_s_at" 5315 10657 14163 6879 17659 8454 10556
"200087_s_at" 6247 9855 14430 14651 9338 4190 8262
"200088_x_at" 9563 10462 16567 14998 8743 19805 20970
"200089_s_at" 6666 9398 14427 15506 8781 9775 20863
"200090_at" 20196 11743 4612 16021 16971 2687 1818
"200091_s_at" 5405 8336 20445 6894 9283 4763 20526
"200092_s_at" 7138 16811 16703 5040 18196 20574 20857
"200093_s_at" 5133 9429 13756 15938 6266 2976 5929
"200094_s_at" 5999 8151 10818 5456 6828 7687 12078
"200095_x_at" 9849 13193 16751 10839 13443 15756 20969
"200096_s_at" 6248 5339 8344 14793 2203 4955 8626
"200097_s_at" 16725 17078 14447 6214 5572 8394 6412
"200098_s_at" 18885 10652 10588 6668 17232 4639 7480
"200099_s_at" 9770 17765 16705 14679 6577 19536 20443
"200593_s_at" 16160 3254 9042 3607 5973 19257 20648
"200594_x_at" 15946 9562 10998 4031 7384 10358 11521
"200595_s_at" 19116 16931 9388 19715 8482 4431 5465
"200596_s_at" 19273 6585 11354 13865 5730 9702 11767
"200597_at" 21674 5803 19657 18193 17111 4717 3904
"200598_s_at" 16542 6190 11383 4482 6623 8292 8352
"200599_s_at" 16902 8902 9609 2165 4594 9737 9920
"200600_at" 5804 5990 4095 4817 5146 11600 17667
"200601_at" 537 2731 13082 14853 2583 854 752
"200602_at" 17685 10587 5308 15245 21735 6204 9999
"200603_at" 1076 8470 11688 5322 6811 3938 6410
"200604_s_at" 590 1113 20462 14986 1762 8254 9065
"200605_s_at" 639 3121 11539 5347 236 1767 8221
"200606_at" 2787 10395 13937 6419 4607 4015 2791
"200607_s_at" 5254 3493 4004 19377 3383 10029 20281
"200608_s_at" 3543 17926 13880 14288 8844 2308 5357
"200609_s_at" 16097 9124 19713 20593 5384 8643 8468
"200610_s_at" 19326 11515 13782 3113 18201 8387 4857
"200611_s_at" 5914 3332 12476 14259 18198 8477 10536
"200612_s_at" 16530 4765 1042 3221 2093 20089 7227
"200613_at" 3472 7321 19855 17083 2081 4225 11667
"200614_at" 14945 11712 20184 13925 5549 7494 20788
"200615_s_at" 6069 5960 4194 14747 3332 5663 11170
"200616_s_at" 20357 5699 3617 2513 8976 19544 11234
"200617_at" 20866 9848 1373 2490 3876 3017 6276
"200618_at" 1428 10422 10677 4996 5079 6270 4094
"200619_at" 6915 3729 14766 14657 9195 8396 7058
"200620_at" 3662 8757 11730 4413 2607 9740 9293
"200621_at" 3616 1177 9523 1242 349 2917 4059
"200622_x_at" 3467 5481 11108 14901 3310 19258 7146
"200623_s_at" 18666 19177 2866 3655 22079 21974 2648
"200624_s_at" 4076 8226 13814 18080 1512 927 8211
"200625_s_at" 19398 10914 20156 15922 7651 8673 9591
"200626_s_at" 14545 7440 20824 5838 5897 7418 4029
"200627_at" 15048 9517 14669 15113 4037 7171 12272
"200628_s_at" 3628 3845 20379 20925 384 4883 21062
"200629_at" 6431 5336 3559 14414 19669 2478 8582
"200630_x_at" 17068 17944 14425 4407 17611 9046 10133
"200631_s_at" 19346 16794 20094 4870 6790 6946 10570
"200632_s_at" 15366 19250 2365 4496 21609 4556 1895
"200633_at" 7139 13135 16643 10390 17057 19386 20869
"200634_at" 18037 5122 14414 14227 4222 6305 12142
"200635_s_at" 12368 4936 6084 3975 21878 3163 1199
"200636_s_at" 8193 20678 11952 6058 18277 5032 2054
"200637_s_at" 9719 2676 5080 16621 313 360 3926
"200638_s_at" 2219 7745 20161 15317 2515 8590 9674
"200639_s_at" 2478 6053 12148 2599 20798 4123 20906
"200640_at" 3001 7762 13899 3789 5227 3408 20350
"200641_s_at" 1348 3288 20709 20683 59 839 21041
"200642_at" 16376 8777 13586 16780 6727 8517 11539
"200643_at" 2738 4143 6491 5029 2949 820 11515
"200644_at" 16842 9400 12211 15991 18414 2952 7156
"200645_at" 5784 11796 10673 6402 7025 5025 5666
"200646_s_at" 14812 686 6228 5832 1682 451 9228
"200647_x_at" 17143 10209 12908 13859 8045 8282 9878
"200648_s_at" 735 2904 20015 17496 963 2811 21063
"200649_at" 6208 4106 5727 4069 18742 4110 3167
"200650_s_at" 6209 13055 14749 9909 7540 9259 20712
"200651_at" 6286 6442 19879 6667 2549 6865 12098
"200652_at" 6764 4432 20415 15427 4104 3819 7607
"200653_s_at" 3214 6685 13562 6433 4569 3252 20159
"200654_at" 15958 9403 11480 5637 4643 6971 7454
"200655_s_at" 1790 9625 11040 14030 18240 5189 10502
"200656_s_at" 15939 2913 11403 14685 342 639 10268
"200657_at" 14674 17647 19686 6930 8177 20436 12030
"200658_s_at" 19721 2474 8247 5246 1687 3514 9574
"200659_s_at" 22049 1924 8766 4182 702 4063 11890
"200660_at" 3090 6156 13872 5614 1241 5039 11871
"200661_at" 16541 8991 7732 13979 1596 4126 8719
"200662_s_at" 20215 7832 20777 6190 1421 6479 9523
"200663_at" 4258 17029 19623 5124 18052 7768 9246
"200664_s_at" 20672 17119 12372 20537 900 8027 11035
"200665_s_at" 13392 15214 19201 17717 12069 13936 14150
"200666_s_at" 20306 20169 12309 20016 9155 3530 8732
"200667_at" 6249 10526 8798 3061 5449 2659 9764
"200668_s_at" 5282 8904 13690 14313 4504 6140 8591
"200669_s_at" 3938 5963 11411 16188 3598 6269 8118
"200670_at" 21476 18332 13453 4529 441 476 9447
"200671_s_at" 6331 1548 3824 19307 19145 19052 4187
"200672_x_at" 16271 758 20953 20923 997 1788 2696
"200673_at" 403 16966 14226 14125 8603 9014 7028
"200674_s_at" 16253 18717 16711 4152 17544 20617 21067
"200675_at" 19844 4207 13017 4957 6237 1122 2614
"200676_s_at" 14717 6518 4812 2981 4309 3643 9619
"200677_at" 4002 16950 13572 18578 6830 10106 7625
"200678_x_at" 4783 9240 7313 13743 7280 19860 8724
"200679_x_at" 14606 6237 19515 4012 7987 7656 20533
"200680_x_at" 5975 16668 16755 5208 19988 19980 20841
"200681_at" 18274 11111 13754 16306 6591 5925 10748
"200682_s_at" 16930 5753 10341 14924 2871 1738 7162
"200683_s_at" 16517 4669 14134 14656 5396 8939 11728
"200684_s_at" 17951 2596 9757 21211 20916 2475 4523
"200685_at" 19478 17993 13223 14840 16651 871 4296
"200686_s_at" 15563 9292 9226 13853 8458 790 5177
"200687_s_at" 21174 4045 7829 2850 19740 6320 8389
"200688_at" 15267 11605 481 2783 20086 8097 1823
"200689_x_at" 5611 10770 20170 13969 7827 19253 20501
"200690_at" 21036 7632 8348 15385 17439 7604 8362
"200691_s_at" 19889 9778 8667 17078 6339 6514 4878
"200692_s_at" 18932 5995 20036 5660 3647 7175 9978
"200693_at" 17765 9239 19705 16729 3217 5755 6341
"200694_s_at" 19803 8094 13115 4718 17428 9267 5103
"200695_at" 17443 2922 20414 17899 1243 6150 1302
"200696_s_at" 21026 4188 13258 1807 20045 19995 10260
"200697_at" 1485 4386 3279 6801 8078 7580 5372
"200698_at" 14705 8074 6714 5706 1924 6619 11504
"200699_at" 18089 6453 4021 3380 18934 9421 5903
"200700_s_at" 3073 6407 11892 15021 7251 5573 6700
"200701_at" 16886 6638 9635 15978 8233 8598 9432
"200702_s_at" 20010 5412 4217 805 19433 9018 8297
"200703_at" 18206 11469 20360 13964 17918 5089 11246
"200704_at" 744 10163 6320 19622 18093 7332 8715
"200705_s_at" 7066 10122 19622 13897 1671 9679 20291
"200706_s_at" 736 5106 20092 3790 19246 5514 8303
"200707_at" 15709 1455 7860 4547 3196 1596 20374
"200708_at" 19238 11134 9026 14619 6781 5765 9176
"200709_at" 14931 17470 5390 5204 4120 5706 3805
"200710_at" 4916 4857 6870 3651 2829 6700 1918
"200711_s_at" 5871 6917 13683 15365 7389 19800 8964
"200712_s_at" 4759 2137 14174 21213 742 20475 3613
"200713_s_at" 16151 10396 13770 3839 17690 10641 6260
"200714_x_at" 6368 7311 8509 3097 18606 20469 8565
"200715_x_at" 5645 11537 14181 16063 18822 19449 11735
"200716_x_at" 9839 11266 16743 6087 8524 19421 20955
"200717_x_at" 9682 13133 16639 10385 12896 10448 20810
"200718_s_at" 4513 17441 16609 4039 7715 8528 11201
"200719_at" 19461 6546 7629 3043 17764 7225 9647
"200720_s_at" 3700 8331 19524 14466 6940 1848 8631
"200721_s_at" 5916 5045 2956 3968 19797 9551 3462
"200722_s_at" 16895 2191 13042 21248 209 21826 4820
"200723_s_at" 17167 7872 13040 17066 760 4610 10888
"200724_at" 6185 3675 8954 16893 15252 9706 8726
"200725_x_at" 6751 19123 13477 16579 4962 10152 20612
"200726_at" 4719 11466 12927 18378 4073 9173 9958
"200727_s_at" 4259 3533 7843 20237 5372 8567 9539
"200728_at" 6277 7154 13755 5928 1164 2457 8897
"200729_s_at" 3510 8426 19985 15359 4082 19200 6167
"200730_s_at" 306 169 5484 4389 621 2955 4696
"200731_s_at" 242 269 5285 636 333 2501 9350
"200732_s_at" 466 536 8915 857 2166 3389 6647
"200733_s_at" 628 4152 13609 318 853 1287 446
"200734_s_at" 17096 11634 3865 7086 21401 5421 9273
"200735_x_at" 9761 11452 16698 15480 8381 9521 20653
"200736_s_at" 18536 9032 14913 14699 8782 14473 17567
"200737_at" 16080 10626 3724 18295 1053 3774 7473
"200738_s_at" 15217 11687 20633 5711 7753 9196 10070
"200739_s_at" 15315 17974 13244 21323 3580 6830 11494
"200740_s_at" 16772 18370 14315 14486 6613 8044 7731
"200741_s_at" 9548 13078 16560 10025 12543 19668 21412
"200742_s_at" 16610 3003 5622 4447 5446 20606 8222
"200743_s_at" 18086 11699 7215 6436 18424 21216 2214
"200744_s_at" 3822 3888 9058 18943 5473 2361 10558
"200745_s_at" 16581 10170 20134 15453 6647 8795 6003
"200746_s_at" 15091 16589 8081 3881 4563 5077 3477
"200747_s_at" 1806 17504 3876 3079 18964 4819 1359
"200748_s_at" 152 6825 19523 5123 3760 19475 21200
"200749_at" 21643 6988 9696 5703 7917 6669 7681
"200750_s_at" 18067 16581 19659 14828 6241 7629 20896
"200751_s_at" 5340 1392 20108 19584 308 758 11768
"200752_s_at" 16043 3159 10783 13802 2127 991 10141
"200753_x_at" 19424 5398 14382 15241 1056 4036 10797
"200754_x_at" 19622 8996 14030 5362 3412 20997 20469
"200755_s_at" 15101 5263 11127 2815 1891 2313 7753
"200756_x_at" 15020 3996 20516 21551 3 5537 9477
"200757_s_at" 16778 5584 5403 5746 3197 4946 1390
"200758_s_at" 18183 3686 9306 6181 7332 557 12323
"200759_x_at" 14961 11066 5468 5622 6946 6801 8085
"200760_s_at" 16848 9129 9868 14815 3735 7476 4867
"200761_s_at" 18053 16560 11427 20290 17127 8426 2311
"200762_at" 21388 9014 4939 5048 17912 3729 1149
"200763_s_at" 9785 13166 16714 5948 17988 19760 20372
"200764_s_at" 841 4848 13166 10706 9510 669 21015
"200765_x_at" 104 13050 11916 9887 12392 2572 5931
"200766_at" 5019 3535 1375 4502 4549 3611 3810
"200767_s_at" 18201 3064 2807 17565 1084 1814 9025
"200768_s_at" 21841 11064 4166 2436 4352 1748 8534
"200769_s_at" 21962 1029 19599 19135 21 21231 11954
"200770_s_at" 5583 2167 4187 4705 4994 2222 2765
"200771_at" 3682 3225 4803 3469 3678 19409 9646
"200772_x_at" 16685 7691 14672 4422 16750 19287 20393
"200773_x_at" 17411 9623 19545 3551 16763 10565 11675
"200774_at" 15780 11746 10946 5940 8518 5061 8529
"200775_s_at" 15944 10871 10339 3710 5819 21755 20439
"200776_s_at" 679 3489 20809 19855 1952 1544 9262
"200777_s_at" 793 6047 14099 4416 4253 4922 9870
"200778_s_at" 14577 5492 13446 5121 2381 4658 5483
"200779_at" 18956 9054 13271 19265 4740 5315 21002
"200780_x_at" 7034 11779 14435 5071 8528 10687 20395
"200781_s_at" 14409 16778 16623 14103 7809 20933 21268
"200782_at" 2837 17582 14431 17123 4788 5754 1907
"200783_s_at" 18230 17181 11281 16249 8167 19586 5928
"200784_s_at" 1547 768 14865 12854 10309 13335 18033
"200785_s_at" 14014 2858 18011 2470 9048 10180 17446
"200786_at" 15049 9868 10916 17580 5243 5760 11945
"200787_s_at" 5333 18826 3083 19780 5732 1710 12298
"200788_s_at" 4395 7053 5986 16956 20269 9443 4167
"200789_at" 3596 9112 2591 21129 5415 7099 9224
"200790_at" 470 9606 12079 764 652 6818 9022
"200791_s_at" 4558 5763 13915 15438 8710 3279 11184
"200792_at" 15379 7468 12216 5483 7448 8780 10800
"200793_s_at" 5132 7166 13466 3430 3612 20942 1856
"200794_x_at" 14566 3138 19984 17936 2806 2318 11256
"200795_at" 11913 20332 1177 16880 13940 19222 10615
"200796_s_at" 1254 833 21668 537 9864 11017 11868
"200797_s_at" 3325 17970 4551 3886 4490 20990 6223
"200798_x_at" 1200 4180 13673 613 729 3396 2807
"200799_at" 7831 19511 14729 6442 21302 10654 4474
"200800_s_at" 21767 11745 6449 3530 4907 19473 11530
"200801_x_at" 15574 13059 16528 9931 16643 19496 20952
"200802_at" 20995 10036 9831 5651 4358 4691 9983
"200803_s_at" 4222 6898 20441 16700 2455 9174 10682
"200804_at" 16148 6312 13916 14663 2764 8128 11130
"200805_at" 6699 1440 8909 6270 16995 6473 8840
"200806_s_at" 14807 17000 19719 13915 623 5533 11270
"200807_s_at" 16550 13067 16541 5800 7170 9132 11528
"200808_s_at" 19421 3557 3434 19330 6383 5138 6716
"200809_x_at" 9522 8804 16545 6627 18881 20099 21009
"200810_s_at" 2618 17453 10993 17725 21402 6711 6717
"200811_at" 2960 6038 6268 18185 21111 1411 2607
"200812_at" 18106 6348 11683 5798 4118 5455 11750
"200813_s_at" 15795 1444 19564 4437 2241 19426 2496
"200814_at" 15663 18314 14335 16017 3225 8132 9627
"200815_s_at" 3820 4186 6680 16834 17745 20046 6355
"200816_s_at" 6272 10285 4552 15858 4804 9120 6934
"200817_x_at" 9517 13069 16543 9966 12480 14568 20847
"200818_at" 15151 11237 13564 13762 8009 7910 7602
"200819_s_at" 9691 8397 16647 6343 9329 10577 20727
"200820_at" 18753 6398 9716 17680 5747 5239 10065
"200821_at" 4305 9171 9015 15539 7688 2968 3314
"200822_x_at" 14492 5285 10471 6886 8814 6844 11172
"200823_x_at" 15071 11750 20893 14031 1885 4045 12303
"200824_at" 18640 5216 2144 14061 3656 6162 321
"200825_s_at" 15539 4608 6133 2150 6083 7024 2700
"200826_at" 6345 4565 14006 6750 6864 7204 20992
"200827_at" 14803 9385 7340 16970 18589 3583 21001
"200828_s_at" 15841 2311 9412 19879 598 7857 11677
"200829_x_at" 15140 11153 12736 16287 17098 3541 1992
"200830_at" 6114 11320 9131 14741 7757 4682 8436
"200831_s_at" 15602 4966 13065 17707 5048 3714 8441
"200832_s_at" 19536 11089 14699 6795 5665 8861 9710
"200833_s_at" 5003 6443 13522 7043 6384 10146 3754
"200834_s_at" 9590 13097 16584 10140 12654 14806 21020
"200835_s_at" 17571 10906 1345 3182 3602 933 9750
"200836_s_at" 21919 8498 7543 5113 417 19909 1097
"200837_at" 18377 3946 20076 5789 4550 19677 7105
"200838_at" 135 3630 5556 21312 8731 3568 7102
"200839_s_at" 264 9761 8269 14787 18829 8124 7431
"200840_at" 16990 19473 20855 6017 18307 10609 10791
"200841_s_at" 21139 5653 9267 19724 17122 3002 7633
"200842_s_at" 20688 18025 8821 6473 17871 7598 7171
"200843_s_at" 21259 17432 13432 14743 7906 6633 8923
"200844_s_at" 6625 10030 19750 5433 16642 7198 20434
"200845_s_at" 16124 11583 12648 15000 7207 7877 11239
"200846_s_at" 15608 5630 13820 6298 549 3166 7852
"200847_s_at" 5462 11291 11004 5321 7378 9048 6025
"200848_at" 18962 6990 11543 2658 2149 7750 5125
"200849_s_at" 6694 6459 13696 4999 17451 2866 7991
"200850_s_at" 16565 17464 14282 15843 4743 4187 5029
"200851_s_at" 4899 10393 7778 19368 18302 10219 2513
"200852_x_at" 15704 4288 7416 13811 1644 5400 8914
"200853_at" 16447 10984 19720 19795 4513 6961 12083
"200854_at" 16855 10759 1827 17561 5259 19531 7005
"200855_at" 19772 8819 12507 21217 449 20991 9353
"200856_x_at" 18903 17822 5288 15787 20052 1563 12128
"200857_s_at" 14968 6037 7243 6657 3379 3069 2785
"200858_s_at" 6505 4189 12108 5335 18945 7152 20870
"200859_x_at" 5529 2908 3362 4229 7905 20685 6299
"200860_s_at" 15164 9722 9429 15933 6573 4580 8386
"200861_at" 16587 3749 4770 2713 5787 19903 844
"200862_at" 21898 10197 13101 3528 6734 8241 6209
"200863_s_at" 14928 9060 19854 17783 7212 6856 12027
"200864_s_at" 16804 4868 9513 3494 5359 702 2756
"200865_at" 14665 7072 18604 10696 15084 17157 17858
"200866_s_at" 2175 1543 13490 17879 279 2426 6306
"200867_at" 1690 6239 14675 15266 17006 3440 10808
"200868_s_at" 883 3843 12401 5976 3423 9988 7849
"200869_at" 9565 9036 16569 14672 994 3394 21142
"200870_at" 4331 18054 14137 6942 5126 8263 5308
"200871_s_at" 1558 16582 11339 3214 18436 8947 5172
"200872_at" 14332 10008 20090 13829 6503 8680 20312
"200873_s_at" 17936 18153 14613 15734 8296 8287 11855
"200874_s_at" 21615 1065 12142 5251 17943 3442 8371
"200875_s_at" 21803 6331 7717 3721 8881 4513 8016
"200876_s_at" 6623 8056 20572 6853 5896 8764 10734
"200877_at" 18185 11589 14445 6897 4275 4531 11967
"200878_at" 369 296 4262 56 104 1488 6447
"200879_s_at" 10265 61 17584 7420 10955 15043 13686
"200880_at" 21070 9906 12105 5068 7700 4455 3078
"200881_s_at" 20181 5540 10542 16815 1611 4762 11444
"200882_s_at" 15137 11748 19897 15022 18889 19699 12165
"200883_at" 6657 2535 12236 14356 2618 2001 5180
"200884_at" 16228 4015 7619 2624 16792 8029 10256
"200885_at" 20619 7231 20179 5142 1414 3062 7882
"200886_s_at" 6715 18059 13779 15464 17440 4617 11458
"200887_s_at" 15535 7269 6319 19699 7802 4950 2059
"200888_s_at" 6280 7025 14351 4215 9106 9445 21269
"200889_s_at" 4073 4342 11146 16180 3581 3355 6819
"200890_s_at" 4373 3649 11694 18424 1899 8658 21711
"200891_s_at" 6470 10350 7185 4713 8205 4212 7294
"200892_s_at" 16944 7001 19544 19441 3156 3854 7380
"200893_at" 17569 16760 14735 16210 5593 5447 11721
"200894_s_at" 21868 3927 11563 6884 1166 4290 8898
"200895_s_at" 22134 5146 10197 2562 3636 189 2171
"200896_x_at" 20801 10472 12390 14406 17617 19813 11961
"200897_s_at" 18382 7894 10986 2875 4611 20468 7212
"200898_s_at" 2583 4363 3841 509 2753 2427 9326
"200899_s_at" 4358 16821 5370 5144 4011 9313 5784
"200900_s_at" 16417 2036 9384 2888 511 19759 6487
"200901_s_at" 17547 2838 2715 4087 7534 10308 8944
"200902_at" 14801 9622 19729 17047 3928 4034 6670
"200903_s_at" 17382 9968 19831 4909 939 2434 9666
"200904_at" 2202 7333 12657 1005 6557 1023 5288
"200905_x_at" 1758 3337 5942 5481 5196 8360 7717
"200906_s_at" 17458 2450 1693 2598 19749 2073 11209
"200907_s_at" 644 4172 8471 3134 2770 4511 7439
"200908_s_at" 2287 3855 3172 1837 22222 7163 9606
"200909_s_at" 9615 10236 20166 14844 7022 9541 20687
"200910_at" 20007 9488 14535 13976 1939 10475 11926
"200911_s_at" 3772 17925 6290 19966 17060 19378 8498
"200912_s_at" 16190 18754 19765 18749 8321 8026 4842
"200913_at" 19932 1367 4107 273 2617 20430 7249
"200914_x_at" 4448 10640 11840 4939 20115 1091 6096
"200915_x_at" 5897 17689 11931 19842 19244 5746 4185
"200916_at" 17416 7475 10657 3457 4833 8519 9937
"200917_s_at" 1179 4472 12316 19326 2903 13308 20725
"200918_s_at" 15963 11632 5253 3761 4134 4552 8385
"200919_at" 1510 19611 13831 20424 6735 5346 1787
"200920_s_at" 344 2899 7728 15137 1991 5073 9139
"200921_s_at" 395 3478 9681 15585 1676 8025 7924
"200922_at" 3269 9451 12604 20319 2330 3189 8703
"200923_at" 6307 907 4438 1805 8600 413 20667
"200924_s_at" 7103 703 5999 4897 1516 2087 5559
"200925_at" 5618 8275 14368 15209 7622 8798 11121
"200926_at" 9787 13167 16715 10686 13257 15549 21077
"200927_s_at" 15286 6427 14290 16375 220 4163 7815
"200928_s_at" 5564 21601 1262 8689 16234 13951 19159
"200929_at" 1751 7065 20787 6915 3026 9946 3661
"200930_s_at" 12323 20993 18946 11798 7088 16302 19109
"200931_s_at" 16645 19462 6648 14489 17189 2335 6280
"200932_s_at" 4849 18956 13237 15977 6201 20173 7884
"200933_x_at" 9739 13152 16673 10542 16815 9838 20320
"200934_at" 6464 20320 14378 16846 18958 2884 7618
"200935_at" 21479 8901 4702 2202 744 3497 9944
"200936_at" 6480 13153 16683 10582 7364 8370 20208
"200937_s_at" 6109 10783 14605 5600 2934 4522 12208
"200938_s_at" 9123 1084 17254 10177 9998 13314 14471
"200939_s_at" 10110 4179 868 1533 21987 20336 21850
"200940_s_at" 2722 7962 2536 4172 20225 20052 6914
"200941_at" 14550 11517 13773 17980 18944 8515 9583
"200942_s_at" 17814 5679 13267 20087 1552 7315 10584
"200943_at" 4438 19092 21360 15550 18362 4930 10223
"200944_s_at" 6040 18458 19919 14746 8780 19871 11703
"200945_s_at" 3930 8643 11357 6586 18269 5359 5653
"200946_x_at" 18292 2404 13141 17186 1145 7356 8889
"200947_s_at" 17923 5005 10156 17218 16874 1024 4010
"200948_at" 2856 5135 8194 15961 1052 1967 7910
"200949_x_at" 6947 7219 19567 4923 17756 20091 20243
"200950_at" 19788 7592 20520 14257 487 3103 11867
"200951_s_at" 21623 15087 17701 10147 11709 16562 15197
