"inst_2553" "inst_3412" "inst_3612" "inst_3714" "inst_4274" "inst_4736"
"1007_s_at" 1217 19430 6064 11717 10711 3038
"1053_at" 18043 18302 21048 11277 18865 19550
"117_at" 2856 6484 10017 5914 4686 6906
"121_at" 2308 19599 7663 2793 2992 12837
"1255_g_at" 8133 4272 12581 7102 6958 7486
"1294_at" 4051 8847 7450 2085 13100 1863
"1316_at" 21253 986 19126 1612 21267 4728
"1320_at" 8954 10957 5432 1710 9648 16632
"1405_i_at" 20184 10994 13033 8622 4251 11141
"1431_at" 17854 6208 1500 2710 15064 3475
"1438_at" 10506 518 4146 1481 10223 20240
"1487_at" 2893 20831 17854 15610 11344 2469
"1494_f_at" 19412 12880 20036 21455 16055 16934
"1598_g_at" 713 19611 4420 3958 11570 2557
"160020_at" 18181 5854 1192 14468 1975 2354
"1729_at" 19844 19472 8414 16040 18153 20253
"1773_at" 1595 669 21670 21739 11124 22000
"177_at" 975 11345 3858 6409 13603 5694
"179_at" 22194 13035 18211 15124 14195 16015
"1861_at" 16994 2308 21967 15052 14208 19680
"200000_s_at" 12307 14962 7421 21123 13865 12693
"200001_at" 16246 2952 7774 16725 10455 15396
"200002_at" 11819 12867 8816 2905 9884 6241
"200003_s_at" 6812 3032 10644 5572 4840 8297
"200004_at" 14250 12871 5388 9750 11621 4084
"200005_at" 14017 13232 8699 13163 12603 14096
"200006_at" 13118 12509 7308 10074 12010 5961
"200007_at" 12026 3656 6016 3329 11180 12778
"200008_s_at" 12269 16049 20164 20972 16115 20675
"200009_at" 12673 13556 14798 13755 14337 15350
"200010_at" 12584 14960 15995 9766 10654 5792
"200011_s_at" 15423 14427 4601 17066 9937 4652
"200012_x_at" 4424 1747 15096 2716 2260 15018
"200013_at" 15037 14781 18514 3838 9344 12526
"200014_s_at" 13537 13659 7104 15645 15700 17014
"200015_s_at" 14853 19120 3684 9942 16288 5906
"200016_x_at" 11349 14687 7563 9976 10028 12653
"200017_at" 6919 14422 10743 5659 4935 8465
"200018_at" 6907 2980 10734 5653 4931 5861
"200019_s_at" 17149 14919 16670 2885 9087 12515
"200020_at" 20098 20034 7000 18715 21143 14847
"200021_at" 11737 14495 10843 5752 5051 8621
"200022_at" 6826 3027 10661 9920 9674 6136
"200023_s_at" 16101 3365 15927 13701 14592 13083
"200024_at" 4297 2924 15391 3213 1996 5737
"200025_s_at" 6906 13716 10733 3096 10628 6194
"200026_at" 7029 14501 20361 3036 2409 13910
"200027_at" 14153 13028 2253 14286 17082 14766
"200028_s_at" 13124 3621 4129 10973 10146 14789
"200029_at" 6861 14808 18528 2979 3014 5983
"200030_s_at" 12833 3613 17297 9800 2415 13683
"200031_s_at" 6897 3513 10729 5644 4921 8434
"200032_s_at" 6921 3627 10746 3701 2855 5200
"200033_at" 15154 13619 14735 12909 10678 6263
"200034_s_at" 11889 12404 10648 2392 9402 5481
"200035_at" 15818 21549 9029 15412 1618 1698
"200036_s_at" 11941 15496 6630 10290 13618 14095
"200037_s_at" 16606 12420 7737 11243 18134 6306
"200038_s_at" 7004 14171 10816 10523 9033 5969
"200039_s_at" 11320 13449 6486 11269 12468 13647
"200040_at" 17400 17213 5335 12750 16880 5024
"200041_s_at" 14124 14028 16626 10687 10755 3787
"200042_at" 11765 2843 6529 12274 13253 14813
"200043_at" 19203 3806 5007 1067 2744 4076
"200044_at" 12757 15449 15411 11155 14427 5865
"200045_at" 14384 14657 6318 15296 12319 14033
"200046_at" 17151 13364 17768 15357 13962 18690
"200047_s_at" 15819 15816 4949 13777 19120 14647
"200048_s_at" 12455 12988 5876 13584 15149 5880
"200049_at" 4265 1647 21293 3220 15422 15074
"200050_at" 19536 14863 3526 13596 16392 14873
"200051_at" 20333 15198 14611 9765 12576 5165
"200052_s_at" 4139 15546 15533 13335 14089 16273
"200053_at" 12615 3442 21205 1037 11946 2027
"200054_at" 19167 13509 4484 12659 14871 5992
"200055_at" 3881 14062 5358 12431 13291 4870
"200056_s_at" 14846 13962 16783 15435 19735 14405
"200057_s_at" 13375 13987 5716 3362 9983 6292
"200058_s_at" 4696 18519 6121 11019 11846 4552
"200059_s_at" 11444 2972 19817 10895 10068 15169
"200060_s_at" 3975 16645 5531 9836 11158 5616
"200061_s_at" 6894 14551 10727 5643 4920 8433
"200062_s_at" 6797 2172 10632 5561 4824 8284
"200063_s_at" 6947 13915 10772 5683 4969 8516
"200064_at" 12454 14571 5737 11050 2393 14654
"200065_s_at" 12400 15076 18339 9936 2452 13320
"200066_at" 20284 2841 20235 14925 10076 16000
"200067_x_at" 12522 16331 20750 12696 17388 14765
"200068_s_at" 13907 13960 8952 12537 13368 12900
"200069_at" 16958 14971 19623 17106 19999 13661
"200070_at" 17497 20279 2872 1187 11387 16761
"200071_at" 19920 19834 16773 14548 20616 5825
"200072_s_at" 15420 16945 18106 13924 15316 15344
"200073_s_at" 18561 17388 2630 2808 15760 14359
"200074_s_at" 12156 13606 6342 2861 3049 15694
"200075_s_at" 12292 13280 15077 11251 12853 14867
"200076_s_at" 18940 18285 5755 11620 10201 18166
"200077_s_at" 13089 2944 14878 3144 3305 6108
"200078_s_at" 16006 12751 15888 18966 14651 16613
"200079_s_at" 11364 12602 4083 15632 16621 15205
"200080_s_at" 15429 12631 7930 2103 9706 14048
"200081_s_at" 12652 3174 19577 3108 10979 5636
"200082_s_at" 6935 2642 10762 9762 1409 6209
"200083_at" 16669 3217 3626 12911 17664 14711
"200084_at" 13344 17044 5857 10799 16365 13234
"200085_s_at" 11673 15790 6689 9901 9828 16253
"200086_s_at" 12592 13890 5093 12353 15597 15406
"200087_s_at" 18899 16981 18367 3691 13212 4557
"200088_x_at" 6806 12513 10641 9961 9232 8294
"200089_s_at" 13365 15510 17138 2812 13954 6105
"200090_at" 15999 17879 1522 17727 20021 17063
"200091_s_at" 15886 15340 10676 2010 9805 5447
"200092_s_at" 6953 16875 14827 3286 1621 12617
"200093_s_at" 13129 15324 7188 11409 14909 17290
"200094_s_at" 3266 13846 14844 15569 15257 5408
"200095_x_at" 7013 12462 10826 5745 5044 8607
"200096_s_at" 14720 13825 16567 17684 12333 14031
"200097_s_at" 15355 16400 8659 12899 15503 5628
"200098_s_at" 13613 15337 4413 11643 15716 13054
"200099_s_at" 6957 2522 10783 10618 9048 8536
"200593_s_at" 13645 16406 20891 10690 20468 19907
"200594_x_at" 15577 15617 14621 10983 13425 3845
"200595_s_at" 19306 18934 3261 3282 17494 3924
"200596_s_at" 17096 17881 1641 3742 15037 2518
"200597_at" 12114 19804 2247 12609 17252 17518
"200598_s_at" 18377 14947 17805 13202 19921 18310
"200599_s_at" 20784 19947 5209 3761 14425 5087
"200600_at" 4429 661 12086 3180 2053 14356
"200601_at" 14145 20027 21968 9756 12723 2482
"200602_at" 13054 2934 2593 2991 18214 2056
"200603_at" 16239 17562 16257 9692 16765 4720
"200604_s_at" 21528 3090 18988 20508 15017 19379
"200605_s_at" 4951 18556 16826 18178 18886 20024
"200606_at" 18380 19083 16558 20206 19262 16154
"200607_s_at" 20507 19127 16044 18655 18160 21204
"200608_s_at" 18230 17559 17514 3089 13851 3915
"200609_s_at" 5062 12730 5215 21227 17220 15410
"200610_s_at" 12661 15051 8202 3503 10371 5544
"200611_s_at" 11837 18380 8372 13743 16185 15056
"200612_s_at" 19588 20954 3798 17467 15282 17979
"200613_at" 14082 12377 7816 14454 2871 15279
"200614_at" 16406 14042 7032 10743 9959 6046
"200615_s_at" 3324 12553 17889 17086 11613 17600
"200616_s_at" 18347 16389 8338 17486 17449 18713
"200617_at" 12675 17216 8250 13330 12034 3312
"200618_at" 16357 13095 4755 13266 10139 2551
"200619_at" 17001 18854 16331 10231 11004 4142
"200620_at" 12501 3757 16214 14649 12482 13342
"200621_at" 17433 16236 15430 12744 12688 15412
