"inst_862" "inst_970"
"1007_s_at" 18192 4436
"1053_at" 2607 4268
"117_at" 14468 8148
"121_at" 526 2639
"1255_g_at" 10145 9474
"1294_at" 15590 8483
"1316_at" 11375 10172
"1320_at" 13120 12378
"1405_i_at" 14829 12181
"1431_at" 11419 14326
"1438_at" 1299 418
"1487_at" 17000 16381
"1494_f_at" 9098 7481
"1598_g_at" 6724 17258
"160020_at" 12879 2969
"1729_at" 16497 19483
"1773_at" 1610 21136
"177_at" 7804 12057
"179_at" 21017 243
"1861_at" 16693 19858
"200000_s_at" 6521 15218
"200001_at" 4016 16568
"200002_at" 16411 16356
"200003_s_at" 10511 5116
"200004_at" 17359 15631
"200005_at" 3718 16645
"200006_at" 6143 16882
"200007_at" 17625 16146
"200008_s_at" 5098 20000
"200009_at" 17123 17748
"200010_at" 5173 15466
"200011_s_at" 18697 4749
"200012_x_at" 6339 3355
"200013_at" 5293 5314
"200014_s_at" 18158 16460
"200015_s_at" 17695 15489
"200016_x_at" 6691 14951
"200017_at" 9984 5799
"200018_at" 5962 4980
"200019_s_at" 16209 2480
"200020_at" 16809 5656
"200021_at" 10384 2325
"200022_at" 17617 17117
"200023_s_at" 17083 16765
"200024_at" 17350 15684
"200025_s_at" 17386 15639
"200026_at" 4992 17341
"200027_at" 18711 16824
"200028_s_at" 17655 5073
"200029_at" 6321 4477
"200030_s_at" 17118 16845
"200031_s_at" 9965 5522
"200032_s_at" 10405 5103
"200033_at" 18903 18471
"200034_s_at" 17892 16555
"200035_at" 6126 2795
"200036_s_at" 2531 14927
"200037_s_at" 5765 16375
"200038_s_at" 17482 15804
"200039_s_at" 19293 19191
"200040_at" 5056 16608
"200041_s_at" 3848 3450
"200042_at" 16540 18537
"200043_at" 16188 19380
"200044_at" 18311 17511
"200045_at" 19526 3333
"200046_at" 19729 20238
"200047_s_at" 19077 15530
"200048_s_at" 6078 5715
"200049_at" 19621 2804
"200050_at" 2344 2899
"200051_at" 6412 3259
"200052_s_at" 19596 18522
"200053_at" 19046 18800
"200054_at" 16973 18469
"200055_at" 5669 4622
"200056_s_at" 19316 16006
"200057_s_at" 17830 5416
"200058_s_at" 5354 4365
"200059_s_at" 4874 16060
"200060_s_at" 21211 4112
"200061_s_at" 9847 4736
"200062_s_at" 9913 9606
"200063_s_at" 10341 17384
"200064_at" 6592 5124
"200065_s_at" 18773 5750
"200066_at" 1741 18019
"200067_x_at" 20926 19210
"200068_s_at" 4518 16314
"200069_at" 3372 1256
"200070_at" 22278 17658
"200071_at" 18888 17000
"200072_s_at" 4530 4588
"200073_s_at" 5961 16907
"200074_s_at" 16615 15529
"200075_s_at" 20399 4831
"200076_s_at" 17096 19436
"200077_s_at" 19812 16056
"200078_s_at" 4531 17352
"200079_s_at" 4958 4717
"200080_s_at" 4666 3274
"200081_s_at" 4295 15091
"200082_s_at" 17621 15569
"200083_at" 1783 3509
"200084_at" 19075 18659
"200085_s_at" 3627 4028
"200086_s_at" 17841 16085
"200087_s_at" 5802 16960
"200088_x_at" 10400 9412
"200089_s_at" 17168 15718
"200090_at" 1960 17535
"200091_s_at" 4855 16170
"200092_s_at" 6761 4408
"200093_s_at" 5179 17016
"200094_s_at" 19453 16520
"200095_x_at" 10550 4369
"200096_s_at" 16790 4236
"200097_s_at" 17229 18850
"200098_s_at" 6498 19151
"200099_s_at" 10088 16697
"200593_s_at" 2328 20435
"200594_x_at" 6580 15423
"200595_s_at" 5877 4138
"200596_s_at" 2055 5667
"200597_at" 17997 4624
"200598_s_at" 3435 21072
"200599_s_at" 5535 15902
"200600_at" 15712 13588
"200601_at" 21024 20113
"200602_at" 4830 21107
"200603_at" 19020 18216
"200604_s_at" 4858 21525
"200605_s_at" 21548 21850
"200606_at" 18790 17187
"200607_s_at" 4314 21633
"200608_s_at" 17691 15017
"200609_s_at" 21670 16770
"200610_s_at" 3940 3942
"200611_s_at" 16372 15312
"200612_s_at" 5947 1478
"200613_at" 18387 4135
"200614_at" 5025 16322
"200615_s_at" 20484 18596
"200616_s_at" 6535 18287
"200617_at" 5894 3411
"200618_at" 18473 20341
"200619_at" 17893 3244
"200620_at" 15984 17110
"200621_at" 3182 4024
"200622_x_at" 4916 16705
"200623_s_at" 16930 15010
"200624_s_at" 5996 19844
"200625_s_at" 20885 4150
"200626_s_at" 6851 19235
"200627_at" 6838 17332
"200628_s_at" 3120 21819
"200629_at" 4110 2845
"200630_x_at" 17729 15615
"200631_s_at" 5707 3708
"200632_s_at" 3873 20088
"200633_at" 9885 5346
"200634_at" 5055 15204
"200635_s_at" 18531 15157
"200636_s_at" 17966 3883
"200637_s_at" 20432 19676
"200638_s_at" 19790 17947
"200639_s_at" 17619 5119
"200640_at" 6894 5338
"200641_s_at" 5501 21260
"200642_at" 4165 18755
"200643_at" 4579 1157
"200644_at" 19241 16461
"200645_at" 17171 20438
"200646_s_at" 17667 17633
"200647_x_at" 5033 15036
"200648_s_at" 6830 21377
"200649_at" 6557 1113
"200650_s_at" 16266 4072
"200651_at" 6860 16724
"200652_at" 18558 17908
"200653_s_at" 20321 19614
"200654_at" 6718 3853
"200655_s_at" 4654 5536
"200656_s_at" 6055 18435
"200657_at" 17814 4568
"200658_s_at" 4488 17292
"200659_s_at" 21359 18860
"200660_at" 18521 15117
"200661_at" 19067 4446
"200662_s_at" 3987 16357
"200663_at" 18027 17070
"200664_s_at" 22197 16972
"200665_s_at" 15613 13227
"200666_s_at" 17058 3727
"200667_at" 2421 16677
"200668_s_at" 16889 15372
"200669_s_at" 20759 17797
"200670_at" 17700 18045
"200671_s_at" 22110 19745
"200672_x_at" 20595 18053
"200673_at" 6929 16773
"200674_s_at" 6420 2995
"200675_at" 6416 19779
"200676_s_at" 19913 17508
"200677_at" 18095 4621
"200678_x_at" 19630 4066
"200679_x_at" 16690 17881
"200680_x_at" 16268 5665
"200681_at" 20056 19063
"200682_s_at" 20034 19955
"200683_s_at" 17121 21433
"200684_s_at" 20935 18464
"200685_at" 3147 19549
"200686_s_at" 22196 18061
"200687_s_at" 6618 21286
"200688_at" 6810 16279
"200689_x_at" 20391 17616
"200690_at" 18629 18604
"200691_s_at" 18816 18621
"200692_s_at" 3631 18384
"200693_at" 17500 17844
"200694_s_at" 16784 5568
"200695_at" 19898 5547
"200696_s_at" 1685 1527
"200697_at" 2689 17298
"200698_at" 18180 19255
"200699_at" 17753 3371
"200700_s_at" 6807 4836
"200701_at" 2222 17229
"200702_s_at" 16630 20833
"200703_at" 16787 15610
"200704_at" 5993 3270
"200705_s_at" 18588 5779
"200706_s_at" 16942 18807
"200707_at" 16839 2053
"200708_at" 21659 3591
"200709_at" 2773 17528
"200710_at" 16361 643
"200711_s_at" 5855 19786
"200712_s_at" 6769 21294
"200713_s_at" 19477 17951
"200714_x_at" 17941 16306
"200715_x_at" 17598 5727
"200716_x_at" 16780 5660
"200717_x_at" 10393 15800
"200718_s_at" 17299 16516
"200719_at" 19637 20405
"200720_s_at" 18468 18836
"200721_s_at" 18134 16076
"200722_s_at" 18254 21562
"200723_s_at" 16742 19119
"200724_at" 15673 14633
"200725_x_at" 5090 5265
"200726_at" 16310 18901
"200727_s_at" 18911 21796
"200728_at" 2678 20025
"200729_s_at" 16773 20804
"200730_s_at" 6489 4981
"200731_s_at" 16045 17556
"200732_s_at" 6548 15336
"200733_s_at" 6276 16189
"200734_s_at" 5859 15103
"200735_x_at" 10552 3892
"200736_s_at" 7933 6708
"200737_at" 16112 19699
"200738_s_at" 5014 17006
"200739_s_at" 1731 19402
"200740_s_at" 16716 16138
"200741_s_at" 10328 4567
"200742_s_at" 5771 3086
"200743_s_at" 6729 3394
"200744_s_at" 6379 18326
"200745_s_at" 6335 20805
"200746_s_at" 1904 18164
"200747_s_at" 6083 2663
"200748_s_at" 5735 5152
"200749_at" 16320 17310
"200750_s_at" 4546 5336
"200751_s_at" 2325 20166
"200752_s_at" 16595 18848
"200753_x_at" 16446 19534
"200754_x_at" 6333 5417
"200755_s_at" 18096 20740
"200756_x_at" 16220 21707
"200757_s_at" 5021 4013
"200758_s_at" 2301 15593
"200759_x_at" 5164 2467
"200760_s_at" 17183 21297
"200761_s_at" 3369 18314
"200762_at" 16671 16154
"200763_s_at" 6246 5421
"200764_s_at" 1434 19533
"200765_x_at" 17074 4784
"200766_at" 18873 3183
"200767_s_at" 4824 18750
"200768_s_at" 3977 2227
"200769_s_at" 2266 21979
"200770_s_at" 18914 2080
"200771_at" 19440 17209
"200772_x_at" 4319 4273
"200773_x_at" 4779 5325
"200774_at" 6513 15121
"200775_s_at" 18323 14967
"200776_s_at" 18332 21332
"200777_s_at" 16261 16364
"200778_s_at" 21407 20416
"200779_at" 5608 15024
"200780_x_at" 5643 5206
"200781_s_at" 17342 4223
"200782_at" 16291 19625
"200783_s_at" 15986 20693
"200784_s_at" 9221 11009
"200785_s_at" 12326 6679
"200786_at" 3385 16472
"200787_s_at" 930 16315
"200788_s_at" 18345 4100
"200789_at" 5690 3340
"200790_at" 5697 18119
"200791_s_at" 18743 15395
"200792_at" 16072 5358
"200793_s_at" 5825 15108
"200794_x_at" 6450 16199
"200795_at" 1126 555
"200796_s_at" 6453 22249
"200797_s_at" 6750 15273
"200798_x_at" 20133 17549
"200799_at" 17130 18805
"200800_s_at" 17767 3794
"200801_x_at" 10576 9286
"200802_at" 5578 5151
