"inst_2204" "inst_3639" "inst_3742" "inst_4298" "inst_4764" "inst_6060"
"1007_s_at" 21196 12723 11786 4298 7356 4688
"1053_at" 2262 3982 2484 8672 17970 10591
"117_at" 10423 17113 1264 1253 10042 14480
"121_at" 22046 4209 14059 6878 21087 21461
"1255_g_at" 14529 13879 17773 15010 10794 13594
"1294_at" 3489 3696 179 1875 1222 20862
"1316_at" 18167 8671 13131 1158 16740 1660
"1320_at" 11455 7115 12842 810 4977 2919
"1405_i_at" 9710 14377 19226 14405 348 16678
"1431_at" 20101 8766 3392 5916 5926 21770
"1438_at" 17503 2557 10355 11967 7126 9019
"1487_at" 5164 8322 3571 5358 6444 4823
"1494_f_at" 20176 11657 20253 3424 21451 2036
"1598_g_at" 22233 20137 7167 2092 1455 19975
"160020_at" 3579 999 925 12079 21047 20009
"1729_at" 18970 1825 892 7387 6548 6752
"1773_at" 20161 12087 7003 9256 21647 12042
"177_at" 9703 2247 17932 19843 860 1456
"179_at" 22238 9448 7610 11657 4284 9727
"1861_at" 17820 4900 13467 18877 4192 9421
"200000_s_at" 10754 11006 10090 3611 9655 11220
"200001_at" 7603 10794 10312 20481 7148 8084
"200002_at" 9761 12997 13798 11197 17065 12547
"200003_s_at" 13097 15336 16368 15714 12458 15186
"200004_at" 8013 11881 12173 13665 17164 10813
"200005_at" 10978 9870 9687 7587 7146 10822
"200006_at" 8441 13189 14307 12223 17850 11616
"200007_at" 10710 12911 13841 11572 5198 20067
"200008_s_at" 19450 7929 5487 21788 17549 20599
"200009_at" 9390 12926 12599 8229 18666 12872
"200010_at" 13214 12702 13399 12945 10471 13353
"200011_s_at" 5385 10396 11530 10169 9011 11079
"200012_x_at" 9958 19846 20685 13420 10378 18892
"200013_at" 9379 13609 20346 13193 16988 13501
"200014_s_at" 18629 11885 13569 8295 5135 9168
"200015_s_at" 7321 10214 12068 9706 6155 10076
"200016_x_at" 13322 13121 14514 12417 17749 12880
"200017_at" 13062 15434 16452 15801 12605 15270
"200018_at" 13104 15422 16446 19263 17378 15264
"200019_s_at" 9588 12212 20245 12361 18759 19083
"200020_at" 2249 11436 9746 6089 7693 12336
"200021_at" 9209 15536 16538 15900 12744 15346
"200022_at" 13148 15350 12896 13698 16677 15199
"200023_s_at" 7388 9228 11413 4695 19487 12763
"200024_at" 10674 20454 20391 18794 17758 21307
"200025_s_at" 13335 15421 14075 8929 16768 19434
"200026_at" 13242 19385 14552 19473 9276 15348
"200027_at" 18375 10341 12570 10918 8026 9999
"200028_s_at" 19199 13645 9591 6324 5815 10217
"200029_at" 13165 19310 20818 19241 20143 10153
"200030_s_at" 10622 19731 20293 12789 16606 13432
"200031_s_at" 13077 15417 16437 15784 12574 15256
"200032_s_at" 13356 15436 20567 19250 19220 15271
"200033_at" 8128 10469 13269 19704 9246 19490
"200034_s_at" 10406 15340 20390 19969 19558 19406
"200035_at" 8144 12413 493 3860 4145 3055
"200036_s_at" 10190 13675 14065 13794 18377 13078
"200037_s_at" 7403 12821 11881 12250 10260 13114
"200038_s_at" 13169 15508 14590 18821 18978 15329
"200039_s_at" 8025 9973 11945 5760 18886 19118
"200040_at" 17856 12652 10036 9807 16655 11756
"200041_s_at" 5848 12806 10953 13700 18882 10114
"200042_at" 5875 5133 4317 8949 6958 11430
"200043_at" 2393 11432 10902 19974 7459 19141
"200044_at" 8623 10005 9999 19374 16840 9294
"200045_at" 17814 11747 10338 5827 6990 4862
