"inst_6564" "inst_6577"
"1007_s_at" 17383 5786
"1053_at" 19875 19448
"117_at" 8902 3055
"121_at" 19367 5769
"1255_g_at" 10701 12274
"1294_at" 11766 11416
"1316_at" 20652 17120
"1320_at" 14474 8204
"1405_i_at" 8792 13296
"1431_at" 13099 21020
"1438_at" 11256 6491
"1487_at" 4550 810
"1494_f_at" 20204 18303
"1598_g_at" 16577 3302
"160020_at" 20310 9928
"1729_at" 15618 16877
"1773_at" 13464 3025
"177_at" 14322 8926
"179_at" 10208 1592
"1861_at" 21788 19323
"200000_s_at" 20709 3287
"200001_at" 21677 7202
"200002_at" 17513 17827
"200003_s_at" 18763 6634
"200004_at" 4064 6927
"200005_at" 7095 2489
"200006_at" 4341 7483
"200007_at" 16805 6345
"200008_s_at" 22107 7797
"200009_at" 2524 3267
"200010_at" 4829 8351
"200011_s_at" 20335 6760
"200012_x_at" 6421 7123
"200013_at" 4334 16409
"200014_s_at" 3283 6356
"200015_s_at" 15282 4240
"200016_x_at" 15304 8263
"200017_at" 4863 16973
"200018_at" 4925 16890
"200019_s_at" 6030 6499
"200020_at" 3907 6199
"200021_at" 15547 17600
"200022_at" 20903 8151
"200023_s_at" 17547 6467
"200024_at" 18705 16827
"200025_s_at" 15096 17143
"200026_at" 6656 16684
"200027_at" 6567 4011
"200028_s_at" 4347 8009
"200029_at" 7083 8032
"200030_s_at" 16871 8039
"200031_s_at" 16525 17311
"200032_s_at" 2613 7862
"200033_at" 3382 16859
"200034_s_at" 4449 7744
"200035_at" 19436 7865
"200036_s_at" 17286 7900
"200037_s_at" 3598 7486
"200038_s_at" 18893 18285
"200039_s_at" 6125 4967
"200040_at" 2399 4623
"200041_s_at" 17745 8182
"200042_at" 15308 2435
"200043_at" 4506 19221
"200044_at" 15767 17249
"200045_at" 16931 3720
"200046_at" 16600 7975
"200047_s_at" 3168 5547
"200048_s_at" 5747 17472
"200049_at" 19995 1853
"200050_at" 1174 20661
"200051_at" 1449 4032
"200052_s_at" 17732 8300
"200053_at" 2891 21542
"200054_at" 6584 5686
"200055_at" 18159 4423
"200056_s_at" 2717 6973
"200057_s_at" 5236 5524
"200058_s_at" 6685 7657
"200059_s_at" 20380 16592
"200060_s_at" 1905 7664
"200061_s_at" 11013 17088
"200062_s_at" 10558 12138
"200063_s_at" 11301 8034
"200064_at" 3170 1767
"200065_s_at" 17560 4105
"200066_at" 4598 3598
"200067_x_at" 5426 4461
"200068_s_at" 7113 7953
"200069_at" 901 1126
"200070_at" 16615 2521
"200071_at" 1931 3076
"200072_s_at" 3462 5608
"200073_s_at" 4104 7852
"200074_s_at" 15338 8147
"200075_s_at" 6435 8186
"200076_s_at" 6611 5930
"200077_s_at" 6034 8415
"200078_s_at" 15228 6471
"200079_s_at" 4149 4311
"200080_s_at" 6242 17370
"200081_s_at" 17961 16512
"200082_s_at" 6771 8404
"200083_at" 4529 2005
"200084_at" 5492 6728
"200085_s_at" 18325 16419
"200086_s_at" 15297 7200
"200087_s_at" 2269 5715
"200088_x_at" 6822 16391
"200089_s_at" 5669 16984
"200090_at" 4439 5362
"200091_s_at" 6175 18063
"200092_s_at" 7144 17054
"200093_s_at" 15342 17212
"200094_s_at" 15473 6766
"200095_x_at" 11619 13174
"200096_s_at" 19421 20994
"200097_s_at" 4537 17848
"200098_s_at" 5485 17252
"200099_s_at" 16133 12919
"200593_s_at" 2169 4338
"200594_x_at" 3360 7073
"200595_s_at" 2230 4369
"200596_s_at" 681 2622
"200597_at" 1928 1890
"200598_s_at" 15445 3872
"200599_s_at" 3063 4273
"200600_at" 18057 10475
"200601_at" 17867 5855
"200602_at" 20712 1884
"200603_at" 6536 7547
"200604_s_at" 2648 3980
"200605_s_at" 19882 17220
"200606_at" 16845 6012
"200607_s_at" 21630 20402
"200608_s_at" 5314 17802
"200609_s_at" 19607 4200
"200610_s_at" 6843 4281
"200611_s_at" 18080 4628
"200612_s_at" 1372 2373
"200613_at" 19217 17885
"200614_at" 3004 6234
"200615_s_at" 19499 2607
"200616_s_at" 16571 16452
"200617_at" 15288 4720
"200618_at" 15231 7997
"200619_at" 5507 8118
"200620_at" 6780 8185
"200621_at" 20812 18071
"200622_x_at" 1975 16624
"200623_s_at" 5609 3353
"200624_s_at" 5347 19148
"200625_s_at" 2385 2286
"200626_s_at" 2255 5812
"200627_at" 2338 16543
"200628_s_at" 21101 21269
"200629_at" 2696 2077
"200630_x_at" 5014 17116
"200631_s_at" 4230 17953
"200632_s_at" 6645 835
"200633_at" 15522 6021
"200634_at" 19865 16818
"200635_s_at" 21744 19084
"200636_s_at" 2454 6249
"200637_s_at" 21947 21591
"200638_s_at" 5975 7989
"200639_s_at" 15738 4892
"200640_at" 20927 7225
"200641_s_at" 21716 18593
"200642_at" 5443 5708
"200643_at" 19274 3194
"200644_at" 20520 17372
"200645_at" 17636 17217
"200646_s_at" 21876 17094
"200647_x_at" 18261 6704
"200648_s_at" 359 16648
"200649_at" 18930 4183
"200650_s_at" 15191 17702
"200651_at" 20054 8198
"200652_at" 20189 3440
"200653_s_at" 2554 17973
"200654_at" 6616 6128
"200655_s_at" 16036 19523
"200656_s_at" 21938 16741
"200657_at" 6906 16591
"200658_s_at" 17709 7374
"200659_s_at" 4662 19354
"200660_at" 21832 8246
"200661_at" 17201 8548
"200662_s_at" 6032 3901
"200663_at" 6303 4956
"200664_s_at" 1353 64
"200665_s_at" 6813 11931
"200666_s_at" 931 1016
"200667_at" 15240 1859
"200668_s_at" 1972 4325
"200669_s_at" 4995 3371
"200670_at" 5825 20656
"200671_s_at" 20679 10353
"200672_x_at" 3956 20105
"200673_at" 6290 8399
"200674_s_at" 15578 7060
"200675_at" 19055 4602
"200676_s_at" 21432 22097
"200677_at" 4536 6192
"200678_x_at" 16033 5596
"200679_x_at" 6717 6562
"200680_x_at" 17404 17095
"200681_at" 17287 4525
"200682_s_at" 17018 7422
"200683_s_at" 16368 7646
"200684_s_at" 16744 17114
"200685_at" 6267 6902
"200686_s_at" 3831 3191
"200687_s_at" 3555 5829
"200688_at" 7118 4283
"200689_x_at" 18709 7998
"200690_at" 1081 4094
"200691_s_at" 3060 4860
"200692_s_at" 3176 6229
"200693_at" 18174 17457
"200694_s_at" 2329 5492
"200695_at" 17619 19722
"200696_s_at" 3212 4034
"200697_at" 17478 3833
"200698_at" 5069 4726
"200699_at" 3203 3984
"200700_s_at" 15754 8446
"200701_at" 6474 19026
"200702_s_at" 3210 3619
"200703_at" 3026 5762
"200704_at" 2434 2156
"200705_s_at" 6127 7025
"200706_s_at" 313 2163
"200707_at" 18055 4913
"200708_at" 2594 6564
"200709_at" 6881 7283
"200710_at" 17256 2245
"200711_s_at" 6878 16863
"200712_s_at" 4032 6028
"200713_s_at" 2645 5117
"200714_x_at" 16157 7853
"200715_x_at" 15432 17065
"200716_x_at" 3501 6943
"200717_x_at" 10999 12571
"200718_s_at" 4655 16507
"200719_at" 18942 6146
"200720_s_at" 5762 17443
"200721_s_at" 6008 8008
"200722_s_at" 21374 18808
"200723_s_at" 16645 8496
"200724_at" 13351 10493
"200725_x_at" 20767 18543
"200726_at" 4079 5542
"200727_s_at" 22228 17978
"200728_at" 16433 19597
"200729_s_at" 15707 4871
"200730_s_at" 20342 1972
"200731_s_at" 2480 103
"200732_s_at" 17316 1345
"200733_s_at" 15542 646
"200734_s_at" 20264 5546
"200735_x_at" 6882 17237
"200736_s_at" 18755 11973
"200737_at" 16854 5509
"200738_s_at" 6530 6793
"200739_s_at" 18991 19664
"200740_s_at" 18164 18193
"200741_s_at" 5910 12143
"200742_s_at" 19628 16748
"200743_s_at" 18927 5259
"200744_s_at" 17955 8429
"200745_s_at" 20475 6709
"200746_s_at" 7156 16846
"200747_s_at" 3527 19295
"200748_s_at" 3349 4375
"200749_at" 5521 6939
"200750_s_at" 6420 17591
"200751_s_at" 20488 19051
"200752_s_at" 17882 19866
"200753_x_at" 3584 19287
"200754_x_at" 1249 16815
"200755_s_at" 19215 18676
"200756_x_at" 18784 767
"200757_s_at" 4546 4940
"200758_s_at" 7058 2015
"200759_x_at" 2821 18501
"200760_s_at" 20248 20498
"200761_s_at" 16847 7545
"200762_at" 3706 19709
"200763_s_at" 16219 17278
"200764_s_at" 11419 6410
"200765_x_at" 14813 6343
"200766_at" 6308 20559
"200767_s_at" 21554 18418
"200768_s_at" 3492 6202
"200769_s_at" 237 16767
"200770_s_at" 16102 18296
"200771_at" 16589 1021
"200772_x_at" 1292 8155
"200773_x_at" 5438 8031
"200774_at" 6897 5838
"200775_s_at" 113 1528
"200776_s_at" 15613 18480
"200777_s_at" 3968 6132
"200778_s_at" 4617 5267
"200779_at" 2686 1187
"200780_x_at" 6740 7349
"200781_s_at" 15293 18000
"200782_at" 16468 18845
"200783_s_at" 17279 17361
"200784_s_at" 9518 10839
"200785_s_at" 3474 8575
"200786_at" 15915 6313
"200787_s_at" 19022 3555
"200788_s_at" 7106 6894
"200789_at" 6784 3153
"200790_at" 5902 5123
"200791_s_at" 5362 3262
"200792_at" 5812 5771
"200793_s_at" 21609 3038
"200794_x_at" 15771 18061
"200795_at" 11535 4648
"200796_s_at" 12107 1862
"200797_s_at" 1907 2233
"200798_x_at" 15444 578
"200799_at" 105 180
"200800_s_at" 2 19
"200801_x_at" 15642 12024
"200802_at" 18667 1927
"200803_s_at" 16956 5468
"200804_at" 15071 6160
"200805_at" 19627 5137
"200806_s_at" 7107 3342
"200807_s_at" 1390 4724
"200808_s_at" 21730 6121
"200809_x_at" 15866 8045
"200810_s_at" 7102 2315
"200811_at" 16207 281
"200812_at" 16341 5438
"200813_s_at" 1068 20524
"200814_at" 18953 17349
"200815_s_at" 722 4522
"200816_s_at" 1204 8366
"200817_x_at" 10482 12076
"200818_at" 16553 7386
"200819_s_at" 15126 7891
"200820_at" 15245 2357
"200821_at" 6213 20855
"200822_x_at" 16516 5684
"200823_x_at" 22037 16882
"200824_at" 20000 9445
"200825_s_at" 15320 2739
"200826_at" 16948 16740
"200827_at" 4758 4852
"200828_s_at" 16018 18472
"200829_x_at" 3013 4330
"200830_at" 6082 7467
"200831_s_at" 855 18745
"200832_s_at" 6017 16923
