"inst_1769" "inst_2762" "inst_5823"
"1007_s_at" 14244 17754 4030
"1053_at" 21913 19809 4561
"117_at" 13220 10281 10697
"121_at" 17806 795 18998
"1255_g_at" 3188 7227 10361
"1294_at" 17482 929 6329
"1316_at" 12455 21101 3819
"1320_at" 2304 9073 8055
"1405_i_at" 16125 7151 19658
"1431_at" 2611 7057 13455
"1438_at" 10248 14912 13689
"1487_at" 13809 17986 2251
"1494_f_at" 11992 2054 10131
"1598_g_at" 20221 1392 21774
"160020_at" 16566 16712 2576
"1729_at" 81 20808 22250
"1773_at" 11147 1876 21831
"177_at" 16552 9201 14300
"179_at" 12925 16398 9233
"1861_at" 3630 20422 3586
"200000_s_at" 19840 15292 19722
"200001_at" 17759 16032 15746
"200002_at" 15491 12435 16205
"200003_s_at" 12558 3534 16312
"200004_at" 19088 12936 17330
"200005_at" 17129 14764 2893
"200006_at" 20642 15815 6899
"200007_at" 17767 11803 5824
"200008_s_at" 21880 15306 1578
"200009_at" 15921 11943 15193
"200010_at" 17319 13024 16505
"200011_s_at" 19392 19201 4239
"200012_x_at" 471 2393 15909
"200013_at" 14216 14884 16295
"200014_s_at" 20673 12336 6536
"200015_s_at" 20369 18571 18839
"200016_x_at" 12958 10991 16834
"200017_at" 15702 11735 15588
"200018_at" 563 13886 17037
"200019_s_at" 15057 16638 6796
"200020_at" 18981 14546 17419
"200021_at" 13926 2595 7675
"200022_at" 12007 1683 2829
"200023_s_at" 12847 15113 16472
"200024_at" 18087 11887 7623
"200025_s_at" 11766 12143 6420
"200026_at" 532 3759 7700
"200027_at" 19135 15715 15420
"200028_s_at" 14484 15683 5709
"200029_at" 13256 1684 4839
"200030_s_at" 17152 11361 16618
"200031_s_at" 743 6336 16603
"200032_s_at" 642 6365 19269
"200033_at" 20566 17610 16173
"200034_s_at" 12987 3477 15801
"200035_at" 22086 2831 21174
"200036_s_at" 16318 12258 15590
"200037_s_at" 18468 14534 7655
"200038_s_at" 449 11062 15579
"200039_s_at" 19117 18879 17765
"200040_at" 18692 17076 16376
"200041_s_at" 15717 13814 17270
"200042_at" 17591 16588 6334
"200043_at" 18557 14836 20642
"200044_at" 18564 13154 18379
"200045_at" 15394 17162 15890
"200046_at" 20637 20654 16691
"200047_s_at" 20960 14119 7261
"200048_s_at" 16965 13679 17265
"200049_at" 13273 19102 2309
"200050_at" 20302 21147 4518
"200051_at" 13421 16747 18493
"200052_s_at" 19966 14575 16051
"200053_at" 13409 20850 3360
"200054_at" 15575 15036 6878
"200055_at" 12564 15571 17956
"200056_s_at" 21663 21169 7343
"200057_s_at" 16496 14289 6440
"200058_s_at" 14425 12732 20207
"200059_s_at" 21034 12849 15885
"200060_s_at" 17386 13568 20295
"200061_s_at" 934 6335 4539
"200062_s_at" 668 6201 6753
"200063_s_at" 11860 6417 20002
"200064_at" 18937 12173 5227
"200065_s_at" 20058 17087 6415
"200066_at" 14826 16554 19512
"200067_x_at" 18550 18923 17269
"200068_s_at" 20296 11857 16003
"200069_at" 21123 12286 16876
"200070_at" 16123 18878 21195
"200071_at" 21507 16547 18236
"200072_s_at" 17447 11709 15103
"200073_s_at" 20172 20744 18176
"200074_s_at" 18253 18439 6511
"200075_s_at" 17625 17669 5474
"200076_s_at" 14529 11976 6220
"200077_s_at" 15448 2992 16982
"200078_s_at" 16130 18376 4466
