"inst_3109" "inst_6488" "inst_7448"
"1007_s_at" 20775 9011 3967
"1053_at" 18560 20750 18615
"117_at" 4775 12096 12008
"121_at" 9393 20039 5754
"1255_g_at" 11388 14390 13136
"1294_at" 7829 1288 2138
"1316_at" 20274 2793 503
"1320_at" 12181 12499 12161
"1405_i_at" 4899 8753 10031
"1431_at" 1060 20190 8293
"1438_at" 7853 12043 17691
"1487_at" 2282 6800 1804
"1494_f_at" 21058 4589 15020
"1598_g_at" 6346 6905 19308
"160020_at" 9167 22237 13468
"1729_at" 381 20954 21316
"1773_at" 8521 17013 20295
"177_at" 5889 874 8181
"179_at" 1870 3946 47
"1861_at" 20152 20682 2293
"200000_s_at" 9240 7611 17995
"200001_at" 9021 18808 3073
"200002_at" 8787 5956 17667
"200003_s_at" 12648 8279 18060
"200004_at" 5861 7911 6358
"200005_at" 8469 18881 5314
"200006_at" 4719 7256 5302
"200007_at" 4799 8882 15857
"200008_s_at" 5281 20466 3867
"200009_at" 9811 5533 4966
"200010_at" 8059 5350 15670
"200011_s_at" 17755 9000 5105
"200012_x_at" 18995 18865 6740
"200013_at" 9213 6253 15817
"200014_s_at" 3908 6697 6283
"200015_s_at" 3055 4631 4371
"200016_x_at" 10251 9448 6857
"200017_at" 12784 6591 17440
"200018_at" 12768 9300 18182
"200019_s_at" 9217 17077 4657
"200020_at" 7745 7487 3081
"200021_at" 19553 11813 17259
"200022_at" 10197 16758 16282
"200023_s_at" 4078 16674 15852
"200024_at" 9671 7645 5962
"200025_s_at" 10022 8691 17164
"200026_at" 17271 9331 5991
"200027_at" 6826 5938 15354
"200028_s_at" 9230 16785 3593
"200029_at" 9994 8710 5394
"200030_s_at" 10014 16983 16276
"200031_s_at" 12755 9384 16915
"200032_s_at" 12789 7271 17198
"200033_at" 8480 7612 16472
"200034_s_at" 9139 6812 6627
"200035_at" 4372 4850 15952
"200036_s_at" 9365 9171 5421
"200037_s_at" 5557 7831 18181
"200038_s_at" 12896 8620 15700
"200039_s_at" 7105 6241 5712
"200040_at" 4833 5062 5624
"200041_s_at" 3739 8048 3832
"200042_at" 17628 6175 18423
"200043_at" 6494 3118 16997
"200044_at" 4184 8330 17795
"200045_at" 9447 17052 2340
"200046_at" 8826 19460 15906
"200047_s_at" 8784 7337 6290
"200048_s_at" 4407 5075 6134
"200049_at" 7364 4885 18237
"200050_at" 5873 5095 2513
"200051_at" 5909 9160 16729
"200052_s_at" 4436 9047 5017
"200053_at" 20582 5403 3633
"200054_at" 5954 8459 5770
"200055_at" 8454 16695 6349
