"inst_630" "inst_644" "inst_1598" "inst_3213" "inst_4614" "inst_5675"
"1007_s_at" 1235 18865 2607 3611 11405 15772
"1053_at" 3569 4063 3612 19429 10592 15675
"117_at" 11895 7569 10460 6761 10257 12351
"121_at" 16144 6562 17432 15930 17391 3659
"1255_g_at" 4713 5445 12075 822 7892 9139
"1294_at" 15385 1667 5659 18839 22063 20923
"1316_at" 3137 18730 5484 4045 22042 3029
"1320_at" 5229 5389 8813 466 8552 809
"1405_i_at" 8472 9951 18448 3246 21494 18298
"1431_at" 6301 10754 9581 1877 685 124
"1438_at" 4445 5372 13434 19033 21636 21815
"1487_at" 3327 16430 4423 2579 16358 4332
"1494_f_at" 719 4946 20240 203 3574 3202
"1598_g_at" 15270 6669 2167 4680 16247 19870
"160020_at" 885 2775 3344 14225 13743 15912
"1729_at" 21623 5069 2299 15739 15726 2037
"1773_at" 19395 3131 8508 16794 14998 5675
"177_at" 893 13259 4852 4523 1278 1659
"179_at" 381 7122 581 3385 21409 21636
"1861_at" 3474 17880 5832 19325 13681 18093
"200000_s_at" 18496 3998 17991 7358 14814 17676
"200001_at" 21215 2566 18386 6850 13254 5827
"200002_at" 3575 7145 5969 14202 2887 5536
"200003_s_at" 16178 6189 4598 9298 5486 14642
"200004_at" 17698 18653 3763 14266 12316 14005
"200005_at" 16590 16853 18800 6670 14832 16697
"200006_at" 18970 15800 20115 7246 10043 14335
"200007_at" 18712 6651 18246 16171 12982 16716
"200008_s_at" 16368 6528 19231 21442 16662 15107
"200009_at" 21317 2025 18238 15385 15602 13140
"200010_at" 2690 15896 17147 14972 12259 13583
"200011_s_at" 20321 2888 4626 6530 12926 15692
"200012_x_at" 1695 6789 17975 7234 2965 12550
"200013_at" 15349 19239 5303 16239 3825 15493
"200014_s_at" 20626 17165 19277 15098 12403 14379
"200015_s_at" 1069 2669 17207 6970 3771 14816
"200016_x_at" 19533 4974 5127 7109 10601 13941
"200017_at" 3429 3135 2588 9383 3231 6227
"200018_at" 3462 17159 17961 9375 3044 13525
"200019_s_at" 2422 15714 5531 14300 3099 6326
"200020_at" 17585 17870 18486 4403 12765 14395
"200021_at" 2200 5890 17820 9456 5622 8192
"200022_at" 16132 16252 4661 6868 10665 13433
"200023_s_at" 3554 7349 2950 6955 10297 14722
"200024_at" 19736 6491 4935 7021 3611 12822
"200025_s_at" 1187 6876 5516 15688 10329 14913
"200026_at" 2151 15764 19929 16110 3530 8194
"200027_at" 14797 16328 21365 6341 11517 6675
"200028_s_at" 14605 1940 21623 3754 15755 13128
"200029_at" 2098 16270 17095 7511 10262 5894
"200030_s_at" 14503 15604 5640 15331 10782 5777
"200031_s_at" 324 7625 5963 9368 5541 5426
