"inst_417" "inst_422" "inst_1010" "inst_1068" "inst_1171" "inst_1230" "inst_1486" "inst_1655" "inst_1905" "inst_1986" "inst_2690" "inst_4085" "inst_4164" "inst_4454" "inst_5227" "inst_5590" "inst_5916" "inst_5921" "inst_6189" "inst_6989"
"220364_at" 8672 9749 10005 7267 12024 12075 11481 14254 6017 11484 6190 15671 17545 12373 14124 1105 1264 7698 5212 9519
"220365_at" 13828 11211 11013 12054 7740 6331 2746 12753 12943 15712 13149 2921 2422 17311 7903 10687 11946 20066 13343 15215
"220366_at" 15196 3596 13268 12661 14160 20466 19483 14274 19327 20105 1898 1580 1605 20768 17245 4495 401 2118 1100 2885
"220367_s_at" 17213 16833 4979 16343 17290 14132 7719 18654 17066 17268 5121 12490 16020 7679 15395 17111 8073 14913 7948 5573
"220368_s_at" 17901 5419 17912 19819 3984 2159 8609 3382 769 4147 7464 15889 6957 6392 6036 12774 4940 20510 5956 16645
"220369_at" 11211 11158 332 204 571 1000 5114 3864 9143 13407 4996 13588 14200 20500 816 2731 1716 16738 6880 3415
"220370_s_at" 8453 8643 1347 176 17556 1547 18611 217 19413 3576 8243 3546 3848 513 3496 425 20826 4267 4975 1723
"220371_s_at" 17232 18403 2302 17292 19882 19754 20232 17207 21841 19046 21231 13576 18754 20935 21458 21498 4675 3294 20936 7802
"220372_at" 9648 9222 4637 9685 10179 17893 13401 1903 7487 8825 2663 1584 2734 18135 19592 12573 20918 5890 6 1554
"220373_at" 8515 13415 8506 7067 12167 7045 12242 7764 7284 6818 3905 10540 8261 9267 12550 10640 9602 11135 9525 9294
"220374_at" 455 234 1398 9106 20047 20579 14000 2932 7948 12499 7830 2340 17302 21004 14489 13295 1277 19836 20672 17086
"220375_s_at" 16372 1306 5153 7553 3012 265 21618 12073 4559 2460 7182 3098 1996 16074 19407 18383 4186 21597 1311 7133
"220376_at" 5071 14861 13900 8673 8186 8511 11543 6475 12399 15864 13703 8030 10647 13068 12508 9678 11486 11240 8506 12789
"220377_at" 10040 13227 12497 9384 9694 11122 12248 7496 10364 9984 12459 5832 12243 8872 13384 8817 4784 8749 11750 15717
"220378_at" 219 1119 13230 13531 15609 10196 14885 6768 2694 15456 13273 2907 10915 17671 11813 506 11180 21523 12133 9783
"220379_at" 21723 606 12329 12847 5258 7613 6238 16354 907 10908 14185 10032 21522 2277 12385 346 189 12084 17844 14821
"220380_at" 8533 15331 10998 12954 14876 12119 17061 2119 7887 12669 14679 1424 5480 6417 6580 7285 14014 2581 10090 15045
"220381_at" 7074 12885 12524 7970 12919 10030 12092 12630 782 7136 325 4375 9056 913 1522 10195 11963 358 9654 13274
"220382_s_at" 5135 13406 9252 10544 10728 3311 11770 9755 13877 14076 10750 14222 7910 345 7189 7918 10531 8801 9179 4531
"220383_at" 11604 8649 9857 6646 14606 8691 5752 5999 5925 14365 10889 5450 11732 10682 10776 1854 10736 8126 11991 14447
"220384_at" 8058 12717 13068 7163 15416 9808 11084 6431 9950 9832 851 3293 10468 6677 11823 9746 19687 7481 806 15136
"220385_at" 9000 11249 11916 11064 10707 10185 13144 9692 10560 10123 11475 7496 9206 10120 9199 8541 12271 7793 10347 14293
"220386_s_at" 15797 18667 20695 20900 5614 21879 21281 15057 11316 8971 21576 15854 20513 21644 19504 18200 6748 13364 6702 21621
"220387_s_at" 7976 12905 1585 5307 16436 20419 20842 18040 15396 6873 1842 2380 6087 14244 18714 19568 17264 12628 2459 7414
"220388_at" 7831 9596 14126 12575 8244 8785 13910 6651 6632 9409 11437 827 9078 11592 12011 9194 1629 7771 5632 13847
"220389_at" 13219 19682 11280 15410 15611 11600 10803 6307 8545 7879 2214 8735 12039 10708 10292 6113 9426 7458 13748 15336
"220390_at" 19007 9882 4046 9962 13670 8086 12541 8156 8981 13803 11348 11432 2325 3157 11190 12603 3462 725 12721 12521
"220391_at" 9677 10915 21128 876 5332 21600 5910 14817 9377 7541 7819 13985 12771 3029 14544 15959 8231 357 666 2099
"220392_at" 4910 9565 14673 6457 9432 6065 17418 14321 15217 14670 1000 491 10775 2391 8062 6739 10629 21045 8616 2209
"220393_at" 7794 15735 8320 7637 10305 5969 15696 7218 12655 6436 11123 8363 1198 1852 9736 10717 8226 7845 20895 8573
"220394_at" 7656 15225 8159 12303 10356 6386 16852 12933 12597 13917 943 11562 8681 9098 5198 10789 2486 7345 10473 6403
"220395_at" 2983 563 7053 15279 9878 19228 1030 4414 21472 2491 21520 21146 3207 20144 2926 21839 21951 21701 776 4374
"220396_at" 7243 13284 14183 15612 15163 11722 17032 11534 13006 13498 692 14133 8847 9952 8373 291 12524 8764 11868 4013
"220397_at" 10749 13950 22003 870 2841 21539 21878 21773 14594 19224 19903 21362 20921 15408 19006 20463 16077 17016 21873 21819
"220398_at" 2788 16919 14805 7428 9020 10387 17789 913 4824 18140 1837 17152 21762 10635 1134 13497 20614 11435 1124 2034
"220399_at" 17106 10195 21633 16357 1015 905 9262 1276 7168 13960 1259 11350 21194 7219 18956 22075 7788 16132 4610 20547
"220400_at" 16842 13515 14784 1369 5969 12454 11977 11659 9927 13767 1734 8054 2679 12263 10377 20482 2314 9799 3445 14673
"220401_at" 10778 8986 2797 4466 9437 13410 16493 8883 13022 12091 970 19166 3673 17579 1031 20882 1180 1003 21014 2119
"220402_at" 8326 8881 6584 12530 14772 6278 12386 12058 8001 9086 13729 9547 8478 12580 12999 3363 13809 10660 10779 13364
"220403_s_at" 8833 15673 11195 15648 12669 11037 15913 13769 10105 11526 10795 9349 10076 11334 12406 262 12304 3539 3501 8023
"220404_at" 18798 5461 8254 11032 11451 7630 15264 11717 3237 10535 15132 9409 8451 11220 3027 8746 12705 7560 12526 9751
"220405_at" 2080 13328 6430 15902 15222 5095 13712 4385 8624 11164 5523 12981 5608 18035 548 2747 2968 1287 1178 9521
"220406_at" 15813 4395 7299 14281 8396 15676 11046 7332 10949 13477 9328 18883 8664 346 7853 9913 14130 13434 10243 13998
"220407_s_at" 18521 739 14277 8334 11760 50 3334 13538 1624 6626 14541 2740 22128 31 3236 17811 22275 1786 11313 14775
"220408_x_at" 646 3770 3654 5018 5236 21031 1242 1908 5537 21512 4244 4594 17430 3530 4415 18690 15032 15153 6130 3175
"220409_at" 5213 14136 9822 8154 15792 5709 12811 7480 10727 11595 4106 13086 1166 14912 17264 17599 17546 465 20560 784
"220410_s_at" 17457 11287 16179 14124 2552 6915 12631 10696 8323 16347 18545 1320 4870 3425 10096 21697 6947 5943 3925 15885
"220411_x_at" 21522 3417 15992 8026 16276 11157 9178 907 7852 20366 19737 818 941 14487 18898 3296 17078 10331 21387 10192
"220412_x_at" 8268 13334 6094 11920 8744 5932 14370 10088 8795 14880 5872 7928 11442 8756 9465 9312 11086 7965 12830 11447
"220413_at" 9380 885 7900 13774 11099 7578 12980 11283 197 5979 12541 14086 5387 13364 10384 6289 12534 8041 10343 12342
"220414_at" 4836 10703 13769 6001 11097 11137 14426 871 5795 9897 11812 7221 5175 10056 13450 19270 12313 9314 12397 15322
"220415_at" 14771 13901 12267 9645 14354 11608 14425 11538 6643 11676 12039 7322 11537 8836 11001 8763 9274 2708 10305 11165
"220416_at" 6667 8358 5858 11599 2185 6183 11732 11337 11220 17356 17462 8641 12473 8427 9969 6464 14474 9753 5415 11316
"220417_s_at" 14604 3302 5041 3137 21989 15258 6724 5163 3896 21205 18829 4821 18276 18768 20690 16148 5045 5597 17373 19142
"220418_at" 7360 15648 11910 6296 8678 6798 11489 8848 9902 9620 2063 352 11124 13398 12557 10697 8384 11836 13840 13926
"220419_s_at" 1230 20417 3369 4051 3387 14496 4469 3358 4923 3778 17798 12561 13354 5958 5171 14555 8596 4846 14468 6758
"220420_at" 7294 10442 9507 10831 14593 9917 16299 12796 11917 14063 14251 5502 10913 10028 9633 7895 19879 12312 8358 14325
"220421_at" 6668 13831 13753 8232 13824 11114 16357 11001 13568 11990 5512 4979 12293 9037 4156 9791 1364 10665 8499 13649
"220422_at" 12314 16891 11720 11510 14819 7240 14477 10068 7884 8580 11223 7423 1735 9798 2013 6190 1265 8857 2699 8080
"220423_at" 7524 11007 6307 8878 10965 6815 15831 11368 7208 8418 12716 8182 8776 9631 9917 7613 12888 9629 10799 10982
"220424_at" 17784 9542 13257 7900 12068 740 17063 6837 6424 13968 14917 3670 5201 595 2715 1472 2884 9313 13817 15828
"220425_x_at" 15126 14495 9225 14812 10570 7196 11642 5979 2693 12457 14385 6081 4340 12265 12907 6230 10419 10403 11461 9580
"220426_at" 14433 18896 11462 11667 13347 998 16113 13507 12659 15345 14915 281 12480 16518 6821 9090 17924 15101 7106 8269
"220427_at" 8227 9305 7196 12804 8033 9015 12379 6320 13379 14789 18078 1862 6411 15584 9836 1069 7387 21520 8110 16322
"220428_at" 2681 3459 12066 6683 9594 12233 17134 11633 9342 15553 8961 2223 1563 10522 13401 7434 11213 10941 13111 9939
"220429_at" 14426 6176 11693 6095 15652 10986 17713 13433 8900 8669 1963 9520 8950 11324 4983 6316 13658 8572 13906 14668
"220430_at" 397 21273 13493 6013 13440 12335 16916 13642 6657 12505 4712 6300 12633 11938 12145 5461 10084 7429 14080 9651
"220431_at" 11424 8713 11293 7188 9180 12205 16791 7943 6532 14821 10482 681 8990 11501 7475 6573 9250 11042 10183 12216
"220432_s_at" 10113 15045 14703 6402 15312 16794 10704 6802 9658 11937 21878 11576 2071 15183 13319 5958 13399 13226 9372 9817
"220433_at" 21386 7705 11508 10239 10122 10090 12346 12368 11155 7454 11466 7123 10239 11320 8209 9207 10201 9616 11560 8428
"220434_at" 11458 15392 6724 7881 10616 8037 9051 2795 13253 14222 14311 12035 3398 19531 18487 1550 21947 340 2101 13584
"220435_at" 8949 8891 8607 13816 13498 10608 10671 6939 8685 15172 12022 9544 3391 13140 13302 11440 13451 8626 13694 8175
"220436_at" 17582 5340 13718 10725 9003 21621 17131 13923 7762 14314 15634 3249 12411 20523 7111 11498 12913 6107 7055 14238
"220437_at" 11003 10381 10659 6454 15454 8714 15336 12808 10579 13588 989 8027 11382 12424 7889 9829 10715 11333 13672 9381
"220438_at" 4296 13761 7148 9914 3050 1671 13336 13440 9411 12094 19437 4928 14983 20644 5960 19380 7897 20170 2546 137
"220439_at" 18257 2451 10430 7124 19309 14921 12731 4072 14235 20773 9334 1223 12901 17194 20314 2581 18810 294 21294 9858
"220440_at" 21554 20526 10236 10666 11186 8281 14853 10177 14563 6983 11923 6970 9638 9972 10702 7204 11742 9711 9109 8515
"220441_at" 12081 7259 19761 22226 8307 18092 5272 5004 15763 6160 12827 21259 15565 15436 19778 16597 17764 18528 13004 18975
"220442_at" 12670 20318 15631 1431 14317 15289 20351 1113 13765 16030 3980 22166 20026 15416 15458 2051 269 22090 21346 3633
"220443_s_at" 1000 18685 1828 2677 13129 6270 19025 4002 8201 16085 7004 8359 3894 8817 15829 1500 21422 7509 12567 21838
"220444_at" 6921 10717 4587 1977 20750 1964 21860 17283 8978 20795 6149 17314 15192 482 5876 18989 8575 16224 17599 4898
"220445_s_at" 8088 12646 13892 2959 12099 10421 11042 6669 10051 9891 3698 3507 12096 11411 8479 1449 12737 14816 10283 15866
"220446_s_at" 19797 21068 6648 13586 14045 11455 10083 14468 20662 5376 4197 13103 20670 14708 604 2760 2885 17813 20784 9372
"220447_at" 8059 9932 8706 10607 11366 6465 15356 12197 6325 10342 11649 5981 7763 10538 7345 7335 18234 11114 11185 10468
"220448_at" 8417 9853 13147 12799 8469 10970 20225 14850 10508 11243 20953 4741 2854 643 18564 21519 435 1250 14114 20651
"220449_at" 20679 22238 12534 12839 11820 10562 11469 13250 7369 8533 11895 8962 3305 1622 12084 11455 21864 10201 15272 4203
"220450_at" 5526 8665 7142 6726 8625 9188 5965 14371 6504 15805 13801 1651 322 9283 10046 4935 1936 11117 12255 9871
"220451_s_at" 1854 2669 9606 7660 11922 10821 9439 8853 8374 10831 14008 9555 21714 18386 4150 16695 19067 16671 8508 10183
"220452_x_at" 3715 17493 1720 2064 3206 1114 22228 21413 18357 3918 3967 13947 901 18471 17097 15716 3759 19873 19053 222
"220453_at" 17125 7737 11701 13954 495 187 6455 13400 11325 14738 17855 17101 14085 21952 10031 17328 20423 2441 20549 7978
"220454_s_at" 14840 1796 11697 13567 11534 6369 16325 7033 13435 3643 11291 11932 13183 11547 4888 10138 9725 9759 11663 14550
"220455_at" 9307 11798 10840 13666 11636 11303 10735 10618 7722 9398 14745 9075 10168 9501 7224 5867 10160 12957 9606 11648
"220456_at" 7736 14494 8400 7718 15478 2535 17540 11485 12669 7212 852 4343 1516 21832 183 651 21736 21947 11645 41
"220457_at" 7028 13287 13080 14334 12305 11389 17502 9308 9133 11089 15243 9656 10442 4648 8857 6161 10845 12404 13399 11410
"220458_at" 1860 20949 21582 3946 1426 18543 2450 5074 9332 5295 10094 17537 2226 6424 6046 13974 20254 21277 1016 22118
"220459_at" 12379 6126 2250 20543 22238 20755 2521 2656 20655 402 21077 19495 6167 4914 14385 11893 4589 2472 21154 3817
"220460_at" 2036 14227 10336 14450 8716 11120 2158 8224 7866 14333 14755 9673 2252 4458 10270 197 6011 4052 14365 12393
"220461_at" 10423 14391 7866 11377 11465 7473 13506 9506 9990 9681 10802 7263 10061 11089 9265 7535 11560 7102 9871 8366
"220462_at" 6780 12413 12328 12077 7802 21349 12640 12397 14548 10293 10769 21232 11543 20917 12683 6177 13784 16170 12824 10765
"220463_at" 15191 21311 11388 8360 14793 8696 16360 7747 1719 2807 10890 10369 20511 19337 8002 1136 9495 20823 14020 8871
"220464_at" 8309 15270 4904 7212 8874 7502 12206 20832 6775 6057 1224 8267 15901 10454 17731 22141 21549 11305 9452 15248
"220465_at" 2167 657 5264 13185 1539 4986 21879 19863 159 1074 21841 10616 21638 16372 21970 2140 7806 20378 2125 21791
"220466_at" 15278 16712 21011 22190 5452 21592 20992 20739 21477 16657 20235 19945 20290 20979 21157 19642 19047 20463 5559 22171
"220467_at" 14607 3561 10872 13889 4203 1935 21099 8965 596 20867 8301 11153 125 8439 6395 21883 2289 14531 3844 16876
"220468_at" 5655 12783 6053 8835 12181 19798 16015 9302 7861 11880 13065 3096 8597 143 8410 6373 3809 360 8385 3992
"220469_at" 11509 9767 9826 6226 13316 5927 11535 6419 6642 10565 709 828 10536 282 11945 10266 18124 21886 21382 7960
"220470_at" 10962 8930 11005 14127 13089 2657 17935 11042 14463 13417 14865 11961 21048 6866 11923 9333 12942 780 3341 13814
"220471_s_at" 3273 13190 13284 10624 12364 6910 13656 8994 8126 13211 11551 6902 9480 754 8934 10605 10212 11409 11829 8317
"220472_at" 6682 9907 12239 7336 8650 11413 12950 9254 10275 14873 3705 9486 8742 13534 7253 10548 11567 11066 5537 14730
"220473_s_at" 15358 8512 9697 9862 933 10607 11995 5699 7972 12050 3022 15299 21712 3645 19248 2222 21878 7231 5630 1957
"220474_at" 9631 10293 16116 9970 7916 19288 22245 9998 11888 6978 11434 737 17314 2600 16992 1730 18426 3830 10517 16877
"220475_at" 4106 21704 10420 12246 4978 12750 13316 14182 19797 21363 17839 4966 12500 12064 7711 11472 6241 10071 20825 12370
"220476_s_at" 17289 15610 8084 15054 15827 9660 21797 12506 7751 15691 12702 17246 21523 17409 226 19101 21844 11640 11834 14627
"220477_s_at" 14788 2879 17606 5514 17608 18553 18161 16345 19918 17567 7973 16081 14628 16618 2798 2004 5835 21928 18433 19121
"220478_at" 8300 11155 11049 10712 13777 6012 16385 11267 9542 11594 13571 8594 7741 8874 7195 8737 13938 7148 11414 8503
"220479_at" 11411 11714 10454 5858 15257 4898 11503 11145 6605 13999 4041 16766 11043 13157 8564 10416 503 11271 13187 14656
"220480_at" 11126 9897 9126 11163 13493 8362 13071 9563 10846 14759 14954 6846 8355 10317 9603 8061 10132 9987 12639 11910
"220481_at" 8204 8399 7670 7139 13388 8659 14154 6786 9515 7160 4999 99 4643 13844 9001 11297 20376 9077 2830 15279
"220482_s_at" 7879 14098 7901 16192 2859 19583 13676 10523 14275 2134 9094 972 2788 4172 3394 3369 16 20770 2842 762
"220483_s_at" 1853 9645 2967 16536 1499 2648 18825 3019 9678 6649 7258 10818 1696 14760 3061 18851 582 16779 431 20364
"220484_at" 3824 9769 1222 5186 7668 7914 6487 4590 5742 5963 595 21303 3496 3409 1406 1355 2680 13132 13296 2935
"220485_s_at" 10456 8591 8639 8592 13705 8153 11253 10779 13495 8528 12822 6003 9997 3868 11726 9734 12128 9306 13209 13211
"220486_x_at" 19381 3637 19090 22091 6922 2415 9717 21905 21480 3818 9780 17419 21537 20868 21342 20766 19019 18679 7272 21259
"220487_at" 8105 12624 6565 6432 13272 8354 16270 7889 10571 9905 11528 4959 9293 10183 10848 8493 14082 11581 12879 10809
"220488_s_at" 1165 7339 16371 16703 10370 18247 8351 16548 16474 9046 8435 11772 14408 16477 18995 5396 14189 17598 21960 20021
"220489_s_at" 11360 16161 10127 8852 14093 7706 14109 7948 11798 7387 5750 21477 1242 779 3028 8920 681 8768 9611 15024
"220490_at" 15989 14691 7510 9810 15347 9565 12253 9989 15140 5738 1316 20588 7230 12585 12306 195 13530 8453 13727 1282
"220491_at" 19709 7171 18962 411 18556 5714 570 8782 8031 14675 7745 18032 21925 19756 330 3252 2206 15398 554 1330
"220492_s_at" 5949 10716 13615 5082 11168 6298 13778 11352 6342 10072 571 3233 8769 12303 13512 6104 3272 11749 12890 12811
"220493_at" 11631 14104 11880 8582 13269 3309 7626 12583 11208 7330 2936 1629 708 10649 13377 13263 16675 1708 9352 2126
"220494_s_at" 3547 6413 20025 20116 5461 4813 3777 1423 245 670 16384 15136 18442 20801 22043 2152 5871 16397 2701 4069
"220495_s_at" 15038 211 5089 4883 6696 17984 7137 1763 1992 248 4214 13419 12926 7729 4238 11919 7535 4940 3705 6482
"220496_at" 17880 537 9814 9290 10257 10753 17363 11479 13836 16031 14080 8431 8986 12199 10418 7191 10356 11706 9184 8028
"220497_at" 5315 14204 6317 14105 14840 19559 17910 14059 7009 7652 13391 21778 10042 14278 13263 5983 12298 1653 9228 15149
"220498_at" 4997 8528 12053 14336 13447 10733 11468 9837 6650 11197 12841 8310 10563 12717 12803 8458 9318 10892 8602 10859
"220499_at" 10742 14757 9984 8674 12901 8095 12247 13580 9802 7137 11977 5704 11427 11340 7906 10402 10761 7421 12171 10394
"220500_s_at" 13638 19359 21594 21549 16541 19465 20004 20280 7100 20137 7965 17487 20552 22153 13863 17221 19343 20926 17163 19105
"220501_at" 7110 14767 8182 11031 10790 9610 13184 9521 13075 10143 12173 8296 10049 9664 10774 6555 12847 9062 12247 12439
"220502_s_at" 5670 11112 10565 9489 14445 6138 10088 13479 8088 9260 11667 8625 2129 13226 10430 7141 2895 9896 9563 14629
"220503_at" 5602 13672 14190 12154 7702 7910 12922 5997 5748 9537 9613 9588 483 12030 12721 9525 15800 11783 13608 7919
"220504_at" 10123 9274 12806 15242 10068 11845 17605 13605 5941 16074 15356 7517 427 5441 12400 4749 2983 21854 13639 12552
"220505_at" 8836 10268 8240 14500 13242 10899 11488 6515 12431 12962 15038 6743 10754 12765 10933 10813 9641 11516 11768 13257
"220506_at" 7325 9657 4854 12170 11866 4736 19276 132 10309 9750 21149 240 12752 21127 4141 2785 677 20254 19657 1314
"220507_s_at" 9254 13847 12224 12653 4083 12016 17203 10807 11128 14380 4531 7373 12245 11275 10217 9826 9398 10927 5433 13133
"220508_at" 8918 9276 11567 6154 15705 7935 14762 13485 6803 13574 14853 11200 18532 425 2536 11501 594 10060 14658 12673
"220509_at" 3742 13781 10690 12956 2141 13403 17748 6977 7564 8581 4709 1342 3073 13451 18269 21622 4823 5027 20320 16311
"220510_at" 9241 14949 14537 9963 13093 11105 16961 8610 13846 13972 12482 8851 22173 12137 9100 21037 17173 11394 11274 1242
"220511_s_at" 17831 19769 13832 12446 13007 2708 18103 15654 7770 20331 20319 7652 1703 3691 16054 21585 22130 16916 19902 17414
"220512_at" 7497 16146 9832 9792 10577 10319 8650 5141 11927 7719 20894 13623 21353 17816 418 1112 21859 8703 4748 16106
"220513_at" 6382 12191 6358 15464 13411 12887 11275 12385 11163 9578 4895 4575 11718 11017 7809 11239 7263 10760 10105 8004
"220514_at" 7258 11415 6581 6630 11551 10303 11515 14222 9290 11324 12452 6041 7964 11488 12831 231 10309 7641 13237 11929
"220515_at" 5927 13308 8535 13314 9150 8327 13620 13681 7534 12112 10728 7850 12663 13613 12303 10120 9652 11244 9017 15435
"220516_at" 9317 14375 2912 8600 13835 10480 684 3856 15313 5869 11256 21857 17876 5517 928 19680 4726 1248 13386 13560
"220517_at" 8213 17559 12080 13072 11823 12541 12426 7240 9043 8386 15117 8997 3601 1096 1275 2302 2890 8730 3078 9292
"220518_at" 9485 11977 9719 8473 7095 4545 3703 652 5933 10350 1335 4313 988 21715 1041 21180 20574 4084 14638 10199
"220519_s_at" 15678 13455 9047 6727 8760 6199 12864 13084 9509 16147 14504 9472 4712 2273 5993 16350 13550 12252 1696 12311
"220520_s_at" 6666 9009 1573 21580 12442 21073 6668 4267 15325 5825 10576 17853 21565 5576 5354 18756 21491 5802 12820 7822
"220521_s_at" 9118 15451 19728 15318 20747 21184 2960 583 13260 15998 18413 11440 3927 21457 1109 3630 6912 13182 7893 20997
"220522_at" 19830 1697 10765 13760 13834 6854 14927 13871 13781 7277 14550 5224 11589 13810 12916 8169 10102 18623 8587 9226
"220523_at" 10553 14587 13633 13363 15193 11202 13554 9731 15063 11180 14043 5332 8307 9790 6483 9781 1346 12302 6754 11538
