"inst_283" "inst_917" "inst_2499" "inst_2859" "inst_4264" "inst_4846"
"1007_s_at" 7425 18279 1387 6734 11129 15037
"1053_at" 9621 18960 2877 16031 4979 20312
"117_at" 21725 12505 6571 9276 2274 3893
"121_at" 19426 17674 5550 6389 5882 4385
"1255_g_at" 5125 11021 11274 11315 15439 5459
"1294_at" 8662 1289 7517 5293 2771 796
"1316_at" 5213 12349 17656 5077 8299 18044
"1320_at" 2075 2670 10668 16001 2293 9560
"1405_i_at" 14364 855 9708 9729 126 1142
"1431_at" 18872 5957 2519 17499 6516 10540
"1438_at" 3973 920 942 22097 5506 14848
"1487_at" 17163 20344 7648 4674 6414 3116
"1494_f_at" 21661 8661 19542 10668 2084 19173
"1598_g_at" 4551 20620 21045 20041 8035 3925
"160020_at" 18304 2169 598 18093 6316 192
"1729_at" 647 2179 21850 20226 11560 13031
"1773_at" 1014 6193 6485 7105 3682 1871
"177_at" 14664 1536 21740 14744 448 14865
"179_at" 17901 17589 2528 17936 8880 14970
"1861_at" 20730 2598 20514 17149 10505 12638
"200000_s_at" 1861 17160 17423 8551 11204 4442
"200001_at" 3142 18989 5564 5778 7769 17412
"200002_at" 20038 5191 9888 16451 11666 4404
"200003_s_at" 19597 11159 12658 16175 14391 12987
"200004_at" 6845 6882 10221 17267 11210 18101
"200005_at" 3240 5371 7867 5359 7582 4868
"200006_at" 17517 17096 9630 7983 11316 12271
"200007_at" 9524 6385 10608 4138 12666 12878
"200008_s_at" 5819 1748 6102 18658 19003 19110
"200009_at" 6516 5080 5492 19616 18532 14206
"200010_at" 17640 6137 12662 16952 7745 14716
"200011_s_at" 780 5389 18937 6146 9524 15555
"200012_x_at" 19745 10407 17179 16139 12970 3722
"200013_at" 19690 6311 12577 17278 12600 12726
"200014_s_at" 8003 5574 7282 7373 18747 4883
"200015_s_at" 16825 17415 8862 16650 10585 16345
"200016_x_at" 18652 10823 12575 6754 18120 4276
"200017_at" 17623 11231 12798 8252 14440 4353
"200018_at" 16221 7061 12782 7567 14437 12414
"200019_s_at" 20073 19143 12746 5574 9806 3292
"200020_at" 4383 4708 19605 19013 7121 15676
"200021_at" 8495 10725 17939 17446 14485 7280
"200022_at" 20499 10868 12682 7919 17404 12265
"200023_s_at" 16430 6285 8871 4519 8887 5086
"200024_at" 16277 16063 12750 7358 19600 3046
"200025_s_at" 19460 5838 12777 7023 11100 3878
"200026_at" 7401 6938 12937 17425 18908 13748
"200027_at" 5607 16156 17319 8320 17639 12240
"200028_s_at" 4336 17087 6371 16209 18406 14354
"200029_at" 17083 10783 12726 17292 19221 2967
"200030_s_at" 8835 17113 9985 8497 12842 11814
"200031_s_at" 18083 11225 12767 8225 14433 3742
"200032_s_at" 18328 10830 12804 17282 19093 15407
"200033_at" 7110 5783 8368 18880 10708 15221
"200034_s_at" 9441 16260 10287 17456 10082 13565
"200035_at" 442 21527 21308 1788 3151 1589
"200036_s_at" 17199 19495 10259 5634 11520 2660
"200037_s_at" 17556 6027 10444 7935 18594 14429
"200038_s_at" 17597 10662 12909 7416 12190 12058
"200039_s_at" 6769 5163 9799 18084 9038 14419
"200040_at" 5921 18072 9563 16009 9453 16700
"200041_s_at" 5321 16684 4807 7885 4590 13493
"200042_at" 4821 16066 9472 17430 10247 16744
"200043_at" 8833 6977 6084 5932 8432 16016
"200044_at" 9553 5025 8796 8218 11243 16701
"200045_at" 4481 16955 5328 8015 9570 16179
"200046_at" 8754 16024 4783 5839 7918 3470
"200047_s_at" 21158 3509 18452 16495 17776 15238
"200048_s_at" 7136 6736 10163 8526 9955 13448
"200049_at" 6547 6437 6152 4930 8941 13951
"200050_at" 20325 6490 8944 1129 17632 14997
"200051_at" 18178 21962 5598 7637 9066 14676
"200052_s_at" 8173 4542 6093 18464 10183 17746
"200053_at" 9186 1910 5713 20288 6938 18492
"200054_at" 9343 4987 10158 6656 12424 14375
"200055_at" 8753 19659 17806 8240 7773 3240
"200056_s_at" 19373 16690 3165 7217 10785 13141
"200057_s_at" 5051 17379 9100 6805 12142 12712
"200058_s_at" 6592 6903 6642 7167 5915 16235
"200059_s_at" 19908 5016 7336 7367 17537 12660
"200060_s_at" 8634 6738 6308 6671 3774 12889
"200061_s_at" 18194 10510 12765 8488 14432 4079
"200062_s_at" 7970 11205 12640 11270 14382 7075
"200063_s_at" 18413 10818 12839 11521 14455 4269
"200064_at" 2354 17926 5417 17851 7953 16479
"200065_s_at" 6286 6793 5455 17303 11589 16290
"200066_at" 6348 19843 5767 19681 9764 16434
"200067_x_at" 17685 17637 17072 17377 18743 15619
"200068_s_at" 6199 6518 6034 17390 9748 13813
"200069_at" 18730 20380 9463 3925 18568 12644
"200070_at" 6641 2825 4443 3016 6161 16887
"200071_at" 9056 17149 17469 19673 8491 12996
"200072_s_at" 17993 5246 7944 18950 9143 14572
"200073_s_at" 20204 16104 17323 19000 11644 17306
"200074_s_at" 7947 18480 8467 8226 12470 15537
"200075_s_at" 16299 18729 17699 6233 7971 14185
"200076_s_at" 17256 18790 6279 17283 9033 16370
"200077_s_at" 17870 4565 10535 8132 18155 13378
"200078_s_at" 16199 4422 17715 6991 8626 15211
"200079_s_at" 2470 18106 8171 7714 10074 4633
"200080_s_at" 5014 4283 9971 5275 18219 4184
"200081_s_at" 19535 5941 9300 16443 10700 4772
"200082_s_at" 3883 11022 12828 16118 11764 12805
"200083_at" 7756 19235 9245 17360 10053 15781
"200084_at" 9285 6527 8220 8123 11488 11845
"200085_s_at" 18892 6824 7387 7307 8821 4192
"200086_s_at" 18281 4573 7983 16340 17796 2742
"200087_s_at" 7456 7064 3153 6921 12074 17633
"200088_x_at" 18259 10909 12654 11289 12844 7087
"200089_s_at" 17056 17183 10251 16553 12318 4563
"200090_at" 7139 5710 6618 3485 9676 2623
"200091_s_at" 21128 19089 8896 7053 8879 13556
"200092_s_at" 20825 19184 12850 8117 19088 4821
"200093_s_at" 20091 17697 3668 8111 5282 3258
"200094_s_at" 1395 6402 10590 6860 8805 13571
"200095_x_at" 17976 11121 12918 11623 14481 7269
"200096_s_at" 19531 16980 8888 16467 17717 16442
"200097_s_at" 5844 4994 3466 18127 10315 16064
"200098_s_at" 9223 7070 9363 18834 10016 13760
"200099_s_at" 19080 11037 12853 11543 11137 4840
"200593_s_at" 16444 5690 20127 21833 18585 18877
"200594_x_at" 17897 18421 9951 18024 10097 17284
"200595_s_at" 6788 16013 6297 18323 2844 12876
"200596_s_at" 8506 18506 5392 20611 5827 15579
"200597_at" 18116 19080 9160 16502 7659 17924
"200598_s_at" 1899 3036 3437 18048 9791 13614
"200599_s_at" 820 3426 5681 16816 7217 20993
