"inst_3448" "inst_5727" "inst_6208"
"1007_s_at" 15689 2595 3512
"1053_at" 15285 16619 20427
"117_at" 7 50 9290
"121_at" 14490 18365 21352
"1255_g_at" 8577 11719 9115
"1294_at" 987 21619 2737
"1316_at" 15438 20295 8231
"1320_at" 9671 13526 14489
"1405_i_at" 12735 10509 16351
"1431_at" 3854 20121 1416
"1438_at" 18410 1835 19573
"1487_at" 5643 17089 1899
"1494_f_at" 10397 13862 12318
"1598_g_at" 16019 20675 20397
"160020_at" 2304 19791 8341
"1729_at" 1642 7723 1039
"1773_at" 14829 21337 6959
"177_at" 12316 1473 16617
"179_at" 593 21047 22158
"1861_at" 20559 5824 6772
"200000_s_at" 4342 7695 2973
"200001_at" 14954 17814 4926
"200002_at" 5629 7126 4357
"200003_s_at" 14604 14822 7140
"200004_at" 15315 16077 7014
"200005_at" 5657 15226 3858
"200006_at" 4710 7451 5863
"200007_at" 16100 6369 6344
"200008_s_at" 16994 5190 19723
"200009_at" 4558 16987 7659
"200010_at" 15582 14137 7236
"200011_s_at" 17503 7731 4071
"200012_x_at" 4544 15173 18627
"200013_at" 3974 6538 19132
"200014_s_at" 5206 6353 4455
"200015_s_at" 17570 4210 4673
"200016_x_at" 14645 7597 6362
"200017_at" 4740 7231 7262
"200018_at" 3558 13893 5477
"200019_s_at" 4276 5328 17371
"200020_at" 18227 16372 8115
"200021_at" 3756 6903 18269
"200022_at" 14138 6099 17287
"200023_s_at" 4302 5727 17290
"200024_at" 5454 17285 7112
"200025_s_at" 4768 7306 6990
"200026_at" 3241 13930 8266
"200027_at" 2858 4172 4134
"200028_s_at" 18149 3956 1569
"200029_at" 3952 5873 7937
"200030_s_at" 5245 6881 5730
"200031_s_at" 4910 14285 19287
"200032_s_at" 4521 15064 7469
"200033_at" 4659 13997 4678
"200034_s_at" 4639 18496 19285
"200035_at" 19556 20364 5998
"200036_s_at" 14828 6737 17726
"200037_s_at" 15343 13911 2431
"200038_s_at" 4285 5681 17267
"200039_s_at" 3914 15102 17257
"200040_at" 14029 15339 6933
"200041_s_at" 3757 17063 3535
"200042_at" 5156 16080 4621
"200043_at" 14872 16267 6171
"200044_at" 15696 16074 4646
"200045_at" 3021 15816 7071
"200046_at" 17029 5559 4350
"200047_s_at" 4292 2506 3268
"200048_s_at" 14111 4633 1989
"200049_at" 19369 15054 18154
"200050_at" 2479 7757 3783
"200051_at" 1104 17920 8239
"200052_s_at" 13960 15693 17720
"200053_at" 21600 16302 8117
"200054_at" 3183 3306 6405
"200055_at" 2766 6063 5543
"200056_s_at" 14545 14505 2637
"200057_s_at" 5210 6385 3981
"200058_s_at" 5477 15684 17928
"200059_s_at" 15034 6783 7435
"200060_s_at" 13925 16851 4340
"200061_s_at" 15557 9552 18172
"200062_s_at" 4620 9513 17811
"200063_s_at" 16704 7992 18409
"200064_at" 5223 14367 7810
"200065_s_at" 5423 7947 4103
"200066_at" 5205 18766 18082
"200067_x_at" 16860 6001 5570
"200068_s_at" 17784 6078 3703
"200069_at" 18179 7296 8086
"200070_at" 19775 2685 3731
"200071_at" 18066 2894 7175
"200072_s_at" 16241 17740 8339
"200073_s_at" 2704 14293 19306
"200074_s_at" 13815 14722 17927
"200075_s_at" 4314 17612 17577
"200076_s_at" 18084 2957 17926
"200077_s_at" 5605 7322 7465
"200078_s_at" 14784 7870 3596
"200079_s_at" 4071 7490 5393
"200080_s_at" 14356 14648 7452
"200081_s_at" 14853 13967 17689
"200082_s_at" 4736 14240 8241
"200083_at" 20809 17286 4951
"200084_at" 17722 3530 7686
"200085_s_at" 15741 16337 7967
"200086_s_at" 3510 7924 4429
"200087_s_at" 17372 16008 7879
"200088_x_at" 4373 14279 17345
"200089_s_at" 14831 14489 17350
"200090_at" 4145 5297 4684
"200091_s_at" 4037 14576 17813
"200092_s_at" 5502 15401 19166
"200093_s_at" 17345 6729 17912
"200094_s_at" 3766 15548 7813
"200095_x_at" 4312 14096 17830
"200096_s_at" 3220 15432 7491
"200097_s_at" 15828 7864 4519
"200098_s_at" 3343 6228 2749
"200099_s_at" 14074 7430 17986
"200593_s_at" 18935 20884 20301
"200594_x_at" 19375 6799 7125
"200595_s_at" 20222 7320 6309
"200596_s_at" 4701 16121 5435
"200597_at" 15146 2835 1734
"200598_s_at" 14468 2902 4702
"200599_s_at" 14274 3186 7730
"200600_at" 6975 14560 9801
"200601_at" 20757 1187 1781
"200602_at" 15779 4566 5021
"200603_at" 16981 4985 6195
"200604_s_at" 20282 20207 18648
"200605_s_at" 21916 1967 4750
"200606_at" 5270 2324 5105
"200607_s_at" 16373 15298 19691
"200608_s_at" 16548 6476 7253
"200609_s_at" 13896 16155 6152
"200610_s_at" 17272 3729 3958
"200611_s_at" 13836 3719 5157
"200612_s_at" 18510 14918 21182
"200613_at" 4028 18134 4189
"200614_at" 14340 14931 7322
"200615_s_at" 16729 4969 18022
"200616_s_at" 3779 15296 8039
"200617_at" 15863 7096 17871
"200618_at" 4795 16938 4318
"200619_at" 13821 6758 1405
"200620_at" 15973 15425 6216
"200621_at" 14652 2322 5228
"200622_x_at" 5426 18084 19123
"200623_s_at" 18160 16780 18821
"200624_s_at" 19491 3874 19618
"200625_s_at" 14735 6112 2466
"200626_s_at" 4507 15434 3169
"200627_at" 4532 7111 18751
"200628_s_at" 1919 14520 8349
"200629_at" 3746 17444 2382
"200630_x_at" 5708 5844 8027
"200631_s_at" 18428 5680 2623
"200632_s_at" 2181 5974 1492
"200633_at" 2832 9551 7314
"200634_at" 14708 14404 5783
"200635_s_at" 16450 19516 4557
"200636_s_at" 18964 20437 1733
"200637_s_at" 19335 21034 20554
"200638_s_at" 15125 7503 17755
"200639_s_at" 13944 14773 6332
"200640_at" 17739 6715 7169
"200641_s_at" 18399 4979 20829
"200642_at" 14133 5796 8392
