"inst_1381" "inst_2227" "inst_6823"
"1007_s_at" 3700 2617 3393
"1053_at" 20898 14466 19318
"117_at" 14569 6577 62
"121_at" 19530 19044 4317
"1255_g_at" 11121 9850 9965
"1294_at" 16692 4801 804
"1316_at" 22049 4797 5937
"1320_at" 15544 419 2112
"1405_i_at" 698 10744 1795
"1431_at" 9487 4887 2491
"1438_at" 15297 1640 14532
"1487_at" 18987 15707 14947
"1494_f_at" 19203 12190 13311
"1598_g_at" 19021 21090 18750
"160020_at" 22216 1735 14371
"1729_at" 952 5114 20150
"1773_at" 2992 21132 21605
"177_at" 1442 5391 3644
"179_at" 20010 14355 1146
"1861_at" 5097 13736 5870
"200000_s_at" 18639 4262 6240
"200001_at" 4365 12507 14910
"200002_at" 4961 12262 5922
"200003_s_at" 5563 7625 8294
"200004_at" 16110 14450 17517
"200005_at" 17882 12265 13952
"200006_at" 20213 12315 15089
"200007_at" 4408 12716 14067
"200008_s_at" 17617 16814 17320
"200009_at" 18124 12305 17238
"200010_at" 2789 5061 13639
"200011_s_at" 18499 15198 18350
"200012_x_at" 5388 4102 5292
"200013_at" 4202 5184 12973
"200014_s_at" 19871 13178 14054
"200015_s_at" 3721 17137 13446
"200016_x_at" 5322 12914 13479
"200017_at" 16255 7501 8422
"200018_at" 5461 7477 8409
"200019_s_at" 17659 5401 13770
"200020_at" 20093 17962 20833
"200021_at" 2350 7664 8560
"200022_at" 4893 7321 8312
"200023_s_at" 5842 12571 5823
"200024_at" 5209 4540 15357
"200025_s_at" 3456 11864 5883
"200026_at" 17902 7348 8567
"200027_at" 18045 13459 4872
"200028_s_at" 19897 19013 17604
"200029_at" 16372 4584 5151
"200030_s_at" 17364 11962 14474
"200031_s_at" 5330 7488 8398
"200032_s_at" 5195 7411 8428
"200033_at" 4248 14107 14645
"200034_s_at" 5605 3731 12820
"200035_at" 2281 13751 17977
"200036_s_at" 4339 5142 5798
"200037_s_at" 19717 16753 17231
"200038_s_at" 4491 7432 8533
"200039_s_at" 16380 15626 15195
"200040_at" 20284 14712 15708
"200041_s_at" 18425 12863 15926
"200042_at" 18580 13250 14308
"200043_at" 3987 12974 16202
"200044_at" 19232 5443 14840
"200045_at" 16934 12100 14784
"200046_at" 4412 12931 16195
"200047_s_at" 16984 13201 13682
"200048_s_at" 16135 12728 14750
"200049_at" 16771 14402 12850
"200050_at" 20162 13796 13593
"200051_at" 990 18041 5213
"200052_s_at" 18901 12303 15354
"200053_at" 4241 4731 3087
"200054_at" 19802 18429 19047
"200055_at" 19674 4392 15852
"200056_s_at" 20270 17270 15555
"200057_s_at" 17988 12586 14184
"200058_s_at" 17568 11866 5183
"200059_s_at" 1830 12929 14204
"200060_s_at" 5304 15960 13109
"200061_s_at" 4981 7346 8395
"200062_s_at" 18514 7467 8276
"200063_s_at" 16608 7322 8461
"200064_at" 3591 13585 17399
"200065_s_at" 5698 5280 5778
"200066_at" 17464 2705 17141
"200067_x_at" 16927 13849 14070
"200068_s_at" 18067 5374 13097
"200069_at" 20277 15264 16609
"200070_at" 21067 14086 4080
"200071_at" 21430 16180 14987
"200072_s_at" 17180 14749 16929
"200073_s_at" 18372 15738 13786
"200074_s_at" 5665 13944 13225
"200075_s_at" 2622 12978 16956
"200076_s_at" 5685 15262 15405
"200077_s_at" 17067 5310 14168
"200078_s_at" 16985 5331 16012
"200079_s_at" 16589 15648 15902
"200080_s_at" 18322 14818 14011
"200081_s_at" 3380 4226 5040
"200082_s_at" 17978 4455 8446
"200083_at" 17179 14447 16099
"200084_at" 16507 15745 15928
"200085_s_at" 18789 5056 14304
