"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"K",2,5,7,12,13,15,19,22,29,32,32,33,34,35,35,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,38,38,39,39,41,41,41,41,42,42,43,44,45,45,45,46,47,47,47,47,48,48,49,49,49,50,51,53,53,53,54,54,54,56,57,57,57,57,57,58,58,58,58,58,58,58,60,60,60,62,62,63,64,65,66,66,66,67,68,68,68,69,71,71,72,73,73,76,77,80,83,85,85,85,87,94,94,96,98,102,104,105,106,107,108,109,115,115,116,117,125,129,129,130,134,135,141,145,152,157,160,162,170,179,186,195,206,218,230,254,263,291,312,351,382,413,451,486,514
"EnrichedClusters",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,5,5,5,5,5,6,7,8,8,7,7,7,7,7,8,8,8,8,8,4,4,4,4,4,4,4,3,3,3,3,3,4,4,6,6,6,6,8,12,12,12,12,13,13,13,15,15,15,15,15,15,15,15,15,15,17,17,17,17,16,16,16,18,19,19,19,16,16,18,20,21,19,21,19,19,19,21,23,22,22,21,21,21,20,18,19,19,17,17,18,17,16,15,13,12,13,11,10,10
"Percentage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,0,0,0,0,0,0,0,2.63,2.63,5.13,5.13,4.88,4.88,4.88,4.88,2.38,2.38,4.65,4.55,4.44,4.44,4.44,2.17,2.13,2.13,2.13,2.13,10.42,10.42,10.2,10.2,10.2,12,13.73,15.09,15.09,13.21,12.96,12.96,12.96,12.5,14.04,14.04,14.04,14.04,14.04,6.9,6.9,6.9,6.9,6.9,6.9,6.9,5,5,5,4.84,4.84,6.35,6.25,9.23,9.09,9.09,9.09,11.94,17.65,17.65,17.65,17.39,18.31,18.31,18.06,20.55,20.55,19.74,19.48,18.75,18.07,17.65,17.65,17.65,17.24,18.09,18.09,17.71,17.35,15.69,15.38,15.24,16.98,17.76,17.59,17.43,13.91,13.91,15.52,17.09,16.8,14.73,16.28,14.62,14.18,14.07,15,15.97,14.57,14.19,13.29,13.21,12.73,11.76,10.34,10.44,10.16,8.85,8.72,9.14,8.42,7.66,7.14,5.99,5.63,6.19,5.34,4.78,5.08
"EnrichedClustersDT",0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,7,7,9,9,9,9,9,9,10,10,10,10,10,10,11,10,10,9,9,9,9,9,9,9,8,8,8,8,7,7,7,6,6
"PercentageDT",0,0,0,0,0,0,0,0,3.45,3.12,3.12,6.06,5.88,5.71,5.71,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.26,5.26,5.13,5.13,4.88,4.88,4.88,4.88,4.76,4.76,9.3,9.09,6.67,6.67,6.67,8.7,8.51,8.51,8.51,8.51,8.33,8.33,8.16,8.16,8.16,8,7.84,9.43,9.43,9.43,7.41,7.41,7.41,7.14,7.02,7.02,7.02,7.02,7.02,12.07,12.07,12.07,12.07,12.07,12.07,12.07,10,10,10,9.68,9.68,9.52,9.38,9.23,9.09,9.09,9.09,13.43,13.24,13.24,13.24,11.59,12.68,12.68,13.89,12.33,12.33,11.84,11.69,11.25,10.84,10.59,10.59,10.59,10.34,9.57,9.57,8.33,8.16,8.82,8.65,8.57,8.49,8.41,8.33,8.26,6.09,6.09,7.76,7.69,7.2,6.98,6.98,6.92,7.46,7.41,7.14,6.94,6.62,6.45,6.96,6.29,6.06,5.29,5.17,4.95,4.81,4.69,4.62,4.57,3.96,3.83,3.81,3.69,3.29,3.33,3.4,2.87,3.05
"Pval_ATC",0.812394400445755,0.711198736312407,0.513096606908113,0.398443028441282,0.478915080797963,0.376503781007775,0.347220702995122,0.330442454248787,0.48803308386225,0.466941851247529,0.466941851247529,0.434781941714888,0.466836649405631,0.444685703972729,0.444685703972729,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.39295746770104,0.440347791826868,0.440347791826868,0.440347791826868,0.440347791826868,0.440347791826868,0.440347791826868,0.440347791826868,0.299956225404106,0.299956225404106,0.322768662213362,0.322768662213362,0.33561135364653,0.33561135364653,0.33561135364653,0.33561135364653,0.335684056743689,0.335684056743689,0.485835483230014,0.436210856737776,0.402479321504534,0.402479321504534,0.402479321504534,0.367822627845438,0.277541222619056,0.277541222619056,0.277541222619056,0.277541222619056,0.285455163219851,0.285455163219851,0.365575532203975,0.365575532203975,0.365575532203975,0.336876568784258,0.322205513542012,0.35044278318471,0.35044278318471,0.378892170056424,0.371638706497737,0.371638706497737,0.371638706497737,0.356330759974183,0.345505658146266,0.345505658146266,0.360558341966448,0.360558341966448,0.360558341966448,0.529441326055724,0.529441326055724,0.529441326055724,0.529441326055724,0.529441326055724,0.529441326055724,0.529441326055724,0.504357217045651,0.504357217045651,0.504357217045651,0.587915207269957,0.587915207269957,0.558665395758189,0.570525204587403,0.48906245851214,0.498010620516328,0.498010620516328,0.498010620516328,0.473778550930589,0.44081203641557,0.44081203641557,0.44081203641557,0.456219776642465,0.440549634248851,0.465015974950748,0.475301063429746,0.469840922164865,0.469840922164865,0.504617147866684,0.479100865754551,0.502606345990603,0.514810038826684,0.568035970352392,0.568035970352392,0.568035970352392,0.545184619171369,0.641457060549055,0.641457060549055,0.611682347266816,0.643380246138225,0.551994020864337,0.531998190449838,0.530453367676083,0.504859138729183,0.51718820101226,0.468915715751722,0.462581928595554,0.577248497324197,0.577248497324197,0.575384140122617,0.463973463905652,0.488744033379586,0.439007836411389,0.29124538986853,0.330887000922852,0.41695581170687,0.433881151677409,0.5952672985053,0.547801612558092,0.526753857607417,0.651140429262252,0.609524996177529,0.613968304276676,0.612252711358851,0.608650961943887,0.553899425422451,0.510174862124895,0.562485648556681,0.617173684212515,0.640803886499662,0.636253532108062,0.682412340126072,0.695109804660641,0.696653594720715,0.747619422031399,0.831599674593077,0.822865223734327,0.810932395993783,0.825306529545465,0.778995981878497
"Pval_DT",0.620848518161392,0.526727588774128,0.589881700667205,0.534076032137281,0.647128030390069,0.548898116016875,0.348785248281259,0.519362820437812,0.572677715968509,0.684540219242866,0.684540219242866,0.652648126026114,0.730436796464209,0.716620370342547,0.716620370342547,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.641345707042282,0.550432145558539,0.550432145558539,0.550432145558539,0.550432145558539,0.550432145558539,0.550432145558539,0.550432145558539,0.59950915750593,0.59950915750593,0.566990785785897,0.566990785785897,0.504417385166815,0.504417385166815,0.504417385166815,0.504417385166815,0.53346754062193,0.53346754062193,0.590192818354408,0.612800836937448,0.585972816608109,0.585972816608109,0.585972816608109,0.600169280624249,0.595715754155205,0.595715754155205,0.595715754155205,0.595715754155205,0.587271495781347,0.587271495781347,0.627143588291369,0.627143588291369,0.627143588291369,0.659530424579808,0.634989416048026,0.667942387655168,0.667942387655168,0.667942387655168,0.700579240067253,0.700579240067253,0.700579240067253,0.67151654399335,0.609758845909381,0.609758845909381,0.623355671778445,0.623355671778445,0.623355671778445,0.500986743586728,0.500986743586728,0.500986743586728,0.500986743586728,0.500986743586728,0.500986743586728,0.500986743586728,0.619347208768926,0.619347208768926,0.619347208768926,0.564505619073997,0.564505619073997,0.505027407743239,0.551135766447221,0.493904755908624,0.489828023766919,0.489828023766919,0.489828023766919,0.571988617492502,0.541422857559663,0.541422857559663,0.541422857559663,0.541422857559663,0.443777183474158,0.502095442157814,0.567986432693053,0.545209885493174,0.545209885493174,0.602772017366098,0.610919273905659,0.542798522873126,0.529128543613823,0.542856912678592,0.542856912678592,0.542856912678592,0.514876427518338,0.592651928715569,0.592651928715569,0.642220686363869,0.637600853505744,0.68308825909035,0.669427407211399,0.667122604820079,0.699820812546751,0.719756886972037,0.722339531378056,0.716865228119953,0.71166809834853,0.71166809834853,0.708274573354107,0.732199766632391,0.75690210193131,0.688986487918741,0.695089876662959,0.684057206349272,0.535662048612571,0.528841314052177,0.484540606342003,0.515581702365621,0.425675154447921,0.41152307262799,0.590425194217138,0.604699819335471,0.632004658482032,0.618469020907508,0.603890107665058,0.398111986586887,0.459646969041868,0.450972281011275,0.551646394790424,0.48193406489022,0.482043489305048,0.587015834854438,0.590384828386626,0.751750784055861,0.702997809884142,0.618566733888671,0.58321494828544,0.666060650516577,0.73030449053034
