"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"K",2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154,158,162,166,170,174,178,182,186,190,194,198,202,206,210,214,218,222,226,230,234,238,242,246,250,254,258,262,266,270,274,278,282,286,290,294,298,302,306,310,314,318,322,326,330,334,338,342,346,350,354,358,362,366,370,374,378,382,386,390,394,398
"EnrichedClusters",0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,12,16,16,19,20,21,20,24,23,22,22,22,21,24,23,23,22,25,25,25,25,25,24,24,24,24,23,23,23,23,23,23,22,22,21,21,21,21,20,20,19,20,20,20,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,17,16,16,16,16,16,17,17,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13
"Percentage",0,0,0,0,0,0,0,0,0,0,2.38,4.35,6,5.56,5.17,19.35,24.24,22.86,25.68,25.64,25.61,23.26,26.67,24.47,22.45,21.57,20.75,19.09,21.05,19.49,18.85,17.46,19.23,18.66,18.12,17.61,17.12,16,15.58,15.19,14.81,13.86,13.53,13.22,12.92,12.64,12.37,11.58,11.34,10.61,10.4,10.19,10.05,9.39,9.22,8.6,8.89,8.73,8.62,8.05,7.92,7.79,7.66,7.54,7.45,7.36,7.25,7.14,6.67,6.57,6.5,6.43,6.36,6.29,5.86,5.48,5.41,5.35,5.3,5.23,5.52,5.47,5.08,5.06,5.02,4.98,4.95,4.92,4.88,4.53,4.49,4.45,4.41,4.37,4.03,4.01,4,3.68,3.65,3.63
"EnrichedClustersDT",0,0,0,0,0,0,0,2,0,2,2,2,2,4,5,6,6,6,7,9,8,7,10,10,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,10,11,11,11,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5
"PercentageDT",0,0,0,0,0,0,0,6.67,0,5.26,4.76,4.35,4,7.41,8.62,9.68,9.09,8.57,9.46,11.54,9.76,8.14,11.11,10.64,9.18,8.82,8.49,8.18,7.89,7.63,7.38,7.94,7.69,7.46,7.25,7.75,7.53,7.33,7.14,6.33,6.79,6.63,6.47,5.75,5.62,5.49,5.38,4.21,4.12,4.04,3.96,3.88,3.83,3.76,3.69,3.62,3.56,3.49,3.45,3.39,3.33,3.28,3.23,3.17,3.14,2.71,2.67,2.63,2.59,2.55,2.53,2.5,2.47,2.45,2.41,2.4,2.36,2.34,2.32,2.29,2.27,2.25,2.22,2.22,2.19,2.18,1.86,1.85,1.83,1.81,1.8,1.78,1.76,1.75,1.44,1.43,1.43,1.42,1.4,1.4
"Pval_ATC",0.592254089605176,0.405236425391346,0.72027763435718,0.499890238925254,0.424907780246268,0.558343056187706,0.600953366560518,0.575195295508024,0.610898777095243,0.405093671001528,0.491781601616484,0.455573143456771,0.475977443003181,0.568254721848682,0.513041942943177,0.537112053501874,0.393363138364347,0.413933723716467,0.537060298630053,0.379022819228763,0.433720885478623,0.34515343415951,0.511620172883719,0.514215941833138,0.497966424440745,0.442395145011276,0.457789623517712,0.485636056290601,0.445201723571017,0.494293823041558,0.513245072075255,0.503156196258459,0.466579258140821,0.450897614042058,0.409000962749597,0.364177208087478,0.383318711912111,0.525736801113894,0.498045314443936,0.494468133388342,0.561472817580482,0.58340580671181,0.580679759252766,0.550172228872255,0.558932899595758,0.554905376850098,0.570263819368375,0.546473865820527,0.534115869999735,0.54060816281141,0.564304107101568,0.587829112126015,0.563696905098531,0.572463383406817,0.579121179473538,0.58990233387952,0.62450337812506,0.708093182512048,0.695588868217975,0.644126394345634,0.640001244356282,0.607664955978424,0.60458577499833,0.623886998909548,0.647602678601986,0.627480328746943,0.611315692505578,0.553406850405687,0.593472427631909,0.565366619248064,0.541466917221331,0.48213503414392,0.455113261583687,0.441573204933517,0.457190495817732,0.473540835697008,0.450459045832252,0.436232057541391,0.407810047579859,0.386594663865229,0.417767884566458,0.415943856519229,0.394103810380755,0.394103810380755,0.441394840921202,0.433879295475732,0.409473829777329,0.405725920718457,0.43012167837757,0.460568162237112,0.445098021879565,0.435419465212627,0.481771050500283,0.484808453629909,0.560330751203455,0.560330751203455,0.552461716625663,0.528579243826713,0.510430509201429,0.502309107196763
"Pval_DT",0.582997484908934,0.559142737413174,0.806149754309008,0.585176596435415,0.47864308848223,0.643014002039914,0.597279700501346,0.46743615975779,0.529026979392935,0.550270704805178,0.655929198483236,0.523511156684595,0.544502190548525,0.530530365310583,0.440202369232454,0.528547427459844,0.42992179219754,0.411635029191864,0.498662718882364,0.545422105257905,0.520344959773268,0.517884454913676,0.599940603640207,0.571050907852044,0.611385363865795,0.533509041839815,0.476433603317378,0.524552687988984,0.534314397788434,0.4813950669521,0.495331155839298,0.506481914372744,0.576835555281805,0.532420023734976,0.52874025151814,0.489466485559023,0.469470891334044,0.462271755461032,0.447330430039853,0.494576485360748,0.607867590686301,0.576936152670584,0.566427907277515,0.539783734596645,0.587755716272002,0.584208850203024,0.590698438939489,0.585090894085782,0.573786033091759,0.556921157442022,0.51769496574675,0.554696561979353,0.539223279014486,0.578402136496751,0.558055383055937,0.633957567034487,0.655425835251184,0.701989473717352,0.688202061233004,0.651044510638648,0.72779695316696,0.720065408137774,0.712192782629549,0.655459257946662,0.628333711638776,0.674336068246883,0.662962997959094,0.622617561611356,0.610282278472082,0.592678557512362,0.585019797973166,0.634745048263009,0.625059915880685,0.615240851637035,0.569507198377068,0.548444904877149,0.540443079361828,0.540443079361828,0.526991287580511,0.548548493236491,0.61300522427116,0.65377081070215,0.65377081070215,0.65377081070215,0.65377081070215,0.645826093834238,0.615802213149076,0.610197308328332,0.604549029513684,0.627466626607631,0.615526647400284,0.606432056053007,0.606432056053007,0.594124746879358,0.661960716225247,0.709752811345627,0.701440292250149,0.690102037950812,0.68432399529173,0.678473618125414
