"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"K",2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154,158,162,166,170,174,178,182,186,190,194,198,202,206,210,214,218,222,226,230,234,238,242,246,250,254,258,262,266,270,274,278,282,286,290,294,298,302,306,310,314,318,322,326,330,334,338,342,346,350,354,358,362,366,370,374,378,382,386,390,394,398
"IncDrugs",1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1308,1308,1308,1308,1308,1308,1307,1307,1307,1307,1307,1307,1306,1305,1305,1305,1305,1305,1304,1303,1302,1301,1301,1299,1299,1298,1297,1297,1295,1294,1294,1291,1290,1288,1286,1284,1283,1282,1281,1280,1279,1278,1278,1276,1273,1272,1271,1269
"EnrichedClusters",0,0,1,2,2,3,3,3,4,4,8,24,26,26,27,32,36,35,36,39,39,39,39,38,37,37,36,36,38,39,39,40,41,41,41,41,40,41,40,40,40,40,39,39,39,40,39,38,38,40,41,41,42,42,41,42,42,44,44,44,43,43,43,43,43,42,41,41,42,42,41,42,42,41,40,40,40,40,39,38,37,37,37,37,36,36,36,35,35,35,35,34,34,33,33,33,31,31,31,31
"Percentage",0,0,10,14.29,11.11,13.64,11.54,10,11.76,10.53,19.05,52.17,52,48.15,46.55,51.61,54.55,50,48.65,50,47.56,45.35,43.33,40.43,37.76,36.27,33.96,32.73,33.33,33.05,31.97,31.75,31.54,30.6,29.71,28.87,27.4,27.33,25.97,25.32,24.69,24.1,22.94,22.41,21.91,21.98,20.97,20,19.59,20.2,20.3,19.9,20.1,19.72,18.89,19,18.67,19.21,18.97,18.64,17.92,17.62,17.34,17.06,16.86,16.28,15.65,15.41,15.56,15.33,14.8,15,14.84,14.34,13.79,13.7,13.51,13.38,12.91,12.42,12.01,11.9,11.75,11.71,11.29,11.21,11.15,10.77,10.67,10.57,10.48,10.09,10,9.62,9.51,9.46,8.86,8.78,8.71,8.66
"EnrichedClustersDT",0,0,1,1,1,2,6,6,12,15,15,15,15,15,14,15,16,15,18,19,21,21,22,22,21,22,21,21,21,21,20,19,19,18,18,18,17,17,16,16,17,15,14,16,15,15,15,18,18,18,18,18,19,20,19,19,20,19,19,18,18,18,18,17,17,17,17,17,16,16,16,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"PercentageDT",0,0,10,7.14,5.56,9.09,23.08,20,35.29,39.47,35.71,32.61,30,27.78,24.14,24.19,24.24,21.43,24.32,24.36,25.61,24.42,24.44,23.4,21.43,21.57,19.81,19.09,18.42,17.8,16.39,15.08,14.62,13.43,13.04,12.68,11.64,11.33,10.39,10.13,10.49,9.04,8.24,9.2,8.43,8.24,8.06,9.47,9.28,9.09,8.91,8.74,9.09,9.39,8.76,8.6,8.89,8.3,8.19,7.63,7.5,7.38,7.26,6.75,6.67,6.59,6.49,6.39,5.93,5.84,5.78,5,4.95,4.9,4.83,4.79,4.73,4.68,4.64,4.25,4.22,4.18,4.13,4.11,4.08,4.05,4.02,4,3.96,3.93,3.89,3.86,3.82,3.79,3.75,3.72,3.71,3.68,3.65,3.63
"Pval_ATC",0.655817821983919,0.536105688517192,0.188742348292471,0.0331740651618559,0.0180337741386107,0.00761144836979715,0.00182231839717098,3.56460610593081e-06,6.09688332557185e-07,6.77638834659142e-05,5.81383136064981e-06,4.98388350915677e-07,4.96427018964153e-07,2.7372337394502e-06,2.44445006527155e-07,4.12184114973433e-08,7.5225079374409e-09,2.07882825221411e-09,5.4431387687556e-09,4.84627958798546e-09,5.11211812687467e-09,5.60762442085733e-09,4.5272154303286e-09,4.39824297453975e-09,4.13957831531584e-09,6.09386085904966e-10,1.55444186684434e-09,3.19500234217704e-09,2.05935038702953e-09,4.47540115331298e-10,2.35675974260846e-10,1.32102233035691e-09,1.67108306117e-09,4.99092636402554e-10,1.51530980162783e-09,6.65995508554045e-10,6.2554652116922e-10,6.07794179486463e-10,3.59703196021817e-10,1.17040013297714e-10,2.02416699791432e-07,2.21175645400319e-07,1.53513417259999e-07,2.57349497591961e-07,9.480899087795e-08,6.83627332618417e-08,7.4206147624326e-08,1.20345741299961e-07,9.01295495925609e-08,3.41748676519373e-08,9.50419528517331e-09,4.89774351274313e-09,1.53088722450054e-07,3.76549034000684e-07,5.88270076528624e-07,1.80507046703812e-06,2.32995089698804e-07,7.88461073419541e-08,5.69891675606994e-08,2.61390217091081e-08,3.8446663974132e-08,1.93139134323418e-08,1.4914143644442e-08,2.23744506624475e-08,1.5238345901223e-08,2.10432515788321e-08,3.78021755338398e-08,2.01762929035552e-08,7.11366274868473e-08,4.95017818926149e-08,7.72314151375553e-08,8.33478975992778e-07,8.33478975992778e-07,1.12201148704959e-06,3.78246883385663e-07,2.52469557608765e-07,1.66809640275083e-07,1.09063430580273e-07,1.55669760966281e-07,2.34342567637116e-07,1.6529718927319e-07,1.08540066721908e-07,7.91879148988703e-08,7.05066015623432e-08,1.38722455751503e-07,1.16799775540994e-07,9.81652124717016e-08,1.9871369176036e-07,1.44875207303254e-07,1.64492598070913e-07,1.15192383769852e-07,2.2250814653521e-07,1.42237089713337e-07,3.10023035176822e-07,1.33037188972409e-07,1.06901847532845e-07,5.51230217399686e-07,4.47466381607841e-07,3.73342601949354e-07,2.66328126368191e-07
"Pval_DT",0.294874876248381,0.0558053180419362,0.00212321286295802,0.295995132932229,0.159212588331178,0.0703311914371921,0.023362642420672,0.00224984063903502,0.00047968882570361,0.000383407418578359,0.000438169771957891,0.000165067351318484,0.000281726494237815,6.70017634004512e-05,6.49403332885503e-05,1.8633613788164e-05,4.84480362525364e-06,7.50173190956658e-06,3.71689186536876e-06,9.7577713169474e-06,1.21857655406781e-05,5.15715474448738e-06,5.61590662775387e-06,4.07262619478167e-06,4.67507418129236e-06,1.87575265480897e-06,1.98406140614933e-06,1.44536207434343e-06,1.12177160367535e-06,2.12154803962918e-07,3.24644343715347e-07,9.29846903011248e-07,1.56270871295981e-06,2.80015401571415e-06,1.95026569285401e-06,2.76668993146374e-06,1.96891863393071e-05,1.59941416051945e-05,2.40319639138604e-05,3.17027552149588e-05,0.00440420609269324,0.00587342177118916,0.00727969590798869,0.00546346082398024,0.0064083615322389,0.00536175490297767,0.00467426656362377,0.00433921141179582,0.00413540438432299,0.00272967476179476,0.00148492218692028,0.000953793294478585,0.00289951068334339,0.00193243198020491,0.00372672462031844,0.00311438089809933,0.00114772263911641,0.00183076331256755,0.00168723861744893,0.00318992384770107,0.00301018535858208,0.00223438649785511,0.00210162310316986,0.00514124998627369,0.00476297592597129,0.00399564609310502,0.00376400819499576,0.0030712767682107,0.00391334630173065,0.00345406900588529,0.00297603877361292,0.00690442171725783,0.00690442171725783,0.00539515980977499,0.00245519495371252,0.00182735350399617,0.0014890522186953,0.0012716378890927,0.000942710892258229,0.00175502316477772,0.00116437141707199,0.000872725984827556,0.00082260011932123,0.000729701274794829,0.000686729439029722,0.000686729439029722,0.000666070882382325,0.000552983228379679,0.000442310926650784,0.00032852236895263,0.000267634207847109,0.000216814093614225,0.000145146416517749,0.000134636357707114,9.14763476988809e-05,9.14763476988809e-05,8.79198000479848e-05,8.79198000479848e-05,7.48820653969505e-05,6.90277142289713e-05
"ARIndex",0.0131738339750723,0.0307064815429121,0.039462465051138,0.0531125298263651,0.0582028591516512,0.0646736836251256,0.0682667006972564,0.0808512432419763,0.0833766945458813,0.0829396128066898,0.0897850897600244,0.0925981663183175,0.0939853503420467,0.102441580432256,0.107446997934833,0.111660513148275,0.114537038727492,0.117602260257782,0.119939100069071,0.119597786222264,0.120406804581385,0.122125431400125,0.123130728294684,0.123875874646777,0.124139882496544,0.125726550111691,0.127104269166998,0.128478978640551,0.128456798309643,0.131224307050647,0.132020870912325,0.131267289659379,0.129321066932821,0.130667291573903,0.130661932674125,0.1320856984217,0.132311109233197,0.133020867280254,0.134043544950272,0.131796414537489,0.122836978516815,0.123180707980526,0.123141746990566,0.123353582942328,0.122767432066099,0.123060576937945,0.12341622490386,0.121556126815136,0.121586496140576,0.121523295894403,0.121880669313475,0.12205658635141,0.117741509598891,0.11656469304671,0.116697016119863,0.116952735808642,0.116507945602557,0.113873658803855,0.113858703466594,0.113764216885974,0.11325795623949,0.113026831967824,0.113053642937542,0.111349462019106,0.111779756116102,0.111645393556153,0.111366786691204,0.110843026791082,0.11046967371949,0.109601730770116,0.108100287372722,0.107950647238873,0.107295018839814,0.107408941463871,0.107850349341756,0.107605684140445,0.107426789378955,0.10724003802869,0.107501832005208,0.107469398153304,0.107164061915195,0.107168868308905,0.107449215049129,0.107328715832781,0.105113380031414,0.105049457438045,0.104729643684264,0.104868625528728,0.104236611435983,0.10380323223594,0.1029481655047,0.102105111457479,0.102041915446143,0.102172433013016,0.101312929146539,0.101530318110893,0.101283544136922,0.101294216457836,0.10111751194929,0.100997084820893
"Overlap_ATC",0,0,0.027027027027027,0.0540540540540541,0.0540540540540541,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.108108108108108,0.135135135135135,0.162162162162162,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.459459459459459,0.567567567567568,0.567567567567568,0.621621621621622,0.594594594594595,0.594594594594595,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.648648648648649,0.621621621621622,0.621621621621622,0.594594594594595,0.594594594594595,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.621621621621622,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.567567567567568,0.567567567567568,0.567567567567568,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.486486486486487,0.486486486486487,0.486486486486487,0.486486486486487,0.486486486486487,0.459459459459459,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.432432432432432,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405,0.405405405405405
