"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"K",2,5,7,12,13,15,19,22,29,32,32,33,34,35,35,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,38,38,39,39,41,41,41,41,42,42,43,44,45,45,45,46,47,47,47,47,48,48,49,49,49,50,51,53,53,53,54,54,54,56,57,57,57,57,57,58,58,58,58,58,58,58,60,60,60,62,62,63,64,65,66,66,66,67,68,68,68,69,71,71,72,73,73,76,77,80,83,85,85,85,87,94,94,96,98,102,104,105,106,107,108,109,115,115,116,117,125,129,129,130,134,135,141,145,152,157,160,162,170,179,186,195,206,218,230,254,263,291,312,351,382,413,451,486,514
"IncDrugs",1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1308,1308,1308,1307,1307,1306,1304,1300,1297,1296,1290,1283,1274,1252,1248,1227,1207,1175,1140,1106,1064,1032,992
"EnrichedClusters",0,1,2,2,2,4,5,7,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,11,11,11,11,11,11,13,13,13,13,13,13,13,15,14,14,14,14,13,13,15,15,15,16,16,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,18,20,20,23,23,24,24,24,24,24,20,20,20,20,23,22,17,18,18,21,21,17,16,15,15,15,17,14,14,13,14,17,17,17,18,19,20,24,22,22,16,20,21,25,22,22,24,28,29,27,28,28,29,29,28,26,27,29,27,27,27,26,26,26,28,27,27,27,24,24,21
"Percentage",0,20,28.57,16.67,15.38,26.67,26.32,31.82,31.03,28.12,28.12,27.27,29.41,28.57,28.57,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.03,27.03,27.03,27.03,27.03,27.03,27.03,23.68,23.68,28.21,28.21,26.83,26.83,26.83,26.83,30.95,30.95,30.23,29.55,28.89,28.89,28.89,32.61,29.79,29.79,29.79,29.79,27.08,27.08,30.61,30.61,30.61,32,31.37,28.3,28.3,28.3,27.78,27.78,27.78,23.21,22.81,22.81,22.81,22.81,22.81,22.41,22.41,22.41,22.41,22.41,22.41,22.41,30,30,30,32.26,32.26,36.51,35.94,36.92,36.36,36.36,36.36,35.82,29.41,29.41,29.41,28.99,32.39,30.99,23.61,24.66,24.66,27.63,27.27,21.25,19.28,17.65,17.65,17.65,19.54,14.89,14.89,13.54,14.29,16.67,16.35,16.19,16.98,17.76,18.52,22.02,19.13,19.13,13.79,17.09,16.8,19.38,17.05,16.92,17.91,20.74,20.71,18.75,18.54,18.06,18.35,18.24,16.97,15.29,15.52,15.93,14.44,14.06,13.85,13.2,12.87,12.44,13.33,12.44,12.68,12.86,11.65,11.48,10.66
"EnrichedClustersDT",0,1,1,4,6,7,8,11,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,14,14,15,15,15,15,17,16,16,16,16,18,16,18,18,18,17,17,17,17,18,18,18,19,20,20,20,19,18,17,17,17,17,17,17,18,18,17,17,18,17,17,18,17,16,16,15,15,16,16,17,17,17,18,20,19,17,16,15,14,15,15,15,13,14,15,14,13
"PercentageDT",0,20,14.29,33.33,46.15,46.67,42.11,50,41.38,46.88,46.88,45.45,44.12,42.86,42.86,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,37.84,37.84,37.84,37.84,37.84,37.84,37.84,36.84,36.84,35.9,35.9,34.15,34.15,34.15,34.15,33.33,33.33,32.56,31.82,31.11,31.11,31.11,30.43,29.79,29.79,29.79,29.79,29.17,29.17,28.57,28.57,28.57,30,29.41,30.19,30.19,30.19,27.78,27.78,27.78,26.79,26.32,26.32,26.32,26.32,26.32,24.14,24.14,24.14,24.14,24.14,24.14,24.14,21.67,21.67,21.67,20.97,20.97,22.22,21.88,23.08,22.73,22.73,22.73,25.37,23.53,23.53,23.53,23.19,25.35,22.54,25,24.66,24.66,22.37,22.08,21.25,20.48,21.18,21.18,21.18,21.84,21.28,21.28,20.83,19.39,17.65,16.35,16.19,16.04,15.89,15.74,15.6,15.65,15.65,14.66,14.53,14.4,13.18,13.18,13.85,12.69,11.85,11.43,10.42,9.93,10.32,10.13,10.69,10.3,10,10.34,10.99,10.16,8.85,8.21,7.61,6.93,7.18,7.14,6.91,6.1,6.67,7.28,6.7,6.6
"Pval_ATC",1.92010311905676e-27,1.38315252484166e-17,4.94244586514922e-13,2.69232297025324e-19,3.30747804053054e-18,2.014478669276e-28,6.59996581066403e-14,1.21954063383965e-13,2.14808906545093e-15,1.23923464916641e-14,1.23923464916641e-14,1.23923464916641e-14,6.37685150215186e-16,4.5614317930263e-16,4.5614317930263e-16,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.27249293979865e-17,4.46675785339102e-17,4.46675785339102e-17,4.46675785339102e-17,4.46675785339102e-17,4.46675785339102e-17,4.46675785339102e-17,4.46675785339102e-17,2.13166458651501e-17,2.13166458651501e-17,1.73497400679638e-18,1.73497400679638e-18,9.34027301209425e-19,9.34027301209425e-19,9.34027301209425e-19,9.34027301209425e-19,3.44390259269418e-19,3.44390259269418e-19,6.00176112541314e-21,1.29085050865381e-20,1.84909627079962e-20,1.84909627079962e-20,1.84909627079962e-20,2.24437255010649e-18,3.44119582980567e-18,3.44119582980567e-18,3.44119582980567e-18,3.44119582980567e-18,1.72539927849181e-18,1.72539927849181e-18,4.49014009741474e-21,4.49014009741474e-21,4.49014009741474e-21,9.77470764085177e-22,9.77470764085177e-22,2.23606779990132e-23,2.23606779990132e-23,1.76590123238266e-23,2.6188751240957e-23,2.6188751240957e-23,2.6188751240957e-23,5.75896918024404e-23,4.31672998389147e-23,4.31672998389147e-23,9.22081687991552e-23,9.22081687991552e-23,9.22081687991552e-23,9.49078310491074e-23,9.49078310491074e-23,9.49078310491074e-23,9.49078310491074e-23,9.49078310491074e-23,9.49078310491074e-23,9.49078310491074e-23,6.92543267465465e-23,6.92543267465465e-23,6.92543267465465e-23,5.40112997007571e-26,5.40112997007571e-26,1.30703696103427e-25,9.78477018577864e-26,6.15165229091942e-22,2.53083688600535e-22,2.53083688600535e-22,2.53083688600535e-22,2.63349187581626e-25,4.23366263662758e-26,4.23366263662758e-26,4.23366263662758e-26,9.40749375966658e-27,2.3181401946254e-25,2.81424996738062e-27,2.83396377163077e-26,9.51899801444393e-27,9.51899801444393e-27,2.50586438614199e-29,3.01656628823863e-29,1.91118090964354e-27,7.15992392738671e-29,3.82318399468671e-26,3.82318399468671e-26,3.82318399468671e-26,9.38598214772543e-26,1.20132717089078e-23,1.20132717089078e-23,1.84367809538704e-23,1.31846403963367e-23,2.24647597369441e-27,1.60207716963719e-27,4.18044715617201e-27,3.11512459056967e-26,9.97542045491574e-26,3.98631945744237e-23,1.23807211694312e-22,4.34887416667401e-21,4.34887416667401e-21,3.50541930230779e-21,1.20215107018068e-22,2.01267601295608e-22,3.89606851183533e-21,5.33371939184523e-22,3.34311518278238e-22,4.22501004008959e-19,2.69535032721167e-18,1.81642849182714e-17,2.75935064396122e-17,1.53037218653095e-15,2.38114317092768e-15,1.37765614533825e-14,8.15355900426371e-15,2.41156628655588e-15,2.35519267009011e-16,6.8896014197461e-17,2.23486184890271e-20,6.63414519343284e-20,3.59951439478433e-20,9.94430462372077e-21,2.22035514765063e-20,1.62062535989964e-19,6.81336713628705e-19,7.00966667845187e-24,1.37369546930092e-28,2.22784132655086e-28,2.78139017677673e-29,3.57211686291948e-31,9.86933630464248e-31,4.22938175737305e-25
"Pval_DT",0.000738710221201409,9.32268674307736e-12,2.10554188906907e-13,3.77955934290235e-18,2.75400835984984e-21,1.73636798259792e-24,2.28371407308678e-28,1.34983321221067e-28,1.63649872141178e-35,5.51234968157358e-38,5.51234968157358e-38,5.51234968157358e-38,1.8519659378992e-38,7.04630481119958e-39,7.04630481119958e-39,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.42412982843255e-40,3.70679082767839e-40,3.70679082767839e-40,3.70679082767839e-40,3.70679082767839e-40,3.70679082767839e-40,3.70679082767839e-40,3.70679082767839e-40,8.31221762616172e-41,8.31221762616172e-41,1.72875374838098e-42,1.72875374838098e-42,4.27927387287642e-43,4.27927387287642e-43,4.27927387287642e-43,4.27927387287642e-43,3.35712569298679e-43,3.35712569298679e-43,2.57128411901113e-45,1.15130242036336e-45,5.30693762708797e-45,5.30693762708797e-45,5.30693762708797e-45,3.15520645137469e-46,1.22122007782309e-36,1.22122007782309e-36,1.22122007782309e-36,1.22122007782309e-36,1.52671298908273e-36,1.52671298908273e-36,8.53491413606978e-36,8.53491413606978e-36,8.53491413606978e-36,2.12950489644218e-34,2.12950489644218e-34,4.73862852371362e-35,4.73862852371362e-35,3.17617086232745e-35,9.77590013476983e-35,9.77590013476983e-35,9.77590013476983e-35,9.71754665587978e-36,5.98684855794956e-36,5.98684855794956e-36,5.98684855794956e-36,5.98684855794956e-36,5.98684855794956e-36,1.05460392077551e-36,1.05460392077551e-36,1.05460392077551e-36,1.05460392077551e-36,1.05460392077551e-36,1.05460392077551e-36,1.05460392077551e-36,7.00887379093139e-36,7.00887379093139e-36,7.00887379093139e-36,1.2313078345756e-36,1.2313078345756e-36,1.888734033884e-37,1.48984585097804e-37,1.33360397262553e-35,4.81788497507652e-36,4.81788497507652e-36,4.81788497507652e-36,1.01239430852621e-36,7.1096677196295e-37,7.1096677196295e-37,7.1096677196295e-37,3.12131861767699e-37,8.97824969860154e-39,1.38189626138868e-34,2.23785954464995e-35,1.24868626355249e-35,1.24868626355249e-35,4.37793996106708e-36,2.40536424089746e-36,4.19250886212893e-36,4.32289819635511e-36,6.63761635086432e-38,6.63761635086432e-38,6.63761635086432e-38,5.92246077295849e-36,4.43825337645275e-39,4.43825337645275e-39,6.26601459121724e-40,1.59374244442176e-40,1.59121620240817e-39,3.7793541210423e-39,3.08836531495181e-39,9.10021973870251e-40,4.91019217082792e-39,2.72841178283344e-37,2.46776641687388e-37,5.64364017170528e-38,5.64364017170528e-38,1.71160322930724e-37,3.02434279593871e-38,1.05847392340046e-40,1.17215679821918e-40,1.95323821987443e-40,3.19973406782762e-41,4.12777298948823e-35,6.82534811754993e-35,2.3524492755846e-36,4.28335429127152e-36,1.19916731378425e-35,8.10339728852742e-37,1.00263438186627e-37,1.30010580178337e-38,1.69741182273805e-39,1.71032828328301e-40,4.12469623817296e-41,4.77198243860857e-43,4.52123752540913e-43,2.44346016556415e-42,2.45089187421795e-42,1.65649529615505e-42,1.75195354496398e-41,8.4998849763971e-45,1.95060581042474e-45,2.54531967305342e-46,1.51709299357425e-46,5.45018639676379e-48,1.29371477385218e-51,6.0149453260595e-46,1.23797210906559e-44
"ARIndex",0.0241072385512043,0.0831172253182495,0.136584620686342,0.195855115162257,0.207886768130116,0.236204783698433,0.301110262946024,0.335913153319187,0.451381534212064,0.479703399056076,0.479703399056076,0.481209800469618,0.488888523024284,0.488408301709746,0.488408301709746,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.495987991746417,0.503215355839119,0.503215355839119,0.503215355839119,0.503215355839119,0.503215355839119,0.503215355839119,0.503215355839119,0.512487505506195,0.512487505506195,0.520579979668907,0.520579979668907,0.524913214815576,0.524913214815576,0.524913214815576,0.524913214815576,0.526863755796753,0.526863755796753,0.5488759264672,0.552546594559807,0.558575497021687,0.558575497021687,0.558575497021687,0.569420952934307,0.595955349263123,0.595955349263123,0.595955349263123,0.595955349263123,0.600791628805289,0.600791628805289,0.61093661278231,0.61093661278231,0.61093661278231,0.639314410240931,0.643974853820945,0.654139228278441,0.654139228278441,0.652926532773009,0.658088146662917,0.658088146662917,0.658088146662917,0.667785367305809,0.674397783732553,0.674397783732553,0.673984708443995,0.673984708443995,0.673984708443995,0.680357739247056,0.680357739247056,0.680357739247056,0.680357739247056,0.680357739247056,0.680357739247056,0.680357739247056,0.689551147833458,0.689551147833458,0.689551147833458,0.714604544414673,0.714604544414673,0.720938025987441,0.722940285243776,0.750675247335646,0.753978852008438,0.753978852008438,0.753978852008438,0.768528295412908,0.785772821159182,0.785772821159182,0.785772821159182,0.790604731791567,0.804854684567979,0.805008175566159,0.816379094620934,0.821289699391405,0.821289699391405,0.84318792294941,0.849304204246094,0.861634387665667,0.878134906784765,0.890846416017544,0.890846416017544,0.890846416017544,0.904830718498442,0.919169110614681,0.919169110614681,0.92899979962218,0.938642295842995,0.974657247219334,0.982463815168077,0.982924584990987,1,0.982903314854925,0.974179241536826,0.97010516181308,0.93541907795612,0.93541907795612,0.930600709292699,0.915897490918717,0.883906285861486,0.879968649757376,0.869942338140339,0.866457159182843,0.838587218086602,0.833915130375901,0.808412910445397,0.791707800946335,0.757136735190994,0.746609027770914,0.722397891469725,0.718064613065325,0.703080123834755,0.683371947923949,0.678063956835636,0.671361385029452,0.654231041488406,0.63294936002674,0.630439445424392,0.622877179016412,0.625001940533411,0.595707584258306,0.560219220177262,0.535040139807193,0.527173031159739,0.514890042319857,0.512082747067263,0.47886908546776,0.461635537429838
"Overlap_ATC",0,0.0625,0.0625,0.125,0.125,0.25,0.3125,0.375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.4375,0.4375,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.6875,0.6875,0.6875,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.875,0.875,0.75,0.75,0.75,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.8125,0.9375,0.75,0.75,0.75,0.8125,0.9375,0.9375,0.9375,1,1,1,1,0.9375,0.9375,0.875,0.875,0.8125,0.875,0.8125,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375,0.9375,0.9375,0.875,0.875,0.875,0.9375,0.9375,0.9375,0.9375,0.875,0.875,0.875,0.875,0.875,0.8125,0.875,0.875,0.875,0.8125
