"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"K",2,5,7,12,13,15,19,22,29,32,32,33,34,35,35,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,38,38,39,39,41,41,41,41,42,42,43,44,45,45,45,46,47,47,47,47,48,48,49,49,49,50,51,53,53,53,54,54,54,56,57,57,57,57,57,58,58,58,58,58,58,58,60,60,60,62,62,63,64,65,66,66,66,67,68,68,68,69,71,71,72,73,73,76,77,80,83,85,85,85,87,94,94,96,98,102,104,105,106,107,108,109,115,115,116,117,125,129,129,130,134,135,140,144,151,155,158,159,165,170,174,182,187,192,195,197,202,209,210,217,213,210,206,209,197
"IncDrugs",1284,1232,1197,1167,1173,1167,1160,1163,1161,1158,1158,1158,1158,1161,1161,1159,1159,1159,1159,1159,1159,1159,1159,1159,1161,1161,1161,1161,1161,1161,1161,1165,1165,1166,1166,1168,1168,1168,1168,1168,1168,1173,1177,1179,1179,1179,1180,1179,1179,1179,1179,1182,1182,1184,1184,1184,1189,1189,1187,1187,1190,1191,1191,1191,1193,1196,1196,1194,1194,1194,1197,1197,1197,1197,1197,1197,1197,1202,1202,1202,1208,1208,1208,1209,1206,1207,1207,1207,1205,1204,1204,1204,1206,1211,1213,1215,1216,1216,1220,1219,1223,1225,1224,1224,1224,1225,1227,1227,1228,1228,1233,1233,1233,1233,1233,1235,1235,1243,1243,1241,1239,1249,1253,1253,1254,1254,1254,1259,1263,1269,1271,1270,1268,1272,1275,1276,1277,1277,1275,1274,1251,1248,1227,1207,1175,1140,1105,1064,1032,992
"EnrichedClusters",0,1,2,3,3,4,11,15,24,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,23,23,23,23,23,23,24,24,25,25,25,25,25,25,28,28,28,28,28,28,27,27,27,26,26,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,27,27,27,27,26,26,26,26,26,25,25,25,25,26,25,25,24,24,26,26,25,25,25,25,25,25,25,25,24,24,24,24,23,22,22,22,22,22,22,21,21,20,20,20,19,19,18,19,18,18,18,18,18,19,18,18,18,18,18,17,16,16,17,17,16,15,15,14,15,12
"Percentage",0,20,28.57,25,23.08,26.67,57.89,68.18,82.76,71.88,71.88,69.7,67.65,65.71,65.71,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,64.86,64.86,64.86,64.86,64.86,64.86,64.86,57.89,57.89,58.97,58.97,56.1,56.1,56.1,56.1,57.14,57.14,58.14,56.82,55.56,55.56,55.56,54.35,59.57,59.57,59.57,59.57,58.33,58.33,55.1,55.1,55.1,52,50.98,52.83,52.83,52.83,51.85,51.85,51.85,50,47.37,47.37,47.37,47.37,47.37,46.55,46.55,46.55,46.55,46.55,46.55,46.55,43.33,43.33,43.33,43.55,43.55,42.86,42.19,40,39.39,39.39,39.39,38.81,36.76,36.76,36.76,36.23,36.62,35.21,34.72,32.88,32.88,34.21,33.77,31.25,30.12,29.41,29.41,29.41,28.74,26.6,26.6,25,24.49,23.53,23.08,21.9,20.75,20.56,20.37,20.18,19.13,19.13,18.1,17.95,16,15.5,15.5,14.62,14.18,13.33,13.57,12.5,11.92,11.61,11.39,11.32,11.52,10.59,10.34,9.89,9.63,9.38,8.72,8.12,7.92,8.13,8.1,7.37,7.04,7.14,6.8,7.18,6.09
"EnrichedClustersDT",0,1,1,5,6,6,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,14,14,16,16,16,16,16,16,16,16,16,17,16,17,17,17,16,16,16,16,17,17,17,18,19,19,19,18,17,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,16,16,17,17,17,18,19,19,17,16,15,14,15,15,15,13,14,15,14,13
"PercentageDT",0,20,14.29,41.67,46.15,40,47.37,40.91,41.38,37.5,37.5,36.36,35.29,34.29,34.29,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,32.43,32.43,32.43,32.43,32.43,32.43,32.43,31.58,31.58,30.77,30.77,29.27,29.27,29.27,29.27,28.57,28.57,27.91,27.27,26.67,26.67,26.67,26.09,25.53,25.53,25.53,25.53,25,25,24.49,24.49,24.49,26,25.49,26.42,26.42,26.42,25.93,25.93,25.93,25,26.32,26.32,26.32,26.32,26.32,24.14,24.14,24.14,24.14,24.14,24.14,24.14,21.67,21.67,21.67,20.97,20.97,22.22,21.88,24.62,24.24,24.24,24.24,23.88,23.53,23.53,23.53,23.19,23.94,22.54,23.61,23.29,23.29,21.05,20.78,20,19.28,20,20,20,20.69,20.21,20.21,19.79,18.37,16.67,15.38,15.24,15.09,15.89,15.74,15.6,14.78,14.78,14.66,14.53,13.6,13.18,13.18,13.08,12.69,11.85,11.43,11.11,9.93,10.32,10.13,10.69,10.3,10,10.34,10.44,10.16,8.85,8.21,7.61,6.93,7.18,7.14,6.91,6.1,6.67,7.28,6.7,6.6
"Pval_ATC",7.66890408837093e-06,0.0456004972094155,0.000189087711690608,4.14706152521654e-07,1.76052448456331e-06,7.70276151129105e-09,3.0675261215772e-12,7.05846565100383e-11,4.06379966940825e-16,1.6059816466161e-16,1.6059816466161e-16,1.6059816466161e-16,1.23520467629031e-16,2.37988250799078e-16,2.37988250799078e-16,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,1.60036259259776e-17,9.12595398564532e-18,9.12595398564532e-18,9.12595398564532e-18,9.12595398564532e-18,9.12595398564532e-18,9.12595398564532e-18,9.12595398564532e-18,5.11342656430709e-17,5.11342656430709e-17,1.63098219307357e-17,1.63098219307357e-17,1.55765732932407e-17,1.55765732932407e-17,1.55765732932407e-17,1.55765732932407e-17,1.11009787912996e-17,1.11009787912996e-17,1.09201749362379e-18,2.03695006647574e-18,2.7566081590812e-18,2.7566081590812e-18,2.7566081590812e-18,9.45584907101802e-18,7.82598497087411e-12,7.82598497087411e-12,7.82598497087411e-12,7.82598497087411e-12,6.21135081657138e-12,6.21135081657138e-12,1.17778581112136e-12,1.17778581112136e-12,1.17778581112136e-12,2.40345419538046e-13,2.40345419538046e-13,2.37058059703072e-15,2.37058059703072e-15,4.97707709206762e-15,4.34154734245543e-15,4.34154734245543e-15,4.34154734245543e-15,1.86226989524232e-15,3.71598916413342e-15,3.71598916413342e-15,3.39740222970487e-15,3.39740222970487e-15,3.39740222970487e-15,1.0424184291169e-14,1.0424184291169e-14,1.0424184291169e-14,1.0424184291169e-14,1.0424184291169e-14,1.0424184291169e-14,1.0424184291169e-14,2.6720221504481e-14,2.6720221504481e-14,2.6720221504481e-14,3.64360507419227e-15,3.64360507419227e-15,2.19078517192701e-15,2.0819075280956e-15,2.35675714206346e-14,1.8839492738687e-14,1.8839492738687e-14,1.8839492738687e-14,2.80368358446441e-15,1.22964785495039e-15,1.22964785495039e-15,1.22964785495039e-15,9.7531649153558e-16,5.84555945997727e-16,3.65955306321681e-16,6.6197299832024e-16,8.48076889028616e-16,8.48076889028616e-16,5.14130052822931e-17,4.06420912223842e-17,7.17743698911532e-17,9.46862099320283e-17,1.42219275307077e-16,1.42219275307077e-16,1.42219275307077e-16,1.58658126593903e-16,1.30937001206471e-16,1.30937001206471e-16,3.98055433555888e-16,2.039320729875e-16,1.54876451983756e-16,1.08450429887761e-16,2.93126304782581e-16,4.69786036141414e-16,7.69257888756609e-16,1.86250455957407e-14,1.74954876760991e-14,1.91156773824188e-14,1.91156773824188e-14,5.46547490027566e-14,5.7044036833455e-14,5.93317892343957e-14,3.68407778879496e-14,3.12653850700027e-14,6.7792693414786e-14,1.35672589948386e-13,3.00774168610416e-13,3.52710039025996e-14,5.8374083877952e-14,4.44686353013007e-14,2.77834519017225e-14,2.46174045074446e-15,7.97600785047791e-16,6.23046684450976e-17,3.65962274723022e-17,2.60725283512552e-17,6.03957727650272e-18,2.31793663159762e-18,1.27440302505572e-17,3.22304004573893e-17,2.51591983621953e-16,3.27542154184964e-16,1.515358027106e-18,1.42659758602336e-19,1.10857690988759e-20,1.17992192303608e-20,2.76382799650469e-21,1.99087181746061e-22,1.3806647069731e-22,1.38101799071253e-19
"Pval_DT",6.20178547031888e-05,1.34433556806314e-11,6.50960528443581e-13,2.41220961419134e-18,3.40388911623534e-19,6.7545013685704e-23,4.84139625476149e-32,9.28091610210065e-30,1.49576053508972e-38,6.4557768448657e-41,6.4557768448657e-41,6.4557768448657e-41,3.09636796416255e-41,3.09636796416255e-41,3.09636796416255e-41,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,3.16268807319942e-42,1.22279885746819e-42,1.22279885746819e-42,1.22279885746819e-42,1.22279885746819e-42,1.22279885746819e-42,1.22279885746819e-42,1.22279885746819e-42,2.94665910579348e-43,2.94665910579348e-43,2.04413764754569e-44,2.04413764754569e-44,8.49345397127643e-45,8.49345397127643e-45,8.49345397127643e-45,8.49345397127643e-45,3.3639539515871e-45,3.3639539515871e-45,1.84211010743537e-47,1.92238667867743e-47,5.05899771153674e-47,5.05899771153674e-47,5.05899771153674e-47,3.9752273754386e-48,5.11266373301033e-38,5.11266373301033e-38,5.11266373301033e-38,5.11266373301033e-38,2.82210702058721e-38,2.82210702058721e-38,4.63073550394446e-37,4.63073550394446e-37,4.63073550394446e-37,5.01202741631491e-35,5.01202741631491e-35,1.69900546642766e-35,1.69900546642766e-35,1.14678506929091e-35,1.29056999177752e-35,1.29056999177752e-35,1.29056999177752e-35,1.38328878465924e-36,1.12989999926451e-36,1.12989999926451e-36,1.12989999926451e-36,1.12989999926451e-36,1.12989999926451e-36,3.60584663557148e-37,3.60584663557148e-37,3.60584663557148e-37,3.60584663557148e-37,3.60584663557148e-37,3.60584663557148e-37,3.60584663557148e-37,3.42406974344298e-36,3.42406974344298e-36,3.42406974344298e-36,9.8950381381445e-37,9.8950381381445e-37,1.51466472872547e-37,1.22636415892944e-37,2.38747542465719e-38,1.40859582661996e-38,1.40859582661996e-38,1.40859582661996e-38,1.84232923187387e-39,8.58189226550355e-40,8.58189226550355e-40,8.58189226550355e-40,7.47277901306058e-40,2.27086094139062e-42,9.13224233020105e-38,1.67270747131852e-38,8.67471589970305e-39,8.67471589970305e-39,4.23007814100359e-39,2.37928893517548e-39,4.1770091504293e-39,4.43825337645275e-39,3.8198268225186e-41,3.8198268225186e-41,3.8198268225186e-41,8.02321524008455e-39,3.62432973453053e-42,3.62432973453053e-42,1.49173058719865e-42,4.00553510797767e-43,1.70889181245271e-42,4.18659654586714e-42,3.34228983730987e-42,5.39625898680838e-43,3.66696683013385e-42,3.839721910004e-40,3.43198241040628e-40,8.3314085437058e-40,8.3314085437058e-40,2.33554448569588e-40,3.0150640082639e-41,1.66947787592286e-42,7.04039187969976e-43,1.22773375253306e-42,9.59326911944239e-43,3.32917544308697e-37,6.11717113682018e-37,6.14570868907739e-38,8.35477875543746e-38,4.82120192504925e-37,3.1533507773523e-38,3.66590667857002e-39,6.00548947897353e-40,1.00646175845338e-40,1.37076381892877e-41,6.36848226612328e-42,3.39145942638608e-43,2.19900337646568e-43,1.96640480052151e-42,2.45089187421795e-42,1.65649529615505e-42,1.75195354496398e-41,8.4998849763971e-45,1.95060581042474e-45,2.54531967305342e-46,1.51709299357425e-46,5.45018639676379e-48,1.29371477385218e-51,6.0149453260595e-46,1.23797210906559e-44
"ARIndex",0.0246547812618185,0.0864667302368126,0.1483226216089,0.2157410858965,0.226031144913527,0.257213590634149,0.322085928158827,0.359548711646478,0.485936002995389,0.515349427158392,0.515349427158392,0.516472359239896,0.524024416959959,0.524848126386806,0.524848126386806,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.531722820737183,0.536790164106713,0.536790164106713,0.536790164106713,0.536790164106713,0.536790164106713,0.536790164106713,0.536790164106713,0.544712177491742,0.544712177491742,0.550214879867764,0.550214879867764,0.553715589406504,0.553715589406504,0.553715589406504,0.553715589406504,0.555569694595982,0.555569694595982,0.579106334779004,0.580924454574855,0.586120154959101,0.586120154959101,0.586120154959101,0.596522652474807,0.625745117018631,0.625745117018631,0.625745117018631,0.625745117018631,0.62890883391242,0.62890883391242,0.639437786291686,0.639437786291686,0.639437786291686,0.667713738780831,0.672812992130759,0.681853004065598,0.681853004065598,0.680003598831036,0.684799241269548,0.684799241269548,0.684799241269548,0.693925195541711,0.69906734958112,0.69906734958112,0.69977075256692,0.69977075256692,0.69977075256692,0.702882312367225,0.702882312367225,0.702882312367225,0.702882312367225,0.702882312367225,0.702882312367225,0.702882312367225,0.709197499986021,0.709197499986021,0.709197499986021,0.73291269453282,0.73291269453282,0.739748924247315,0.741265333073124,0.768779115074429,0.770483322323344,0.770483322323344,0.770483322323344,0.785574355141668,0.806395453589044,0.806395453589044,0.806395453589044,0.808296398468854,0.820890116899867,0.820890127989194,0.830141612407599,0.834945298174758,0.834945298174758,0.856711978457994,0.863108259177991,0.870885397577903,0.886493884668057,0.899914786852494,0.899914786852494,0.899914786852494,0.913610119738549,0.930672193611853,0.930672193611853,0.940608828263393,0.95091533002824,0.980469203220197,0.987563149356118,0.988071328377642,1,0.985835508439376,0.977238321953909,0.975890149859495,0.949626583558414,0.949626583558414,0.940536066692208,0.925061898876197,0.901595398005293,0.900033763631682,0.890920448263579,0.886603259177403,0.856812824810453,0.851802628189178,0.835014212692528,0.820191223638516,0.787008679391654,0.777204823692196,0.751799644671793,0.747193453548095,0.733482240083386,0.71443562919046,0.709483339148852,0.702483235255474,0.688263814342789,0.671018536053325,0.670372072302132,0.66260022709933,0.665163375749995,0.634925208675412,0.5972030298952,0.571725557634985,0.56359434549307,0.550672051404236,0.548042623381786,0.513560923535102,0.495650792942824
"Overlap_ATC",0,0.0588235294117647,0.0588235294117647,0.147058823529412,0.147058823529412,0.205882352941176,0.294117647058824,0.411764705882353,0.705882352941177,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.764705882352941,0.764705882352941,0.735294117647059,0.735294117647059,0.735294117647059,0.735294117647059,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.794117647058823,0.941176470588235,0.941176470588235,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.911764705882353,0.911764705882353,0.911764705882353,0.911764705882353,0.911764705882353,0.882352941176471,0.882352941176471,0.882352941176471,0.911764705882353,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.911764705882353,0.911764705882353,0.911764705882353,0.911764705882353,0.852941176470588,0.852941176470588,0.823529411764706,0.823529411764706,0.823529411764706,0.794117647058823,0.764705882352941,0.735294117647059,0.764705882352941,0.735294117647059,0.735294117647059,0.735294117647059,0.735294117647059,0.735294117647059,0.735294117647059,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.676470588235294,0.647058823529412,0.529411764705882
