"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"K",2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154,158,162,166,170,174,178,182,186,190,194,198,202,206,210,214,218,222,226,230,234,238,242,246,250,254,258,262,266,270,274,278,282,286,290,294,298,302,306,310,314,318,322,326,330,334,338,342,346,350,354,358,362,366,370,374,378,382,386,390,394,398
"IncDrugs",1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1308,1307,1307,1307,1306,1306,1305,1304,1304,1300,1298,1297,1294,1289,1287,1285,1285,1283,1281,1278,1275,1272,1268,1265,1260,1258,1256,1253,1252,1249,1247,1244,1241,1237,1235,1233,1231,1229,1225,1222,1218,1213,1210,1206,1201,1198,1194,1191,1187,1183,1180,1176,1172,1167,1162,1159,1154,1151,1146,1142,1138,1135,1132,1128
"EnrichedClusters",0,1,2,4,5,9,19,11,16,22,25,24,28,26,26,27,27,26,27,26,25,25,24,25,24,24,22,22,21,20,20,20,19,19,20,20,19,20,20,20,20,20,20,19,19,19,20,20,20,20,19,19,19,20,20,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,18,17,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16
"Percentage",0,16.67,20,28.57,27.78,40.91,73.08,36.67,47.06,57.89,59.52,52.17,56,48.15,44.83,43.55,40.91,37.14,36.49,33.33,30.49,29.07,26.67,26.6,24.49,23.53,20.75,20,18.42,16.95,16.39,15.87,14.62,14.18,14.49,14.08,13.1,13.51,13.16,12.82,12.58,12.27,12.05,11.24,10.98,10.98,11.43,11.24,11.17,11.24,10.56,10.44,10.22,10.64,10.53,9.95,9.38,9.33,9.33,9.28,9.33,9.23,9.14,9.09,8.96,8.42,8.33,8.29,8.25,8.25,8.17,8.1,8.02,7.94,7.94,7.91,8.37,7.94,8.37,8.37,8.41,8.37,8.37,8.33,7.87,7.87,7.83,7.83,7.83,7.87,7.44,7.41,7.44,7.41,7.44,7.44,7.44,7.41,7.37,7.37
"EnrichedClustersDT",0,1,3,6,9,10,11,13,15,14,13,13,15,14,14,17,17,17,19,19,19,20,20,20,19,19,17,16,16,17,17,18,18,16,16,16,15,15,15,17,15,16,15,15,15,15,15,16,16,16,15,15,16,15,13,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,13,13,13,13,13,13,13,13,13
"PercentageDT",0,16.67,30,42.86,50,45.45,42.31,43.33,44.12,36.84,30.95,28.26,30,25.93,24.14,27.42,25.76,24.29,25.68,24.36,23.17,23.26,22.22,21.28,19.39,18.63,16.04,14.55,14.04,14.41,13.93,14.29,13.85,11.94,11.59,11.27,10.34,10.14,9.87,10.9,9.43,9.82,9.04,8.88,8.67,8.67,8.57,8.99,8.94,8.99,8.33,8.24,8.6,7.98,6.84,7.33,7.29,7.25,7.25,7.22,7.77,7.69,7.61,7.58,7.46,6.93,6.86,6.83,6.8,6.8,6.73,6.67,6.6,6.07,6.07,6.05,6.51,6.54,6.51,6.51,6.54,6.51,6.51,6.48,6.48,6.48,6.45,6.45,5.99,6.02,5.58,6.02,6.05,6.02,6.05,6.05,6.05,6.02,5.99,5.99
"Pval_ATC",2.55351770144541e-08,8.4292752492112e-05,1.82888741156926e-06,2.39361561706281e-09,2.84922549260908e-10,1.0998035435763e-13,7.43271218419137e-14,4.31104235500871e-14,1.9616946094865e-15,4.89302742273604e-16,3.89267775102522e-17,3.04428867663689e-17,3.37973439799553e-13,9.65429785288009e-14,9.98601043608507e-15,4.80553474430358e-16,5.39232017567568e-15,1.38019040177386e-15,1.41332448807391e-16,1.93559900739553e-16,3.69119085796985e-16,4.75561051072909e-16,1.29169461729678e-16,1.97053526899512e-16,1.03798942158119e-16,6.54380940287804e-17,3.39443416493139e-16,1.94596529918933e-15,1.73213949264386e-15,4.96698670628914e-15,1.30597303919432e-14,1.85362398088502e-14,1.65806254823496e-13,8.17378597660938e-14,5.2868872543266e-15,1.00852746068559e-15,5.77978623702969e-15,7.18366105963665e-16,2.34076596615944e-16,8.04666054634837e-16,3.61735182723879e-16,6.29914175794214e-17,2.88609565391582e-17,1.73479654014579e-16,3.59113476713608e-17,2.99688262918822e-17,4.20611739259397e-19,2.82694831231852e-19,1.54586416561502e-19,1.26152521653073e-19,2.82016865909357e-19,1.43539348350466e-19,1.21663671109484e-18,1.96796232043373e-19,2.6560468968985e-18,6.82271110657196e-18,1.87717180272728e-17,8.52631778414883e-18,8.14960126743231e-18,6.49597788813829e-18,5.17057284653519e-18,1.06265209838046e-17,8.07734049345528e-18,3.5027907924032e-18,2.68193515282313e-18,1.35875437659139e-17,1.09247662227445e-17,7.98129348176969e-18,6.09872464589312e-18,5.90794144759401e-18,3.65529300129745e-18,2.91515887670491e-18,6.35928476578335e-19,3.62610379740227e-19,3.32777567766605e-19,2.1977928375991e-19,5.35903176060575e-20,1.87892869055609e-19,3.02395013393215e-20,1.33301373938134e-20,8.08699393037415e-21,6.10960927647559e-21,4.270975588662e-21,3.21206675723357e-21,1.20225011172897e-20,1.0541980266077e-20,7.79382232796226e-21,6.32388703935402e-21,5.02824718254545e-21,3.84169750454929e-21,1.39510148678426e-20,1.1315750142761e-20,8.65474749458676e-21,8.01386444200687e-21,8.01386444200687e-21,6.8678359043849e-21,5.03478780769677e-21,3.98245228232645e-21,3.90514673865728e-21,3.47111707917427e-21
"Pval_DT",0.000738710221201409,1.31528848662496e-14,5.65940827976017e-16,2.54625292304705e-23,2.1247352091812e-27,4.80343082214336e-33,1.0490437751622e-35,1.76897909337745e-36,4.62170493991716e-39,2.02244862685958e-41,5.97629828500071e-43,4.9170245659367e-44,2.38073438206872e-35,1.13726371201492e-35,2.47716245069338e-36,3.42218173000345e-40,1.47708083568871e-39,5.22449604848895e-37,6.8168628500817e-39,3.45664926613703e-40,3.24233434981931e-40,4.05181643889347e-36,1.98044440330176e-38,1.30160489360449e-38,9.06026715146162e-40,1.11364289130768e-39,1.83994466623784e-39,6.0881796964236e-39,1.17136938056577e-39,5.17180795930452e-41,2.58820788752361e-41,1.30541806065218e-42,3.03757992760798e-36,8.7427381069303e-36,1.27154626894353e-37,1.10633459463733e-37,1.81140086668486e-37,6.71629652648036e-38,2.48121204718228e-38,2.78832091452377e-38,4.85014310045734e-37,5.04087838340867e-39,8.64055215312673e-39,8.64055215312673e-39,4.35067086853516e-40,3.12115366112177e-40,9.32744683189963e-41,4.41639032655753e-41,4.12469623817296e-41,2.07575752113628e-41,2.84778100824712e-41,1.23339452935177e-41,1.25059379550579e-42,3.21748271629662e-42,1.26628386237265e-41,2.12503530109596e-41,1.2017080322112e-41,1.30594456562441e-41,9.77983751546755e-42,5.88017339808878e-42,4.48644851831438e-43,2.65600758151267e-43,1.56680502056236e-43,1.4525907836703e-43,1.07235292507414e-43,6.98778461282486e-43,5.55237700413616e-43,4.40877744025023e-43,2.77389630660919e-43,2.37544011525136e-43,1.48898083828763e-43,8.60328495579545e-44,4.08589080400987e-45,6.03948447211788e-45,5.12255696471257e-45,2.05804194676832e-45,2.85515234510944e-46,2.62351068134432e-46,1.02820287722667e-46,8.66162800253435e-47,5.52676712276128e-46,3.59590756407644e-46,8.94475559414933e-47,4.04543826438929e-47,3.09977534942274e-47,1.81507770805546e-47,5.62196374723386e-48,4.68721705822737e-48,1.78408041871903e-47,1.62955725814727e-47,6.7733938987496e-47,3.59684715572527e-47,1.31662387245844e-47,1.44334323170161e-47,1.44334323170161e-47,1.44334323170161e-47,9.10681169984599e-48,9.10681169984599e-48,6.89930508092711e-48,5.22182225379863e-48
"ARIndex",0.0241072385512043,0.102448279483821,0.16542749650887,0.226595530590513,0.266890841559035,0.355751233753621,0.383983324426853,0.45622411405324,0.486555055319094,0.510174429916616,0.543016497503954,0.571073000837539,0.629696020896405,0.652263072044305,0.680171022794139,0.679220880006974,0.729041476395484,0.793236392625582,0.821854956455636,0.841976280961777,0.862267304113608,0.89312698580003,0.915119039100837,0.931122727180234,0.956821521394153,0.961040004477709,0.976523877337225,0.944063784242734,0.934582501968967,0.925045924774041,0.903623221385699,0.880392654348756,0.839861469422535,0.832903563485881,0.819134373688274,0.798335102184491,0.793071007381655,0.785717743068117,0.780174951441912,0.74776185637147,0.713856767820982,0.717018240869081,0.704336522919662,0.705395563486762,0.68891310977679,0.688537003624227,0.679079761294134,0.673413826321724,0.670381608977891,0.670334965944249,0.667020236734194,0.663528539938485,0.661277503227503,0.657754090621845,0.64967659428468,0.648024146403027,0.646683920918122,0.641269229586024,0.640575612979052,0.640618416734151,0.639781616393781,0.631179377203593,0.63016967818344,0.625322050610199,0.621065090590143,0.619772915319364,0.617073683131135,0.612976533653838,0.610678857276087,0.610136018625138,0.606777649552782,0.602068478592527,0.593406399712218,0.591841654832402,0.591564364150551,0.590582974818402,0.588262747334983,0.588503584523546,0.584941860718497,0.58198478931335,0.578964337013641,0.5751892065741,0.57347194597499,0.571675163812125,0.571843118214624,0.571640099033945,0.56974528207125,0.568159145306177,0.566379178822414,0.565028223212062,0.564924950680595,0.562762425091457,0.561122804570171,0.555755423731965,0.553754685639269,0.552934861355595,0.551611898630268,0.548822415924382,0.548326345882403,0.547461141631252
"Overlap_ATC",0,0.0588235294117647,0.0882352941176471,0.205882352941176,0.205882352941176,0.294117647058824,0.470588235294118,0.441176470588235,0.5,0.617647058823529,0.764705882352941,0.764705882352941,0.941176470588235,0.941176470588235,0.941176470588235,0.911764705882353,0.882352941176471,0.941176470588235,0.941176470588235,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,1,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.911764705882353,0.852941176470588,0.852941176470588,0.852941176470588,0.823529411764706,0.794117647058823,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.764705882352941,0.764705882352941,0.735294117647059,0.735294117647059,0.705882352941177,0.705882352941177,0.705882352941177,0.735294117647059,0.735294117647059,0.735294117647059,0.735294117647059,0.705882352941177,0.705882352941177,0.676470588235294,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.705882352941177,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294,0.676470588235294
