"K","IncDrugs","EnrichedClusters","Percentage","EnrichedClustersDT","PercentageDT","Pval_ATC","Pval_DT"
106,1309,16,15.09,16,15.09,0.167445021856215,0.00103222979926785
106,1309,12,11.32,0,0,0.937070094015047,0.56931509589875
106,1309,15,14.15,6,5.66,0.301236197267586,0.72451207256938
106,1309,18,16.98,10,9.43,0.446906384442786,0.570062797254994
106,1309,11,10.38,8,7.55,0.788058482855965,0.205641929959497
106,1309,17,16.04,2,1.89,0.145054707844578,0.507306269016873
106,1309,11,10.38,7,6.6,0.598865364562127,0.752352257401747
106,1309,17,16.04,11,10.38,0.201595197781809,0.120324277884113
106,1309,9,8.49,0,0,0.90665340525451,0.825076395680901
106,1309,12,11.32,14,13.21,0.637155286859076,0.203052488094261
106,1309,18,16.98,6,5.66,0.0113113178491865,0.694506358010369
106,1309,16,15.09,7,6.6,0.941644810399981,0.436548165217733
106,1309,16,15.09,7,6.6,0.383353111977258,0.115872073106429
106,1309,13,12.26,4,3.77,0.626321660135308,0.743228546834778
106,1309,18,16.98,4,3.77,0.623148463836222,0.732044401673366
106,1309,12,11.32,10,9.43,0.17871832342893,0.734385345954921
106,1309,15,14.15,7,6.6,0.722511681122763,0.649012926113886
106,1309,14,13.21,11,10.38,0.480580972382737,0.037383424976767
106,1309,16,15.09,5,4.72,0.48758164952669,0.960309634396489
106,1309,11,10.38,10,9.43,0.939161731629897,0.931509996083837
106,1309,13,12.26,8,7.55,0.764857636565504,0.585677602944252
106,1309,18,16.98,8,7.55,0.0668066051411929,0.880018385969411
106,1309,11,10.38,6,5.66,0.567599773958201,0.512891014995303
106,1309,17,16.04,1,0.94,0.511760828577842,0.937639004332697
106,1309,19,17.92,9,8.49,0.508523357929625,0.146719977119091
106,1309,12,11.32,10,9.43,0.867072427218798,0.573687115335141
106,1309,19,17.92,11,10.38,0.18464248632645,0.20398074859953
106,1309,18,16.98,9,8.49,0.524402666141353,0.271037451459831
106,1309,17,16.04,6,5.66,0.324227900440346,0.878892437918284
106,1309,14,13.21,2,1.89,0.910951154668359,0.836054959525115
106,1309,13,12.26,11,10.38,0.435124669276824,0.428233844768096
106,1309,15,14.15,16,15.09,0.842434192468201,0.188512946384177
106,1309,22,20.75,11,10.38,0.250845526776898,0.923832173269642
106,1309,14,13.21,9,8.49,0.511855668751756,0.571311782302719
106,1309,17,16.04,7,6.6,0.200474359698151,0.897674506090136
106,1309,10,9.43,7,6.6,0.82835319517113,0.709703932651005
106,1309,10,9.43,5,4.72,0.911160315507421,0.657825605266339
106,1309,14,13.21,10,9.43,0.668774071304454,0.875279681737599
106,1309,15,14.15,10,9.43,0.806744981162012,0.14595962355648
106,1309,13,12.26,4,3.77,0.985641053483087,0.961407969723495
106,1309,12,11.32,9,8.49,0.972397038307694,0.211869991807344
106,1309,12,11.32,7,6.6,0.358741869771403,0.334567962816369
106,1309,12,11.32,10,9.43,0.767664480033941,0.0126581333273071
106,1309,15,14.15,16,15.09,0.908211638810411,0.153293106309862
106,1309,15,14.15,9,8.49,0.0854492152294165,0.829649967282932
106,1309,12,11.32,14,13.21,0.197782075806872,0.0327495729375725
106,1309,19,17.92,6,5.66,0.192870007932512,0.545053739323171
106,1309,12,11.32,3,2.83,0.661385993081101,0.979296726365338
106,1309,12,11.32,8,7.55,0.698915191366798,0.546990939679598
106,1309,19,17.92,12,11.32,0.0939104000193127,0.0760037919975213
106,1309,11,10.38,12,11.32,0.92937977528672,0.718593093924565
106,1309,13,12.26,4,3.77,0.894270618716662,0.992785284857701
106,1309,20,18.87,13,12.26,0.194123762332572,0.938157441334275
106,1309,12,11.32,16,15.09,0.37192711345018,0.360800625974564
106,1309,11,10.38,8,7.55,0.691420160693174,0.591136119100127
106,1309,16,15.09,5,4.72,0.801097319969591,0.986977470794535
106,1309,19,17.92,11,10.38,0.695797512261469,0.939426759546778
106,1309,16,15.09,6,5.66,0.841752264323224,0.123514021347622
106,1309,17,16.04,10,9.43,0.597529090856596,0.304215179434049
106,1309,16,15.09,6,5.66,0.4988454245805,0.687454263950145
106,1309,15,14.15,7,6.6,0.188815559979754,0.530012425029799
106,1309,15,14.15,6,5.66,0.717996248899134,0.805205207550359
106,1309,11,10.38,9,8.49,0.990751603564335,0.918100555568437
106,1309,14,13.21,13,12.26,0.0768064493696833,0.042018176945995
106,1309,16,15.09,12,11.32,0.148668419369732,0.0133176541788067
106,1309,14,13.21,9,8.49,0.429419123043507,0.780148080500028
106,1309,10,9.43,14,13.21,0.991196954819284,0.774516588738074
106,1309,10,9.43,6,5.66,0.936497333111488,0.514004858732238
106,1309,12,11.32,2,1.89,0.596464950800775,0.864759291434885
106,1309,12,11.32,10,9.43,0.874457101452151,0.95538268454951
106,1309,14,13.21,0,0,0.48549584957794,0.559497380488272
106,1309,19,17.92,7,6.6,0.465526163989756,0.997878381598405
106,1309,11,10.38,6,5.66,0.990554605787024,0.998881294017434
106,1309,12,11.32,1,0.94,0.515562077482326,0.937864824649211
106,1309,11,10.38,5,4.72,0.595616015660571,0.771969504090659
106,1309,11,10.38,12,11.32,0.865925838977323,0.473746387983787
106,1309,15,14.15,7,6.6,0.479488845490248,0.721676700817334
106,1309,15,14.15,15,14.15,0.0989702504614581,0.31039437638688
106,1309,6,5.66,12,11.32,0.815846865884818,0.414426058691481
106,1309,19,17.92,9,8.49,0.181199819919552,0.331045097872488
106,1309,15,14.15,2,1.89,0.850873698857688,0.824786095541642
106,1309,15,14.15,5,4.72,0.829745127052735,0.929384837712447
106,1309,13,12.26,14,13.21,0.456007663318831,0.172305655191864
106,1309,14,13.21,10,9.43,0.192870007932512,0.426954683967815
106,1309,11,10.38,9,8.49,0.241046738634606,0.477971133607974
106,1309,16,15.09,9,8.49,0.747440020552708,0.794119124478564
106,1309,13,12.26,15,14.15,0.373843111649768,0.170724739971218
106,1309,19,17.92,11,10.38,0.0979737660232284,0.0456831786758874
106,1309,15,14.15,6,5.66,0.142935738173161,0.311570400460027
106,1309,18,16.98,5,4.72,0.515409629335186,0.809319155489554
106,1309,20,18.87,9,8.49,0.550007733038525,0.659940047216499
106,1309,13,12.26,6,5.66,0.737439271775665,0.989666985375902
106,1309,18,16.98,12,11.32,0.0461374424058394,0.814496569743254
106,1309,16,15.09,5,4.72,0.643049557497664,0.971660929200411
106,1309,9,8.49,12,11.32,0.987220778002164,0.583503731562416
106,1309,14,13.21,3,2.83,0.977106928762437,0.987522802188516
106,1309,12,11.32,6,5.66,0.360568082247591,0.60457644134169
106,1309,16,15.09,6,5.66,0.708233076210368,0.971459829710981
106,1309,11,10.38,6,5.66,0.267152630133807,0.191277436566852
106,1309,10,9.43,5,4.72,0.994896972418933,0.249076447862149
106,1309,12,11.32,4,3.77,0.95800047156711,0.921660496371644
106,1309,15,14.15,13,12.26,0.663269118253429,0.606966877296303
106,1309,15,14.15,0,0,0.639396533347185,0.965005344270903
106,1309,16,15.09,8,7.55,0.372987944715173,0.186201291032249
106,1309,13,12.26,4,3.77,0.878598548717426,0.535529118097327
106,1309,11,10.38,6,5.66,0.118174506744399,0.395074177703931
106,1309,16,15.09,2,1.89,0.750986056113789,0.476959772549931
106,1309,13,12.26,15,14.15,0.853566145432532,0.0183007907127437
106,1309,15,14.15,12,11.32,0.85140246335416,0.316041519071913
106,1309,15,14.15,5,4.72,0.55960598555747,0.256496184223958
106,1309,16,15.09,9,8.49,0.489810694020579,0.980869109724125
106,1309,8,7.55,1,0.94,0.999189106080803,0.615447489861173
106,1309,15,14.15,6,5.66,0.859672657121387,0.773565347914952
106,1309,20,18.87,13,12.26,0.195146902657767,0.0465634411713804
106,1309,18,16.98,12,11.32,0.543942205782366,0.94050488126565
106,1309,17,16.04,7,6.6,0.737798201942802,0.969744592035017
106,1309,10,9.43,3,2.83,0.994459899540111,0.917022680640093
106,1309,21,19.81,11,10.38,0.503160056422504,0.147232089741212
106,1309,17,16.04,6,5.66,0.11610802067527,0.492594302301311
106,1309,14,13.21,1,0.94,0.534491948461908,0.797072533794784
106,1309,16,15.09,15,14.15,0.190703259070723,0.00121707436761376
106,1309,18,16.98,11,10.38,0.064833696381013,0.7060678133903
106,1309,14,13.21,12,11.32,0.273327936112267,0.321727764963606
106,1309,17,16.04,9,8.49,0.254692288894065,0.789866828967553
106,1309,13,12.26,6,5.66,0.875334752636763,0.358308960227418
106,1309,11,10.38,7,6.6,0.954720702517054,0.569660067693428
106,1309,13,12.26,5,4.72,0.171804116747589,0.99166346477078
106,1309,14,13.21,9,8.49,0.648246636629368,0.892430846703213
106,1309,8,7.55,11,10.38,0.994788985151013,0.284721621729853
106,1309,13,12.26,6,5.66,0.482515755448833,0.334944255978885
106,1309,13,12.26,8,7.55,0.715488463711976,0.727489463574116
106,1309,16,15.09,11,10.38,0.19133472816308,0.56843893574039
106,1309,14,13.21,11,10.38,0.869168606193965,0.987454400461293
106,1309,16,15.09,13,12.26,0.701582429625718,0.28139977782325
106,1309,12,11.32,6,5.66,0.794395447741898,0.754084774064116
106,1309,18,16.98,12,11.32,0.825765623870083,0.0515504339552358
106,1309,17,16.04,14,13.21,0.625482571314578,0.355208231406501
106,1309,14,13.21,5,4.72,0.467812945808708,0.328460961263337
106,1309,10,9.43,9,8.49,0.344595383348327,0.641499747461699
106,1309,11,10.38,5,4.72,0.999657765780575,0.961323323573478
106,1309,17,16.04,15,14.15,0.237105489856378,0.632047662481132
106,1309,16,15.09,4,3.77,0.171054637923558,0.969536181888082
106,1309,17,16.04,12,11.32,0.467683773658383,0.213439975047591
106,1309,12,11.32,9,8.49,0.983262048808452,0.810796536657042
106,1309,17,16.04,0,0,0.480059813937531,0.742245571195201
106,1309,15,14.15,7,6.6,0.650482885067909,0.680667053698472
106,1309,14,13.21,1,0.94,0.0902093184605928,0.387824799169103
106,1309,14,13.21,13,12.26,0.814870377646437,0.698807884688799
106,1309,13,12.26,6,5.66,0.53144333961626,0.0687013233378739
106,1309,16,15.09,5,4.72,0.786051025024698,0.692020100595885
106,1309,16,15.09,10,9.43,0.297584278269884,0.231428014786578
106,1309,20,18.87,11,10.38,0.0560414538140084,0.38312530996299
106,1309,13,12.26,4,3.77,0.974546282661501,0.762000014968829
106,1309,14,13.21,9,8.49,0.711377828969544,0.80637998173171
106,1309,21,19.81,13,12.26,0.169990001268848,0.0782555191917038
106,1309,12,11.32,5,4.72,0.8481303870608,0.763953582922584
106,1309,17,16.04,11,10.38,0.494994551940008,0.587254605245202
106,1309,14,13.21,15,14.15,0.531518182617935,0.463225132113874
106,1309,15,14.15,14,13.21,0.0559432345703476,0.0409660366349063
106,1309,14,13.21,10,9.43,0.778038119924718,0.571290021995599
106,1309,21,19.81,16,15.09,0.548937455259317,0.564585284571553
106,1309,17,16.04,13,12.26,0.0401364523315621,0.0141849295981441
106,1309,15,14.15,1,0.94,0.745027696035663,0.655703791984114
106,1309,13,12.26,13,12.26,0.763174876861121,0.110556658664988
106,1309,16,15.09,8,7.55,0.0175733014416506,0.243856970961637
106,1309,17,16.04,11,10.38,0.446471167577979,0.637671642830822
106,1309,12,11.32,14,13.21,0.715367462251998,0.0660580319480681
106,1309,22,20.75,1,0.94,0.438145795971762,0.813514515940946
106,1309,18,16.98,10,9.43,0.363346033658045,0.900410650906578
106,1309,25,23.58,12,11.32,0.00351332139231708,0.220836743672406
106,1309,12,11.32,9,8.49,0.343104252908614,0.730190343427959
106,1309,13,12.26,8,7.55,0.979660767908927,0.492027038952357
106,1309,18,16.98,6,5.66,0.289782222501349,0.221853618187261
106,1309,17,16.04,11,10.38,0.863325654148706,0.15257010125434
106,1309,19,17.92,6,5.66,0.180093889040545,0.866083124028094
106,1309,18,16.98,13,12.26,0.00340357027065405,0.00670463203614404
106,1309,18,16.98,0,0,0.189129476511627,0.901131950280006
106,1309,13,12.26,0,0,0.254064545482741,0.477235691498543
106,1309,17,16.04,6,5.66,0.155375765312023,0.279498144885025
106,1309,13,12.26,5,4.72,0.907859622286648,0.379605078594958
106,1309,12,11.32,10,9.43,0.268266148107989,0.652518208102794
106,1309,18,16.98,8,7.55,0.69159036004108,0.790622430544898
106,1309,13,12.26,16,15.09,0.929616793767702,0.914620105446093
106,1309,13,12.26,10,9.43,0.153718121087745,0.728796412389775
106,1309,15,14.15,1,0.94,0.871279332065372,0.884552718410799
106,1309,13,12.26,4,3.77,0.516612097351662,0.752713653662998
106,1309,17,16.04,8,7.55,0.621706002251611,0.994923900586984
106,1309,14,13.21,10,9.43,0.378677719121694,0.117756466975338
106,1309,12,11.32,3,2.83,0.844523370913372,0.543315779768922
106,1309,13,12.26,5,4.72,0.439384354312256,0.491047601204904
106,1309,16,15.09,10,9.43,0.690210772653107,0.50509606382308
106,1309,14,13.21,7,6.6,0.565404136150781,0.788238780008775
106,1309,15,14.15,17,16.04,0.155098764946979,0.280146323376435
106,1309,11,10.38,2,1.89,0.961288019455338,0.497530879944987
106,1309,13,12.26,8,7.55,0.620849629804869,0.761364390444567
106,1309,19,17.92,3,2.83,0.454370600938574,0.863041551569848
106,1309,13,12.26,3,2.83,0.749373188200445,0.785885806215407
106,1309,21,19.81,9,8.49,0.201264032025514,0.325984237614271
106,1309,15,14.15,5,4.72,0.830913563677981,0.634702374978864
106,1309,19,17.92,5,4.72,0.0252096959346337,0.615025059572774
106,1309,18,16.98,11,10.38,0.0488109068144621,0.588050624423821
106,1309,10,9.43,5,4.72,0.880198435385629,0.189090750496491
106,1309,21,19.81,4,3.77,0.68609702204101,0.799903351692889
106,1309,12,11.32,8,7.55,0.526314676793462,0.830594125441766
106,1309,16,15.09,8,7.55,0.189712761926716,0.840668516365086
106,1309,15,14.15,4,3.77,0.72579801102903,0.138700078087844
106,1309,14,13.21,6,5.66,0.832613781957564,0.843221175963561
106,1309,14,13.21,8,7.55,0.865452449606244,0.877391995175153
106,1309,17,16.04,10,9.43,0.68195358752396,0.772674631360828
106,1309,15,14.15,1,0.94,0.246299166996226,0.0131007119216564
106,1309,15,14.15,12,11.32,0.756736853454199,0.082793005097901
106,1309,13,12.26,5,4.72,0.800363450172389,0.741228422737677
106,1309,15,14.15,13,12.26,0.569812251532002,0.0250775477823415
106,1309,16,15.09,8,7.55,0.39223258498108,0.16629582538687
106,1309,12,11.32,14,13.21,0.70240148995611,0.246444778176576
106,1309,11,10.38,0,0,0.733962738826329,0.453293572702615
106,1309,12,11.32,6,5.66,0.621275134862432,0.496457400588927
106,1309,11,10.38,6,5.66,0.683951374042043,0.828850550154553
106,1309,13,12.26,10,9.43,0.1246099037483,0.116492935040925
106,1309,22,20.75,14,13.21,0.222337758987153,0.190391296888484
106,1309,19,17.92,12,11.32,0.0431357016158948,0.212745728681679
106,1309,14,13.21,8,7.55,0.831348031589385,0.650178984934519
106,1309,20,18.87,10,9.43,0.256565401183508,0.184473904789378
106,1309,16,15.09,6,5.66,0.41993296506933,0.529781977653779
106,1309,14,13.21,11,10.38,0.0812347760342506,0.000325578033179453
106,1309,12,11.32,5,4.72,0.898824536766389,0.889777169792452
106,1309,21,19.81,10,9.43,0.000683488343848008,0.209694846807631
106,1309,20,18.87,17,16.04,0.817216715562086,0.0257339104637829
106,1309,12,11.32,7,6.6,0.775360916604963,0.0321650714333434
106,1309,15,14.15,3,2.83,0.138495490989124,0.191077601312039
106,1309,12,11.32,10,9.43,0.397066294458711,0.637600853505744
106,1309,11,10.38,8,7.55,0.921046491206219,0.103855567199294
106,1309,13,12.26,14,13.21,0.697390430614519,0.358941763739803
106,1309,11,10.38,5,4.72,0.733315330207243,0.169483967154864
106,1309,14,13.21,4,3.77,0.201264032025514,0.348985377881152
106,1309,17,16.04,13,12.26,0.421530637425571,0.797955045964541
106,1309,17,16.04,7,6.6,0.504470491456251,0.121601224559392
106,1309,15,14.15,15,14.15,0.534046748440677,0.228501513170673
106,1309,13,12.26,9,8.49,0.950670021131508,0.379252896935061
106,1309,9,8.49,6,5.66,0.535831920349668,0.671231758641737
106,1309,18,16.98,15,14.15,0.00237514561946339,0.0160279199500857
106,1309,14,13.21,6,5.66,0.730360409853703,0.969608417258027
106,1309,15,14.15,8,7.55,0.561344234428266,0.0260015808787265
106,1309,16,15.09,14,13.21,0.355376362052433,0.00765365486394028
106,1309,21,19.81,7,6.6,0.518224365699645,0.676070713250735
106,1309,14,13.21,8,7.55,0.0261210504479516,0.0403659620195024
106,1309,15,14.15,11,10.38,0.88630335194606,0.974919207741979
106,1309,14,13.21,13,12.26,0.207192604724793,0.510191511571
106,1309,13,12.26,10,9.43,0.894449371042743,0.319053325733646
106,1309,17,16.04,9,8.49,0.184140582031815,0.181809612328291
106,1309,15,14.15,13,12.26,0.670241258741778,0.935333458603855
106,1309,19,17.92,11,10.38,0.451543338255207,0.152410661803078
106,1309,5,4.72,12,11.32,0.972130193607061,0.684250064988252
106,1309,15,14.15,5,4.72,0.868978351311278,0.05638384282835
106,1309,15,14.15,3,2.83,0.668267192243313,0.748722321241648
106,1309,18,16.98,10,9.43,0.107423414260788,0.16046017624754
106,1309,16,15.09,12,11.32,0.00322479948764664,0.0419334845761517
106,1309,20,18.87,1,0.94,0.154036010323132,0.929898733339907
106,1309,17,16.04,7,6.6,0.195504756609273,0.156030641618934
106,1309,16,15.09,11,10.38,0.197389063159685,0.825282679649888
106,1309,17,16.04,8,7.55,0.347622352181024,0.894482751431598
106,1309,15,14.15,5,4.72,0.399392854745023,0.473109928114606
106,1309,19,17.92,4,3.77,0.154631824863182,0.493682563969357
106,1309,18,16.98,5,4.72,0.0291171290255943,0.0327501419137291
106,1309,19,17.92,2,1.89,0.751691529408553,0.90841103545656
106,1309,13,12.26,6,5.66,0.756595332345658,0.924553781241772
106,1309,16,15.09,6,5.66,0.625062725336506,0.567967790542868
106,1309,16,15.09,5,4.72,0.334117330798404,0.653116436319156
106,1309,13,12.26,18,16.98,0.602629267472261,0.0362388926210739
106,1309,13,12.26,1,0.94,0.554152253620866,0.914756571184694
106,1309,15,14.15,13,12.26,0.926448239590317,0.137278974823399
106,1309,17,16.04,10,9.43,0.767233431648744,0.989065366758276
106,1309,20,18.87,13,12.26,0.0674366940683242,0.942828706931252
106,1309,15,14.15,1,0.94,0.862178921803263,0.946053582084145
106,1309,18,16.98,8,7.55,0.889926533165547,0.391322216491304
106,1309,15,14.15,10,9.43,0.202890179569052,0.0550141969280206
106,1309,19,17.92,0,0,0.0430092662518449,0.72882748600347
106,1309,16,15.09,6,5.66,0.595234982979646,0.582008339103733
106,1309,17,16.04,1,0.94,0.474619044952331,0.965802693036811
106,1309,12,11.32,7,6.6,0.942453711224613,0.343302132162544
106,1309,14,13.21,12,11.32,0.577256741902732,0.632733482658624
106,1309,11,10.38,10,9.43,0.726265736851478,0.753342279689377
106,1309,15,14.15,7,6.6,0.926110923182066,0.748587144534166
106,1309,16,15.09,7,6.6,0.65539571746122,0.863479593537758
106,1309,18,16.98,13,12.26,0.213770051203297,0.816976552257011
106,1309,15,14.15,1,0.94,0.815435559369361,0.556253456433103
106,1309,19,17.92,4,3.77,0.112967536582107,0.225944034346761
106,1309,19,17.92,9,8.49,0.816631851192258,0.19276507221077
106,1309,16,15.09,7,6.6,0.0433802319460332,0.213697327294779
106,1309,14,13.21,10,9.43,0.851631378409335,0.271175633401622
106,1309,12,11.32,9,8.49,0.761164864856829,0.497613391810231
106,1309,7,6.6,5,4.72,0.966837193962069,0.924553781241772
106,1309,14,13.21,10,9.43,0.722117520724159,0.871960611335294
106,1309,16,15.09,2,1.89,0.702512947192268,0.659306313477171
106,1309,15,14.15,14,13.21,0.579238377970757,0.490698704633021
106,1309,22,20.75,3,2.83,0.408628529982808,0.271175633401622
106,1309,14,13.21,1,0.94,0.797168864000906,0.675696097456203
106,1309,17,16.04,3,2.83,0.501382897022622,0.99274257201735
106,1309,22,20.75,12,11.32,0.256489329231167,0.438283494984136
106,1309,17,16.04,4,3.77,0.350207343810783,0.727096467641285
106,1309,13,12.26,1,0.94,0.498607399739988,0.782736238386105
106,1309,14,13.21,2,1.89,0.984352153949042,0.677718737462281
106,1309,14,13.21,2,1.89,0.674782542872806,0.285886033383235
106,1309,13,12.26,5,4.72,0.821562202057295,0.881182584957696
106,1309,18,16.98,13,12.26,0.256513711020528,0.00923843796928814
106,1309,11,10.38,13,12.26,0.552213068726976,0.126443687852918
106,1309,11,10.38,17,16.04,0.949366230084215,0.0296652779916786
106,1309,12,11.32,11,10.38,0.53144333961626,0.351609380943373
106,1309,12,11.32,9,8.49,0.985525621548061,0.932346256118878
106,1309,13,12.26,2,1.89,0.795278800929729,0.883389394375854
106,1309,19,17.92,12,11.32,0.216140348849072,0.235377597201743
106,1309,14,13.21,5,4.72,0.870760083588988,0.253891369790583
106,1309,18,16.98,9,8.49,0.480890021094354,0.0790337149155086
106,1309,13,12.26,9,8.49,0.475518492260454,0.0486726560875606
106,1309,12,11.32,15,14.15,0.96115197599812,0.878042854929537
106,1309,18,16.98,14,13.21,0.308557381047864,0.699753014397067
106,1309,18,16.98,14,13.21,0.352018731104117,0.119000637899561
106,1309,18,16.98,10,9.43,0.195876570739818,0.898474524067545
106,1309,12,11.32,7,6.6,0.891701267636007,0.66634407401688
106,1309,10,9.43,3,2.83,0.496759317171248,0.663152201001018
106,1309,18,16.98,6,5.66,0.0348894768994634,0.180073523724186
106,1309,12,11.32,12,11.32,0.59476523722152,0.0593472852040699
106,1309,14,13.21,7,6.6,0.849506617345758,0.839013141594833
106,1309,21,19.81,12,11.32,0.00051576457181681,0.643142201898848
106,1309,17,16.04,16,15.09,0.740658964756532,0.743965188969471
106,1309,12,11.32,8,7.55,0.516744491757656,0.650241691121185
106,1309,16,15.09,7,6.6,0.253072638893416,0.988408927384883
106,1309,13,12.26,6,5.66,0.528138231170895,0.546837660568217
106,1309,14,13.21,6,5.66,0.415210070754958,0.79149064909019
106,1309,18,16.98,10,9.43,0.0131893771456863,0.235613222184371
106,1309,17,16.04,13,12.26,0.20550607760601,0.712441951393325
106,1309,20,18.87,15,14.15,0.11851998452245,0.147442751755983
106,1309,12,11.32,5,4.72,0.451543338255207,0.308577981910977
106,1309,16,15.09,5,4.72,0.630808204747883,0.95540515554372
106,1309,18,16.98,10,9.43,0.0139486249765793,0.337953094498144
106,1309,14,13.21,2,1.89,0.540341408067285,0.71132351559607
106,1309,18,16.98,0,0,0.579291732092926,0.779142777321599
106,1309,11,10.38,0,0,0.942983598847588,0.952827125362174
106,1309,13,12.26,14,13.21,0.951742736428856,0.961986528492503
106,1309,12,11.32,8,7.55,0.474165465057722,0.823184211193665
106,1309,17,16.04,11,10.38,0.550918387184466,0.339024529569843
106,1309,21,19.81,11,10.38,0.138087782391159,0.0479349902285602
106,1309,15,14.15,4,3.77,0.974942397027718,0.999517399663451
106,1309,14,13.21,3,2.83,0.901002066068554,0.907510485197952
106,1309,12,11.32,5,4.72,0.553908458167832,0.598823633383845
106,1309,13,12.26,4,3.77,0.0596940814205526,0.489248917091109
106,1309,15,14.15,8,7.55,0.218287380828479,0.642460897929158
106,1309,16,15.09,10,9.43,0.804677235883287,0.541169343640708
106,1309,13,12.26,6,5.66,0.407753131512622,0.273346780991408
106,1309,14,13.21,8,7.55,0.466451197577744,0.723654550100291
106,1309,13,12.26,13,12.26,0.611693440861709,0.51492967136241
106,1309,14,13.21,8,7.55,0.978729556032022,0.494883624095845
106,1309,14,13.21,4,3.77,0.85882235321383,0.70301988920409
106,1309,18,16.98,6,5.66,0.163765331533654,0.962559005495178
106,1309,16,15.09,16,15.09,0.41993296506933,0.396168015794277
106,1309,15,14.15,5,4.72,0.631629975051115,0.604749356682444
106,1309,18,16.98,9,8.49,0.0502790244202384,0.0442329628379272
106,1309,11,10.38,15,14.15,0.852176653065199,0.686302149303292
106,1309,16,15.09,6,5.66,0.688554882119203,0.97534205820145
106,1309,15,14.15,9,8.49,0.877196391587484,0.452809129629496
106,1309,13,12.26,6,5.66,0.766262841234078,0.535974402210506
106,1309,16,15.09,13,12.26,0.372919090753433,0.759027821872885
106,1309,14,13.21,4,3.77,0.548432865719292,0.741749295225763
106,1309,15,14.15,9,8.49,0.794725389753674,0.24907652183976
106,1309,16,15.09,9,8.49,0.652790276564383,0.684360891553436
106,1309,14,13.21,3,2.83,0.855355189644931,0.610492381606895
106,1309,14,13.21,0,0,0.723213585176938,0.881483881064709
106,1309,9,8.49,5,4.72,0.855651027940419,0.963904153111282
106,1309,17,16.04,1,0.94,0.289782222501349,0.456433712306505
106,1309,9,8.49,7,6.6,0.950685697153583,0.753702677267983
106,1309,17,16.04,9,8.49,0.774267808739486,0.716979449274774
106,1309,18,16.98,2,1.89,0.0941062405665063,0.940777704722586
106,1309,13,12.26,17,16.04,0.979656971237464,0.0944418122459286
106,1309,15,14.15,8,7.55,0.787673048901305,0.321832532504507
106,1309,18,16.98,5,4.72,0.237494648148016,0.0677556018199331
106,1309,14,13.21,6,5.66,0.544841270721885,0.418386286457162
106,1309,18,16.98,1,0.94,0.227210092411722,0.591994544226495
106,1309,12,11.32,0,0,0.75694277332688,0.91801947597317
106,1309,18,16.98,15,14.15,0.281824741085555,0.252231940129446
106,1309,14,13.21,12,11.32,0.229217120661211,0.424600328061541
106,1309,15,14.15,10,9.43,0.0475067370394922,0.960891582188427
106,1309,12,11.32,18,16.98,0.895796451963505,0.00549031520831117
106,1309,17,16.04,7,6.6,0.471443473044197,0.845030729470138
106,1309,11,10.38,0,0,0.955492132964969,0.929712459612777
106,1309,8,7.55,3,2.83,0.995160827114645,0.0842743259951741
106,1309,14,13.21,6,5.66,0.129102244054513,0.88192425478091
106,1309,10,9.43,4,3.77,0.822418198586024,0.605790075781586
106,1309,15,14.15,1,0.94,0.50216051042107,0.261378899206751
106,1309,12,11.32,10,9.43,0.756594879944322,0.402730373996736
106,1309,14,13.21,8,7.55,0.98452614694375,0.122329147045321
106,1309,15,14.15,8,7.55,0.96890682624455,0.251753695318052
106,1309,14,13.21,15,14.15,0.696994393142329,0.327685573006832
106,1309,16,15.09,5,4.72,0.237135309601414,0.815474211873425
106,1309,13,12.26,5,4.72,0.954115672183725,0.558959166421683
106,1309,12,11.32,4,3.77,0.556819966481093,0.045924139903473
106,1309,9,8.49,7,6.6,0.979258002364377,0.326428513696683
106,1309,15,14.15,5,4.72,0.752257631572571,0.807847184038432
106,1309,13,12.26,11,10.38,0.303173935341712,0.363272286583308
106,1309,17,16.04,12,11.32,0.446906384442786,0.679451794225181
106,1309,14,13.21,9,8.49,0.615464962033314,0.57008414209039
106,1309,13,12.26,9,8.49,0.958427680142133,0.706154529332766
106,1309,12,11.32,6,5.66,0.417394736315782,0.508344447150103
106,1309,9,8.49,5,4.72,0.878891863444967,0.847742424582959
106,1309,11,10.38,9,8.49,0.942206451769302,0.564838220131307
106,1309,12,11.32,12,11.32,0.738439499984547,0.0175465925611538
106,1309,13,12.26,6,5.66,0.856141576910801,0.290057425886564
106,1309,9,8.49,3,2.83,0.983690676306109,0.930048850269277
106,1309,10,9.43,0,0,0.709306408125436,0.111961448304657
106,1309,9,8.49,7,6.6,0.972375819199343,0.886175938014054
106,1309,17,16.04,0,0,0.436622877884663,0.587442903050562
106,1309,16,15.09,2,1.89,0.499510061743084,0.594721127978594
106,1309,16,15.09,8,7.55,0.825964706314848,0.502545495188191
106,1309,13,12.26,3,2.83,0.397010934285828,0.806917721810017
106,1309,11,10.38,7,6.6,0.757219387898788,0.951472762612007
106,1309,22,20.75,7,6.6,0.364609249605927,0.618474830150753
106,1309,17,16.04,10,9.43,0.80847001614208,0.759231090006006
106,1309,15,14.15,3,2.83,0.21156567987823,0.077880157991039
106,1309,16,15.09,11,10.38,0.0228496660390022,0.458223440621644
106,1309,15,14.15,6,5.66,0.00956144570631727,0.234349965826292
106,1309,16,15.09,6,5.66,0.469988300578311,0.70460859392551
106,1309,17,16.04,13,12.26,0.561776580190831,0.251753462861034
